Student ID,Class,Year,Session,Grader,Part2Tot,Part3Tot,Survey Q1,Survey Q2,Survey Q3,Survey Q4,Survey Q5,gpa_prev,GPTBase,GPTTutor,teacher,n_household_members,class_enjoyment,class_participation_likelihood,n_weekday_study_hours,n_weekend_study_hours,math_hw_completion,hw_help,private_tutorship,visit_training_center,chatgpt_use,Treatment arm,female,education_parent,n_household_children,Honors
120690,10U,10,3,6,0.6,0.6125,Quite a lot,Above average,10-15 min,Somewhat effective,0-5 min,0.938526,1,0,teacher_16,4,1,3,1,1,4,1,1,0,1,vanilla,0,6,1,0
120690,10U,10,4,3,0.4,0.53125,A litttle,Very poorly,20-25 min,Neutral,0-5 min,0.938526,1,0,teacher_16,4,1,3,1,1,4,1,1,0,1,vanilla,0,6,1,0
120690,10U,10,1,3,0,0.6875,Moderately,Very poorly,15-20 min,Neutral,0-5 min,0.938526,1,0,teacher_16,4,1,3,1,1,4,1,1,0,1,vanilla,0,6,1,0
120696,10L,10,2,1,0,0.25,A litttle,Very poorly,25-30 min,Somewhat ineffective,10-15 min,0.792667,0,0,teacher_17,3,2,3,2,10,3,1,1,0,3,control,0,7,0,0
120696,10L,10,3,7,0,0.5,Nothing at all,Very poorly,25-30 min,Somewhat ineffective,15-20 min,0.792667,0,0,teacher_17,3,2,3,2,10,3,1,1,0,3,control,0,7,0,0
120696,10L,10,1,8,0.25,0.3020833333333333,Nothing at all,Very poorly,15-20 min,Somewhat ineffective,15-20 min,0.792667,0,0,teacher_17,3,2,3,2,10,3,1,1,0,3,control,0,7,0,0
120696,10L,10,4,6,0.2,0,Nothing at all,Very poorly,25-30 min,Ineffective,25-30 min,0.792667,0,0,teacher_17,3,2,3,2,10,3,1,1,0,3,control,0,7,0,0
120698,10I,10,3,5,0.6,0.28125,Moderately,Average,15-20 min,Neutral,15-20 min,0.57859,0,1,teacher_4,2,2,2,1,0,2,1,1,0,3,augmented,0,4,0,0
120698,10I,10,4,3,1,0.325,Moderately,Average,15-20 min,Neutral,15-20 min,0.57859,0,1,teacher_4,2,2,2,1,0,2,1,1,0,3,augmented,0,4,0,0
120698,10I,10,1,3,0.25,0,Quite a lot,Average,20-25 min,Neutral,20-25 min,0.57859,0,1,teacher_4,2,2,2,1,0,2,1,1,0,3,augmented,0,4,0,0
120698,10I,10,2,3,0.6,0.03571428571428571,A great deal,Excellent,0-5 min,Effective,0-5 min,0.57859,0,1,teacher_4,2,2,2,1,0,2,1,1,0,3,augmented,0,4,0,0
120699,10A,10,3,6,0.6,1,A great deal,Above average,10-15 min,Effective,5-10 min,0.981679,1,0,teacher_8,4,3,2,4,6,4,0,0,0,0,vanilla,1,7,1,1
120699,10A,10,2,1,0.6,0.6055555555555556,A great deal,Average,15-20 min,Effective,0-5 min,0.981679,1,0,teacher_8,4,3,2,4,6,4,0,0,0,0,vanilla,1,7,1,1
120699,10A,10,4,3,0.6,0.9,A great deal,Average,10-15 min,Effective,15-20 min,0.981679,1,0,teacher_8,4,3,2,4,6,4,0,0,0,0,vanilla,1,7,1,1
120699,10A,10,1,9&10,0.25,0.6875,Quite a lot,Average,25-30 min,Effective,0-5 min,0.981679,1,0,teacher_8,4,3,2,4,6,4,0,0,0,0,vanilla,1,7,1,1
120703,9İ,9,4,5,0.2,0.03125,Moderately,Very poorly,20-25 min,Somewhat ineffective,NA,NA,0,0,teacher_5,6,3,2,1,3,3,1,1,0,1,control,1,5,2,0
120703,9İ,9,3,6,0,0.03125,A litttle,Very poorly,25-30 min,Somewhat ineffective,NA,NA,0,0,teacher_5,6,3,2,1,3,3,1,1,0,1,control,1,5,2,0
120703,9İ,9,2,8,0,0.175,Moderately,Very poorly,15-20 min,Somewhat ineffective,20-25 min,NA,0,0,teacher_5,6,3,2,1,3,3,1,1,0,1,control,1,5,2,0
120703,9İ,9,1,8,0.25,0.05,A little,Very poorly,10-15 min,Somewhat ineffective,15-20 min,NA,0,0,teacher_5,6,3,2,1,3,3,1,1,0,1,control,1,5,2,0
120705,10I,10,1,3,0.25,0,NA,NA,NA,NA,NA,0.497436,0,1,teacher_4,4,1,0,1,0,1,1,1,1,0,augmented,1,5,2,0
120705,10I,10,3,5,0.4,0,NA,NA,NA,NA,NA,0.497436,0,1,teacher_4,4,1,0,1,0,1,1,1,1,0,augmented,1,5,2,0
120705,10I,10,2,3,0.8,0.03571428571428571,Nothing at all,Very poorly,25-30 min,Ineffective,25-30 min,0.497436,0,1,teacher_4,4,1,0,1,0,1,1,1,1,0,augmented,1,5,2,0
120706,10H,10,1,9&10,0.5,0.1875,Moderately,Average,15-20 min,Effective,5-10 min,0.8677819999999999,1,0,teacher_15,3,2,2,1,2,4,0,1,0,3,vanilla,0,6,0,0
120706,10H,10,4,3,0.4,0.4625,A litttle,Average,20-25 min,Somewhat ineffective,0-5 min,0.8677819999999999,1,0,teacher_15,3,2,2,1,2,4,0,1,0,3,vanilla,0,6,0,0
120706,10H,10,3,5,0.4,0.3125,A litttle,Average,15-20 min,Somewhat ineffective,15-20 min,0.8677819999999999,1,0,teacher_15,3,2,2,1,2,4,0,1,0,3,vanilla,0,6,0,0
120706,10H,10,2,2,0.2,0.4726190476190476,Moderately,Average,10-15 min,Somewhat effective,0-5 min,0.8677819999999999,1,0,teacher_15,3,2,2,1,2,4,0,1,0,3,vanilla,0,6,0,0
120707,10I,10,1,3,0.5,0.25,A great deal,Excellent,10-15 min,Effective,25-30 min,0.7262820000000001,0,1,teacher_4,4,3,3,2,4,2,1,0,0,0,augmented,1,3,0,0
120707,10I,10,3,5,0.2,0.0625,A great deal,Excellent,10-15 min,Somewhat effective,25-30 min,0.7262820000000001,0,1,teacher_4,4,3,3,2,4,2,1,0,0,0,augmented,1,3,0,0
120707,10I,10,2,3,0.2,0,Quite a lot,Above average,10-15 min,Effective,10-15 min,0.7262820000000001,0,1,teacher_4,4,3,3,2,4,2,1,0,0,0,augmented,1,3,0,0
120707,10I,10,4,3,0.4,0,A great deal,Excellent,10-15 min,Effective,0-5 min,0.7262820000000001,0,1,teacher_4,4,3,3,2,4,2,1,0,0,0,augmented,1,3,0,0
120708,10D,10,2,1,0.4,0.05555555555555555,Nothing at all,Below Average,25-30 min,Ineffective,25-30 min,0.7397050000000001,1,0,teacher_6,3,0,3,1,2,4,0,1,0,0,vanilla,0,8,1,0
120708,10D,10,3,7,0.8,0.5645833333333333,Quite a lot,Above average,20-25 min,Effective,25-30 min,0.7397050000000001,1,0,teacher_6,3,0,3,1,2,4,0,1,0,0,vanilla,0,8,1,0
120708,10D,10,1,9&10,0.75,0.25,Nothing at all,Very poorly,15-20 min,Ineffective,25-30 min,0.7397050000000001,1,0,teacher_6,3,0,3,1,2,4,0,1,0,0,vanilla,0,8,1,0
120711,10A,10,1,9&10,0.5,0.6875,Quite a lot,Average,15-20 min,Somewhat effective,10-15 min,0.947436,1,0,teacher_8,4,2,2,2,3,3,1,1,0,2,vanilla,1,7,1,1
120711,10A,10,2,1,0.4,0.775,Quite a lot,Average,15-20 min,NA,10-15 min,0.947436,1,0,teacher_8,4,2,2,2,3,3,1,1,0,2,vanilla,1,7,1,1
120711,10A,10,3,6,0.6,0.5625,Quite a lot,Average,10-15 min,Neutral,5-10 min,0.947436,1,0,teacher_8,4,2,2,2,3,3,1,1,0,2,vanilla,1,7,1,1
120713,10G,10,4,3,0,0,NA,NA,NA,NA,NA,0.613769,0,0,teacher_10,1,3,2,1,1,1,1,1,0,0,control,1,7,2,0
120713,10G,10,1,9&10,0,0,NA,Very poorly,NA,Effective,NA,0.613769,0,0,teacher_10,1,3,2,1,1,1,1,1,0,0,control,1,7,2,0
120713,10G,10,2,2,0,0.06944444444444445,Quite a lot,Below average,5-10 min,Neutral,20-25 min,0.613769,0,0,teacher_10,1,3,2,1,1,1,1,1,0,0,control,1,7,2,0
120713,10G,10,3,5,0,0,Moderately,Very poorly,0-5 min,Ineffective,0-5 min,0.613769,0,0,teacher_10,1,3,2,1,1,1,1,1,0,0,control,1,7,2,0
120714,10H,10,2,2,0.4,0.2642857142857143,Nothing at all,Below average,20-25 min,Somewhat ineffective,15-20 min,0.7909869999999999,1,0,teacher_15,3,2,4,2,4,4,0,1,0,0,vanilla,0,7,0,0
120714,10H,10,1,9&10,0.25,0.28125,A litttle,Below average,15-20 min,Neutral,10-15 min,0.7909869999999999,1,0,teacher_15,3,2,4,2,4,4,0,1,0,0,vanilla,0,7,0,0
120714,10H,10,3,5,0.4,0.47916666666666663,Nothing at all,Average,15-20 min,Ineffective,5-10 min,0.7909869999999999,1,0,teacher_15,3,2,4,2,4,4,0,1,0,0,vanilla,0,7,0,0
120714,10H,10,4,3,0.4,0.2875,A litttle,Average,15-20 min,Ineffective,10-15 min,0.7909869999999999,1,0,teacher_15,3,2,4,2,4,4,0,1,0,0,vanilla,0,7,0,0
120715,10J,10,1,8,1,0.04166666666666666,Nothing at all,Very poorly,25-30 min,Ineffective,0-5 min,0.7148720000000001,0,1,teacher_6,4,0,2,0,0,2,1,1,0,2,augmented,1,6,3,0
120715,10J,10,4,6,0,0,Nothing at all,Very poorly,25-30 min,Ineffective,0-5 min,0.7148720000000001,0,1,teacher_6,4,0,2,0,0,2,1,1,0,2,augmented,1,6,3,0
120716,10İ,10,3,6,0,0.22916666666666663,Moderately,Very poorly,10-15 min,Somewhat effective,NA,0.7455769999999999,0,0,teacher_4,4,3,3,1,1,3,1,1,0,0,control,0,8,0,0
120716,10İ,10,4,6,0,0.4785714285714286,NA,NA,NA,NA,NA,0.7455769999999999,0,0,teacher_4,4,3,3,1,1,3,1,1,0,0,control,0,8,0,0
120716,10İ,10,1,3,0.75,0.5833333333333333,Quite a lot,Above average,25-30 min,Effective,25-30 min,0.7455769999999999,0,0,teacher_4,4,3,3,1,1,3,1,1,0,0,control,0,8,0,0
120717,10M,10,2,3,0.4,0.6011904761904762,Moderately,Average,15-20 min,Somewhat effective,5-10 min,0.914026,1,0,teacher_19,3,3,3,2,3,3,1,1,0,0,vanilla,1,6,0,0
120717,10M,10,1,8,1,0.34375,Quite a lot,Average,25-30 min,Somewhat effective,5-10 min,0.914026,1,0,teacher_19,3,3,3,2,3,3,1,1,0,0,vanilla,1,6,0,0
120717,10M,10,4,6,0.6,0.5267857142857143,Moderately,Average,25-30 min,Effective,5-10 min,0.914026,1,0,teacher_19,3,3,3,2,3,3,1,1,0,0,vanilla,1,6,0,0
120718,10S,10,1,9&10,0.5,0.03125,Moderately,Below average,15-20 min,Neutral,25-30 min,0.6784739999999999,0,1,teacher_13,4,2,1,1,1,2,1,1,0,1,augmented,0,7,2,0
120718,10S,10,2,2,0.6,0.05,Moderately,Average,25-30 min,Neutral,25-30 min,0.6784739999999999,0,1,teacher_13,4,2,1,1,1,2,1,1,0,1,augmented,0,7,2,0
120718,10S,10,4,3,1,0.0625,Nothing at all,Average,10-15 min,Neutral,25-30 min,0.6784739999999999,0,1,teacher_13,4,2,1,1,1,2,1,1,0,1,augmented,0,7,2,0
120719,10N,10,1,8,0,0,Nothing at all,Very poorly,NA,Ineffective,NA,0.782667,0,1,teacher_17,4,1,1,1,1,2,0,0,0,2,augmented,1,6,2,0
120719,10N,10,4,6,0,0.1,A litttle,Very poorly,0-5 min,Ineffective,0-5 min,0.782667,0,1,teacher_17,4,1,1,1,1,2,0,0,0,2,augmented,1,6,2,0
120720,10F,10,4,3,0,0,A great deal,Excellent,15-20 min,Effective,20-25 min,0.8262179999999999,0,0,teacher_2,4,4,4,2,3,4,1,0,0,2,control,0,7,1,0
120720,10F,10,3,5,0.4,0.2916666666666667,A great deal,Excellent,15-20 min,Effective,10-15 min,0.8262179999999999,0,0,teacher_2,4,4,4,2,3,4,1,0,0,2,control,0,7,1,0
120720,10F,10,1,9&10,0.25,0.375,Quite a lot,Above average,15-20 min,Somewhat effective,10-15 min,0.8262179999999999,0,0,teacher_2,4,4,4,2,3,4,1,0,0,2,control,0,7,1,0
120723,10U,10,4,3,0.4,0.2133928571428571,Nothing at all,Very poorly,20-25 min,Ineffective,15-20 min,0.815897,1,0,teacher_16,3,2,2,1,2,2,1,0,0,0,vanilla,1,4,3,0
120723,10U,10,1,3,0.25,0.40625,Moderately,Average,15-20 min,Neutral,15-20 min,0.815897,1,0,teacher_16,3,2,2,1,2,2,1,0,0,0,vanilla,1,4,3,0
120723,10U,10,3,6,0.4,0.34375,Moderately,Average,15-20 min,Neutral,15-20 min,0.815897,1,0,teacher_16,3,2,2,1,2,2,1,0,0,0,vanilla,1,4,3,0
120723,10U,10,2,3,0.6,0.4202380952380952,Moderately,Average,15-20 min,Neutral,15-20 min,0.815897,1,0,teacher_16,3,2,2,1,2,2,1,0,0,0,vanilla,1,4,3,0
120724,10L,10,1,8,1,0.5729166666666666,A great deal,Above average,0-5 min,Somewhat effective,0-5 min,0.927821,0,0,teacher_17,2,4,3,1,2,4,0,1,0,1,control,0,7,0,0
120724,10L,10,3,7,0.2,0.4,Moderately,Average,5-10 min,NA,NA,0.927821,0,0,teacher_17,2,4,3,1,2,4,0,1,0,1,control,0,7,0,0
120724,10L,10,2,1,1,0.65,A litttle,Average,0-5 min,NA,NA,0.927821,0,0,teacher_17,2,4,3,1,2,4,0,1,0,1,control,0,7,0,0
120725,10A,10,2,1,0.4,0.736111111111111,Quite a lot,Average,10-15 min,Somewhat effective,NA,0.970936,1,0,teacher_8,4,2,3,2,3,3,1,1,0,0,vanilla,1,5,1,1
120725,10A,10,1,9&10,0.5,0.4583333333333333,Quite a lot,Average,10-15 min,Somewhat effective,15-20 min,0.970936,1,0,teacher_8,4,2,3,2,3,3,1,1,0,0,vanilla,1,5,1,1
120725,10A,10,3,6,1,0.8375,Quite a lot,Excellent,10-15 min,Effective,10-15 min,0.970936,1,0,teacher_8,4,2,3,2,3,3,1,1,0,0,vanilla,1,5,1,1
120726,10D,10,1,9&10,0.75,0.125,A litttle,Very poorly,10-15 min,Somewhat ineffective,5-10 min,0.8616030000000001,1,0,teacher_6,4,3,3,2,4,4,1,1,0,0,vanilla,0,8,1,0
120726,10D,10,2,1,0.4,0.25,moderately,Average,10-15 min,Somewhat ineffective,15-20 min,0.8616030000000001,1,0,teacher_6,4,3,3,2,4,4,1,1,0,0,vanilla,0,8,1,0
120728,10F,10,4,3,0,0.34285714285714286,Moderately,Average,15-20 min,Neutral,20-25 min,0.768,0,0,teacher_2,3,2,3,1.5,2,4,1,0,0,4,control,0,8,3,0
120728,10F,10,1,9&10,0,0.0625,A litttle,Below average,10-15 min,Somewhat ineffective,10-15 min,0.768,0,0,teacher_2,3,2,3,1.5,2,4,1,0,0,4,control,0,8,3,0
120728,10F,10,3,5,0.4,0.34375,A litttle,Average,15-20 min,Neutral,15-20 min,0.768,0,0,teacher_2,3,2,3,1.5,2,4,1,0,0,4,control,0,8,3,0
120729,9O,9,3,6,0.4,0,Moderately,Below average,25-30 min,Effective,25-30 min,NA,0,1,teacher_10,5,2,1,5,10,1,1,1,0,2,augmented,1,6,5,0
120729,9O,9,4,5,0.4,0.09821428571428573,Moderately,Below average,20-25 min,Neutral,25-30 min,NA,0,1,teacher_10,5,2,1,5,10,1,1,1,0,2,augmented,1,6,5,0
120729,9O,9,2,8,0.2,0.125,Moderately,Below average,15-20 min,Neutral,20-25 min,NA,0,1,teacher_10,5,2,1,5,10,1,1,1,0,2,augmented,1,6,5,0
120729,9O,9,1,9&10,0,0.05,A litttle,Very poorly,20-25 min,Somewhat ineffective,25-30 min,NA,0,1,teacher_10,5,2,1,5,10,1,1,1,0,2,augmented,1,6,5,0
120730,10T,10,1,9&10,0,0.03125,Moderately,Below average,10-15 min,Somewhat ineffective,10-15 min,0.663154,0,0,teacher_18,5,1,2,1,2,2,1,0,0,2,control,0,8,1,0
120730,10T,10,2,1,0,0.08333333333333333,A litttle,Below average,10-15 min,Neutral,10-15 min,0.663154,0,0,teacher_18,5,1,2,1,2,2,1,0,0,2,control,0,8,1,0
120730,10T,10,3,7,0,0.125,A litttle,Average,10-15 min,Somewhat ineffective,5-10 min,0.663154,0,0,teacher_18,5,1,2,1,2,2,1,0,0,2,control,0,8,1,0
120730,10T,10,4,3,0,0.21875,Moderately,Average,10-15 min,Neutral,10-15 min,0.663154,0,0,teacher_18,5,1,2,1,2,2,1,0,0,2,control,0,8,1,0
120731,10P,10,3,6,0,0.125,A litttle,Below average,15-20 min,Somewhat ineffective,5-10 min,0.844808,0,0,teacher_5,4,2,1,2,4,3,1,1,0,1,control,1,7,4,0
120731,10P,10,4,6,0,0.025,Nothing at all,Below average,15-20 min,Ineffective,10-15 min,0.844808,0,0,teacher_5,4,2,1,2,4,3,1,1,0,1,control,1,7,4,0
120731,10P,10,1,8,0,0.26041666666666663,A little,Below average,20-25 min,Ineffective,5-10 min,0.844808,0,0,teacher_5,4,2,1,2,4,3,1,1,0,1,control,1,7,4,0
120732,10H,10,1,9&10,0.5,0.5,Moderately,Below average,15-20 min,Somewhat effective,10-15 min,0.8994620000000001,1,0,teacher_15,4,3,3,1,2,4,1,1,0,4,vanilla,0,6,1,0
120732,10H,10,3,5,0.8,0.1875,Moderately,Below average,15-20 min,Somewhat effective,15-20 min,0.8994620000000001,1,0,teacher_15,4,3,3,1,2,4,1,1,0,4,vanilla,0,6,1,0
120732,10H,10,4,3,0.6,0.24285714285714283,Quite a lot,Average,5-10 min,Somewhat effective,10-15 min,0.8994620000000001,1,0,teacher_15,4,3,3,1,2,4,1,1,0,4,vanilla,0,6,1,0
120732,10H,10,2,2,0.6,0.3055555555555556,Nothing at all,Very Poorly,20-25 min,Ineffective,20-25 min,0.8994620000000001,1,0,teacher_15,4,3,3,1,2,4,1,1,0,4,vanilla,0,6,1,0
120733,10J,10,4,6,0.2,0,Moderately,NA,NA,NA,NA,0.8039740000000001,0,1,teacher_6,3,1,0,2,4,2,1,1,0,3,augmented,1,5,0,0
120733,10J,10,3,5,0.2,0.125,NA,NA,NA,NA,NA,0.8039740000000001,0,1,teacher_6,3,1,0,2,4,2,1,1,0,3,augmented,1,5,0,0
120735,10P,10,1,8,0.25,0.29166666666666663,Quite a lot,Average,10-15 min,Neutral,NA,0.929756,0,0,teacher_5,4,3,2,1,4,4,1,0,0,1,control,1,7,4,0
120735,10P,10,4,6,0,0.24285714285714283,Moderately,Average,15-20 min,Somewhat ineffective,15-20 min,0.929756,0,0,teacher_5,4,3,2,1,4,4,1,0,0,1,control,1,7,4,0
120735,10P,10,3,6,0,0.8958333333333334,A litttle,Average,20-25 min,Somewhat effective,0-5 min,0.929756,0,0,teacher_5,4,3,2,1,4,4,1,0,0,1,control,1,7,4,0
120737,10O,10,3,5,0,0.1875,Moderately,Average,15-20 min,Ineffective,0-5 min,0.748744,0,0,teacher_2,3,2,3,3,5,2,0,0,0,0,control,1,8,0,0
120737,10O,10,4,3,0,0,Nothing at all,Very poorly,20-25 min,Ineffective,0-5 min,0.748744,0,0,teacher_2,3,2,3,3,5,2,0,0,0,0,control,1,8,0,0
120737,10O,10,1,3,0,0,Nothing at all,Average,10-15 min,Ineffective,10-15 min,0.748744,0,0,teacher_2,3,2,3,3,5,2,0,0,0,0,control,1,8,0,0
120738,10C,10,2,2,0.8,0.6833333333333333,A great deal,Excellent,0-5 min,Effective,25-30 min,0.948962,0,0,teacher_16,4,2,4,1.5,4,4,0,1,0,2,control,0,5,1,1
120738,10C,10,4,6,0.8,0.35714285714285715,Nothing at all,Very poorly,0-5 min,Ineffective,0-5 min,0.948962,0,0,teacher_16,4,2,4,1.5,4,4,0,1,0,2,control,0,5,1,1
120738,10C,10,3,3,0.4,0.7375,A great deal,Excellent,25-30 min,Effective,25-30 min,0.948962,0,0,teacher_16,4,2,4,1.5,4,4,0,1,0,2,control,0,5,1,1
120739,10S,10,1,9&10,0.25,0.32291666666666663,Moderately,Below average,15-20 min,Neutral,0-5 min,0.723359,0,1,teacher_13,3,1,2,1,1,2,1,1,0,0,augmented,1,8,0,0
120739,10S,10,3,7,0.6,0,Moderately,Average,20-25 min,Somewhat ineffective,5-10 min,0.723359,0,1,teacher_13,3,1,2,1,1,2,1,1,0,0,augmented,1,8,0,0
120739,10S,10,2,2,0.2,0,A litttle,Below average,15-20 min,Somewhat ineffective,10-15 min,0.723359,0,1,teacher_13,3,1,2,1,1,2,1,1,0,0,augmented,1,8,0,0
120739,10S,10,4,3,0.4,0,A litttle,Below average,NA,Somewhat effective,5-10 min,0.723359,0,1,teacher_13,3,1,2,1,1,2,1,1,0,0,augmented,1,8,0,0
120740,10İ,10,2,2,0.8,0.04166666666666666,A litttle,Very Poorly,0-5 min,Ineffective,0-5 min,0.7412690000000001,0,0,teacher_4,3,2,1,0,4,2,0,1,1,2,control,0,5,1,0
120740,10İ,10,4,6,0.2,0.125,Nothing at all,Very poorly,0-5 min,Ineffective,0-5 min,0.7412690000000001,0,0,teacher_4,3,2,1,0,4,2,0,1,1,2,control,0,5,1,0
120740,10İ,10,3,6,0.6,0.0625,Nothing at all,Very poorly,0-5 min,Ineffective,0-5 min,0.7412690000000001,0,0,teacher_4,3,2,1,0,4,2,0,1,1,2,control,0,5,1,0
120740,10İ,10,1,3,0.75,0.3125,NA,NA,NA,NA,NA,0.7412690000000001,0,0,teacher_4,3,2,1,0,4,2,0,1,1,2,control,0,5,1,0
120741,10O,10,1,3,0,0,A litttle,Below average,20-25 min,Neutral,10-15 min,0.573782,0,0,teacher_2,4,1,2,5,5,1,1,0,0,1,control,1,6,2,0
120741,10O,10,4,3,0,0,A litttle,Very poorly,15-20 min,Ineffective,20-25 min,0.573782,0,0,teacher_2,4,1,2,5,5,1,1,0,0,1,control,1,6,2,0
120741,10O,10,3,5,0,0,Nothing at all,Very poorly,20-25 min,Ineffective,20-25 min,0.573782,0,0,teacher_2,4,1,2,5,5,1,1,0,0,1,control,1,6,2,0
120743,10G,10,2,2,0.4,0.4638888888888889,Nothing at all,Very Poorly,25-30 min,Somewhat ineffective,25-30 min,0.925103,0,0,teacher_10,3,2,2,0,0,4,1,1,0,2,control,1,7,0,0
120743,10G,10,1,9&10,0,0.14583333333333331,Nothing at all,Very poorly,20-25 min,Ineffective,NA,0.925103,0,0,teacher_10,3,2,2,0,0,4,1,1,0,2,control,1,7,0,0
120743,10G,10,3,5,0,0.45833333333333337,Nothing at all,Very poorly,25-30 min,Ineffective,25-30 min,0.925103,0,0,teacher_10,3,2,2,0,0,4,1,1,0,2,control,1,7,0,0
120743,10G,10,4,3,0.2,0.3821428571428571,Nothing at all,Very poorly,25-30 min,Ineffective,25-30 min,0.925103,0,0,teacher_10,3,2,2,0,0,4,1,1,0,2,control,1,7,0,0
120746,10I,10,2,3,0.6,0.07738095238095238,A great deal,Above average,15-20 min,Neutral,10-15 min,0.742526,0,1,teacher_4,3,2,2,5,2,1,0,0,0,2,augmented,0,5,1,0
120746,10I,10,3,5,0.4,0.15625,Moderately,Average,25-30 min,Neutral,5-10 min,0.742526,0,1,teacher_4,3,2,2,5,2,1,0,0,0,2,augmented,0,5,1,0
120746,10I,10,4,3,1,0.25,A great deal,Average,15-20 min,Effective,10-15 min,0.742526,0,1,teacher_4,3,2,2,5,2,1,0,0,0,2,augmented,0,5,1,0
120746,10I,10,1,3,0.75,0.5,Quite a lot,Above average,15-20 min,Effective,10-15 min,0.742526,0,1,teacher_4,3,2,2,5,2,1,0,0,0,2,augmented,0,5,1,0
120749,10M,10,1,8,1,0.5,Nothing at all,Below average,15-20 min,Effective,10-15 min,0.850321,1,0,teacher_19,3,2,3,2,3,3,1,1,1,1,vanilla,1,4,0,0
120749,10M,10,4,6,0.2,0.2375,A great deal,Excellent,15-20 min,Effective,20-25 min,0.850321,1,0,teacher_19,3,2,3,2,3,3,1,1,1,1,vanilla,1,4,0,0
120749,10M,10,2,3,0.6,0.4285714285714286,Nothing at all,Very poorly,25-30 min,Ineffective,0-5 min,0.850321,1,0,teacher_19,3,2,3,2,3,3,1,1,1,1,vanilla,1,4,0,0
120749,10M,10,3,6,0.4,0.55,NA,NA,NA,NA,NA,0.850321,1,0,teacher_19,3,2,3,2,3,3,1,1,1,1,vanilla,1,4,0,0
120750,10V,10,4,3,0.4,0.3625,Nothing at all,Very poorly,10-15 min,Neutral,0-5 min,0.8984869999999999,0,0,teacher_13,4,2,3,2,1,3,0,1,0,2,control,0,8,1,0
120750,10V,10,1,9&10,0.75,0.53125,Moderately,Excellent,5-10 min,Somewhat effective,0-5 min,0.8984869999999999,0,0,teacher_13,4,2,3,2,1,3,0,1,0,2,control,0,8,1,0
120750,10V,10,3,5,0.6,0.7083333333333334,Quite a lot,Above average,10-15 min,Somewhat ineffective,0-5 min,0.8984869999999999,0,0,teacher_13,4,2,3,2,1,3,0,1,0,2,control,0,8,1,0
120750,10V,10,2,1,0.2,0.7416666666666666,NA,NA,NA,NA,NA,0.8984869999999999,0,0,teacher_13,4,2,3,2,1,3,0,1,0,2,control,0,8,1,0
120753,10M,10,1,8,1,0.5,Nothing at all,Below average,15-20 min,NA,NA,0.8802559999999999,1,0,teacher_19,4,4,4,13,12,4,1,0,0,0,vanilla,1,0,2,0
120753,10M,10,4,6,0.8,0.2125,Quite a lot,Average,15-20 min,Neutral,0-5 min,0.8802559999999999,1,0,teacher_19,4,4,4,13,12,4,1,0,0,0,vanilla,1,0,2,0
120753,10M,10,3,6,0.6,0.425,NA,NA,NA,NA,NA,0.8802559999999999,1,0,teacher_19,4,4,4,13,12,4,1,0,0,0,vanilla,1,0,2,0
120754,10U,10,1,3,0,0.4375,A litttle,Below average,15-20 min,Neutral,5-10 min,0.8069620000000001,1,0,teacher_16,4,1,0,0,0,3,1,0,0,2,vanilla,0,7,1,0
120754,10U,10,2,3,0.2,0.04166666666666666,A litttle,Very poorly,15-20 min,Ineffective,5-10 min,0.8069620000000001,1,0,teacher_16,4,1,0,0,0,3,1,0,0,2,vanilla,0,7,1,0
120754,10U,10,4,3,0.4,0.14285714285714285,A litttle,Below average,10-15 min,Somewhat ineffective,10-15 min,0.8069620000000001,1,0,teacher_16,4,1,0,0,0,3,1,0,0,2,vanilla,0,7,1,0
120754,10U,10,3,6,0.4,0.3125,A litttle,Below average,10-15 min,Somewhat ineffective,10-15 min,0.8069620000000001,1,0,teacher_16,4,1,0,0,0,3,1,0,0,2,vanilla,0,7,1,0
120758,10D,10,1,9&10,0.75,0.625,A litttle,Average,5-10 min,Ineffective,10-15 min,0.921141,1,0,teacher_6,4,3,3,1.5,2.5,4,0,1,1,0,vanilla,0,6,1,0
120758,10D,10,3,7,1,0.48333333333333334,Moderately,Above average,15-20 min,Somewhat effective,20-25 min,0.921141,1,0,teacher_6,4,3,3,1.5,2.5,4,0,1,1,0,vanilla,0,6,1,0
120760,10R,10,3,7,0.6,0.19166666666666665,Quite a lot,Average,5-10 min,Effective,5-10 min,0.713333,1,0,teacher_19,5,3,1,1,1,2,1,1,1,2,vanilla,0,4,2,0
120760,10R,10,2,1,0.8,0.4107142857142857,A great deal,Excellent,25-30 min,Effective,25-30 min,0.713333,1,0,teacher_19,5,3,1,1,1,2,1,1,1,2,vanilla,0,4,2,0
120760,10R,10,4,3,0.6,0.075,Quite a lot,Above average,15-20 min,Neutral,15-20 min,0.713333,1,0,teacher_19,5,3,1,1,1,2,1,1,1,2,vanilla,0,4,2,0
120760,10R,10,1,9&10,0.5,0.25,Quite a lot,Below average,10-15 min,Somewhat effective,10-15 min,0.713333,1,0,teacher_19,5,3,1,1,1,2,1,1,1,2,vanilla,0,4,2,0
120761,10D,10,1,9&10,1,0.6875,Quite a lot,Above average,15-20 min,Ineffective,10-15 min,0.928141,1,0,teacher_6,2,3,3,3,5,4,0,1,1,3,vanilla,1,8,1,0
120761,10D,10,4,6,1,0.2598214285714286,A litttle,Very poorly,25-30 min,Ineffective,25-30 min,0.928141,1,0,teacher_6,2,3,3,3,5,4,0,1,1,3,vanilla,1,8,1,0
