Country Name,Country Code,Region,IsCountry,Income group,Year,GenderEquality,PoliticalStability,GenderEducation,BirthSex,Income,PlanePassengers,PlaneDepartures,Electricity,PM2.5,CO2Emissions,Unemployment,Poverty,BattleDeaths,CompulsoryEducation,Literacy,Death,Alcohol,Diabetes,DeathsCD,DeathsNCD,GDP,Internet,Population,Rural,Urban,Suicide,Homicide,Military,LegalRights,Birth,Fertility,LandArea,ForestArea,RuralArea,UrbanArea,Density,TaxRevenue,Mobile,FixedTelephone,GovernmentExpenditure
British Virgin Islands,VGB,Latin America & Caribbean,1,High income,2018,NA,NA,1.44345998764038,1.053,NA,NA,NA,100,NA,NA,NA,NA,NA,12,NA,5.988,NA,NA,NA,NA,NA,NA,30335,52.277,47.723,NA,NA,NA,NA,7.114,0.917,150,24.1333333333333,NA,NA,202.233333333333,NA,39954,6264,NA
British Virgin Islands,VGB,Latin America & Caribbean,1,High income,2017,NA,NA,NA,1.053,NA,NA,NA,100,NA,NA,NA,NA,NA,12,NA,6.143,NA,NA,NA,NA,NA,77.70426829,30060,52.663,47.337,NA,NA,NA,NA,6.847,0.872,150,24.1333333333333,NA,NA,200.4,NA,44043,9544,NA
British Virgin Islands,VGB,Latin America & Caribbean,1,High income,2016,NA,NA,1.36909997463226,1.053,NA,NA,NA,100,NA,NA,NA,NA,NA,12,NA,5.718,NA,NA,NA,NA,NA,77.70142968,29739,53.043,46.957,NA,NA,NA,NA,7.724,0.987,150,24.1333333333333,NA,NA,198.26,NA,39689,11167,NA
British Virgin Islands,VGB,Latin America & Caribbean,1,High income,2015,NA,NA,1.44264996051788,1.053,NA,NA,NA,100,NA,NA,NA,NA,NA,12,NA,5.62,NA,NA,NA,NA,NA,NA,29366,53.417,46.583,NA,NA,NA,NA,9.189,1.186,150,24.1333333333333,147.71659941593,14.44612027988,195.773333333333,NA,57195,11754,NA
British Virgin Islands,VGB,Latin America & Caribbean,1,High income,2014,NA,NA,NA,1.053,NA,NA,NA,99.1800231933594,NA,NA,NA,NA,NA,12,NA,5.553,NA,NA,NA,NA,NA,NA,28971,53.784,46.216,NA,NA,NA,NA,9.643,1.237,150,24.16,NA,NA,193.14,NA,54764,11849,NA
British Virgin Islands,VGB,Latin America & Caribbean,1,High income,2013,NA,NA,NA,1.053,NA,NA,NA,99.021110534668,NA,NA,NA,NA,NA,12,NA,5.481,NA,NA,NA,NA,NA,NA,28657,54.144,45.856,NA,NA,NA,NA,8.667,1.08,150,24.1866666666667,NA,NA,191.046666666667,NA,53406,12080,NA
Brunei Darussalam,BRN,East Asia & Pacific,1,High income,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brunei Darussalam,BRN,East Asia & Pacific,1,High income,2021,NA,1.16864395141602,NA,1.079,NA,27881,1186,NA,NA,NA,7.446,NA,NA,9,97.5899963378906,5.211,NA,11.1,NA,NA,14006569575.68,98.08,445373,21.446,78.554,NA,NA,10.4989658738366,NA,13.8,1.778,NA,NA,NA,NA,NA,NA,603486,112298,3121828605.52074
Brunei Darussalam,BRN,East Asia & Pacific,1,High income,2020,NA,1.18235063552856,1.35610997676849,1.08,9889493082.64306,280622,4233,100,NA,NA,7.41,NA,NA,9,NA,4.975,NA,NA,NA,NA,12005825759.223,96.06912594,441725,21.75,78.25,NA,NA,10.9474449899982,NA,14.165,1.796,5270,72.1062618595825,NA,NA,83.8187855787476,NA,536589,103885,3045912968.25567
Brunei Darussalam,BRN,East Asia & Pacific,1,High income,2019,NA,1.10879898071289,1.37798392772675,1.082,10837533196.3019,1421313,14091,100,NA,15.9484805318139,6.92,NA,NA,9,NA,4.834,NA,NA,10.3409807344221,84.6690303548102,13469422958.5105,95,438048,22.058,77.942,2.7,NA,9.49144295302014,12,14.585,1.819,5270,72.1062618595825,NA,NA,83.1210626185958,NA,574799,86590,3367600667.47183
Brunei Darussalam,BRN,East Asia & Pacific,1,High income,2018,NA,1.24135971069336,1.36858952045441,1.084,10223235554.1717,1234455,11310,100,NA,17.3623104307419,8.7,NA,NA,9,97.214111328125,4.7,0.48,NA,NA,NA,13567351175.0315,95,434274,22.371,77.629,3.1,NA,8.20050135961931,12,15.05,1.848,5270,72.1062618595825,NA,NA,82.4049335863378,NA,565949,82588,3308125155.85673
Brunei Darussalam,BRN,East Asia & Pacific,1,High income,2017,NA,1.16030538082123,1.3862133026123,1.085,10719023351.1839,1172201,10743,100,5.90306546792381,16.9428459872268,9.32,NA,NA,9,NA,4.556,NA,NA,NA,NA,12128104859.1498,94.86669164,430276,22.688,77.312,3.3,NA,7.83288442703232,12,15.544,1.881,5270,72.1062618595825,NA,NA,81.6462998102467,NA,544732,83794,3256283333.37777
Brunei Darussalam,BRN,East Asia & Pacific,1,High income,2016,NA,1.15417206287384,1.38437283039093,1.084,10463695557.7039,1168609,11058,100,5.92760007169152,16.358211618004,8.432,NA,NA,9,NA,4.42,NA,NA,NA,NA,11400854267.7188,90,425994,23.01,76.99,2.6,NA,8.99423107955462,5,16.054,1.915,5270,72.1062618595825,NA,NA,80.8337760910816,NA,523453,74213,3031260754.80764
Brunei Darussalam,BRN,East Asia & Pacific,1,High income,2015,NA,1.24266231060028,1.38211679458618,1.083,10926361991.9189,1150003,11624,100,6.48417977386146,15.1806794372587,7.693,NA,NA,9,NA,4.29,0.46,NA,14.0489706715666,80.1370601929221,12930394937.8137,71.2,421437,23.337,76.663,1.9,NA,8.47865764979639,4,16.546,1.947,5270,72.1062618595825,5571.881755803,199.17236852322,79.9690702087287,NA,463384,76002,3240573714.45196
Brunei Darussalam,BRN,East Asia & Pacific,1,High income,2014,NA,1.26150703430176,1.44191575050354,1.081,12117847963.3637,1061148,10392,100,6.18083011458724,16.9931550247686,6.86,NA,NA,9,NA,4.162,NA,NA,NA,NA,17098342541.4365,68.77,416656,23.668,76.332,1.8,NA,9.05517941773866,4,16.942,1.969,5270,72.1062618595825,NA,NA,79.0618595825427,NA,452054,71644,3361016235.93501
Brunei Darussalam,BRN,East Asia & Pacific,1,High income,2013,NA,1.07402229309082,1.46160995960236,1.079,12091543183.352,1139784,10920,100,6.70948968257737,17.5097521994064,6.77,NA,NA,9,NA,4.043,NA,NA,NA,NA,18093829923.2737,64.5,411702,24.003,75.997,1.8,0.485787674352233,6.78153360515586,4,17.203,1.978,5270,72.1062618595825,NA,NA,78.1218216318786,NA,468814,NA,3299810682.37516
Bulgaria,BGR,Europe & Central Asia,1,Upper middle income,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.402,32.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bulgaria,BGR,Europe & Central Asia,1,Upper middle income,2021,NA,0.458269119262695,NA,1.06,NA,41126,464,NA,NA,NA,5.27,31.7,NA,11,98.4199981689453,21.7,NA,7.4,NA,NA,84056312734.3089,75.27144583,6877743,23.975,76.025,NA,1.27797986237754,3.9012661664049,NA,8.5,1.58,NA,NA,NA,NA,NA,20.621252086056,7902756,787637,10175002267.0596
Bulgaria,BGR,Europe & Central Asia,1,Upper middle income,2020,NA,0.418060213327408,1.20376002788544,1.06,49373129953.5647,443067,6295,99.6999969482422,NA,NA,5.12,32.1,NA,11,NA,18,NA,NA,NA,NA,70240275010.1964,70.16248359,6934015,24.314,75.686,NA,0.988655606762662,4.04530389165697,NA,8.5,1.56,108560,35.8603537214444,NA,NA,63.8726510685335,20.2679594626726,7945739,872757,10134163454.9989
Bulgaria,BGR,Europe & Central Asia,1,Upper middle income,2019,NA,0.578860998153687,1.20282995700836,1.06,49619010249.2034,832828,10111,100,NA,5.61130176334883,4.23,32.5,NA,11,NA,15.5,NA,NA,2.21400417234221,95.3110776571572,68915875214.6537,67.94698094,6975761,24.653,75.347,9.7,1.17688228851709,8.7362446426503,8,8.8,1.58,108560,35.7406042741341,NA,NA,64.2571941783346,20.4736245713875,8134581,975355,9353851167.53571
Bulgaria,BGR,Europe & Central Asia,1,Upper middle income,2018,NA,0.456277936697006,1.19088995456696,1.063,46640802854.616,1022645,11435,100,NA,5.82177716644055,5.21,32.8,NA,11,NA,15.4,12.65,NA,NA,NA,66363537115.2686,64.78201069,7025037,24.992,75.008,9.7,1.29260131166718,4.22210442618606,8,8.9,1.56,108560,35.6208548268239,NA,NA,64.7110998526161,19.9038514116676,8387160,1120392,9170825776.46792
Bulgaria,BGR,Europe & Central Asia,1,Upper middle income,2017,NA,0.332049906253815,1.19168996810913,1.057,45761498732.024,1133069,11748,100,19.1491323370921,6.20196844323452,6.16,38.9,NA,11,NA,15.5,NA,NA,NA,NA,59199447421.4924,63.41010138,7075947,25.331,74.669,10.3,1.43405534771422,3.81598151301387,8,9,1.56,108560,35.5011053795136,NA,NA,65.1800571112749,20.5117038349021,8532908,1289853,8704918385.85355
Bulgaria,BGR,Europe & Central Asia,1,Upper middle income,2016,NA,0.0773332640528679,1.19660997390747,1.058,43958419793.1314,1092333,12187,100,19.2830130341207,5.83441898521035,7.57,40.4,NA,11,NA,15.1,NA,NA,NA,NA,53953897624.4344,59.82554766,7127822,25.671,74.329,9.7,1.09026053017437,3.80091657853412,8,9.1,1.54,108560,35.3813559322034,NA,NA,65.6579034635225,20.3242794923867,8973869,1478975,8347000680.11789
Bulgaria,BGR,Europe & Central Asia,1,Upper middle income,2015,NA,0.0173221882432699,1.21633005142212,1.062,41775433725.2751,1063498,11768,100,20.7764274157217,6.2073775238782,9.14,41.3,NA,11,NA,15.3,12.34,NA,2.12346228460077,95.1678185348543,50781996712.7635,56.65625161,7177991,26.01,73.99,9.8,1.72384225010119,3.33762000179442,8,9.2,1.53,108560,35.3076639646279,108913.942408435,2109.34419338666,66.1200350036846,20.0714466239333,9194633,1654879,8167858195.42054
Bulgaria,BGR,Europe & Central Asia,1,Upper middle income,2014,NA,0.0785408988595009,1.20594000816345,1.058,40904618664.3553,1060147,11755,100,20.7435699611911,5.82153390574504,11.42,40.1,NA,11,NA,15.1,NA,NA,NA,NA,57082011260.3446,55.49,7223938,26.349,73.651,10.4,1.51923291217348,3.53182488302032,8,9.4,1.53,108560,35.1308032424466,NA,NA,66.5432756079587,19.5660131982178,9486927,1816974,8022937542.50737
Bulgaria,BGR,Europe & Central Asia,1,Upper middle income,2013,NA,0.170710384845734,1.213250041008,1.055,39976346098.2263,1013220,11736,100,20.9996370886972,5.45906018005221,12.94,48,NA,11,NA,14.4,NA,NA,NA,NA,55810138436.4821,53.0615,7265115,26.687,73.313,10.5,1.46679508973523,4.09940017137961,8,9.2,1.48,108560,34.9539425202653,NA,NA,66.922577376566,19.6890596535923,10486824,1942424,8026720131.48946
Burkina Faso,BFA,Sub-Saharan Africa,1,Low income,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burkina Faso,BFA,Sub-Saharan Africa,1,Low income,2021,3.5,-1.63874197006226,0.59663999080658,1.042,NA,112940,3007,NA,NA,NA,5.232,NA,1006,10,46.0400009155273,8.958,NA,2.1,NA,NA,19737615114.3661,21.57982734,22100683,68.76,31.24,NA,NA,9.58855021464764,NA,35.541,4.772,NA,NA,NA,NA,NA,15.9064586869154,24678315,81374,NA
Burkina Faso,BFA,Sub-Saharan Africa,1,Low income,2020,3.5,-1.53830862045288,0.553210020065308,1.042,NA,70228,1790,18.957239151001,NA,NA,5.055,NA,512,10,NA,8.813,NA,NA,NA,NA,17933606353.1775,13.93797176,21522626,69.393,30.607,NA,NA,8.64974873068316,NA,36.085,4.869,273600,22.7207602339181,NA,NA,78.6645687134503,13.2753560785655,22117218,75039,NA
Burkina Faso,BFA,Sub-Saharan Africa,1,Low income,2019,3.5,-1.30238652229309,0.561730027198792,1.042,13506524211.0482,185841,4105,18.3748550415039,NA,0.23882618443359,4.693,NA,349,10,NA,8.75,NA,NA,54.104828008953596,34.7652014223855,16178162030.0694,9.27180601,20951639,70.02,29.98,7.5,NA,9.52752814960791,6,36.689,4.971,273600,22.9035087719298,NA,NA,76.5776279239766,15.5000891974549,20364508,75291,2925537327.15371
Burkina Faso,BFA,Sub-Saharan Africa,1,Low income,2018,3.5,-1.05928659439087,0.58202999830246,1.042,12692539489.6075,189545.336876033,3988,14.3999996185303,NA,0.229013065101703,4.69,NA,79,10,39.3458518981934,8.809,12.03,NA,NA,NA,15890065019.7634,8.5,20392723,70.642,29.358,7.6,NA,7.94945981788881,6,37.294,5.069,273600,23.0862573099415,NA,NA,74.5348062865497,15.2924120845571,19339109,76760,2552951442.94337
Burkina Faso,BFA,Sub-Saharan Africa,1,Low income,2017,3.5,-0.926977336406708,0.521220028400421,1.043,11773601855.2337,145049,3863,17.2140426635742,42.9355925055958,0.215317129211149,4.566,NA,NA,10,NA,9.113,NA,NA,NA,NA,14106956830.0857,7.79,19835858,71.257,28.743,7.7,1.25044051977478,5.19531440770793,6,37.898,5.162,273600,23.2690058479532,NA,NA,72.4994809941521,15.2607212259008,17946375,76000,2365287040.49666
Burkina Faso,BFA,Sub-Saharan Africa,1,Low income,2016,3.5,-0.86737585067749,0.512260019779205,1.043,11059919351.7753,144950,3861,16.641056060791,41.5372429103562,0.192135113707568,4.44,NA,NA,10,NA,9.313,NA,NA,NA,NA,12833363370.174,7.14,19275498,71.866,28.134,7.8,1.12086279620408,5.38717448245134,6,38.977,5.324,273600,23.4517543859649,NA,NA,70.4513815789474,14.1391533049498,15404040,75727,2086952947.64972
Burkina Faso,BFA,Sub-Saharan Africa,1,Low income,2015,3.5,-0.611107409000397,0.522719979286194,1.043,10197295033.0439,122590,3875,16.0769748687744,46.5621675758196,0.197686518001718,4.344,NA,NA,10,NA,9.634,11.83,NA,57.7732901972285,32.3012217024077,11832159275.603,6.55,18718019,72.47,27.53,8,0.646029930732339,6.14370466177535,6,40.088,5.478,273600,23.6345029239766,273918.351974,1599.295141703,68.4138121345029,13.2802007024398,14446897,75075,1886528970.9253
Burkina Faso,BFA,Sub-Saharan Africa,1,Low income,2014,3.5,-0.787128567695618,0.485900014638901,1.043,9661289783.10511,117420,3672,19.2000007629395,33.9690931656904,0.174833661184285,4.206,NA,NA,10,34.5993995666504,9.96,NA,NA,NA,NA,13943016923.9017,6,18169842,73.066,26.934,8,0.739223164024124,6.07969949235196,6,40.965,5.595,273600,23.8173245614035,NA,NA,66.4102412280702,13.6638275123408,12494391,124595,1687169435.92287
Burkina Faso,BFA,Sub-Saharan Africa,1,Low income,2013,3.5,-0.763390123844147,0.49261000752449,1.043,9359746811.07413,138996,3780,15.4056425094604,33.2872002087149,0.177575841974171,4.052,NA,NA,10,NA,10.309,NA,NA,NA,NA,13444301139.1384,5,17636408,73.654,26.346,8.3,0.708730048883044,4.89335470054897,6,41.71,5.697,273600,24.0001461988304,NA,NA,64.4605555555556,14.9486419589637,11240886,137421,1589283156.43956
Burundi,BDI,Sub-Saharan Africa,1,Low income,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burundi,BDI,Sub-Saharan Africa,1,Low income,2021,4,-1.36397981643677,0.77198314666748,1.025,NA,NA,NA,NA,NA,NA,1.132,NA,24,NA,74.7099990844727,7.474,NA,6.5,NA,NA,2779813489.02447,5.804921577,12551213,85.942,14.058,NA,NA,6.66412137678479,NA,34.842,5.078,NA,NA,NA,NA,NA,NA,7740494,15976,1099755946.71323
Burundi,BDI,Sub-Saharan Africa,1,Low income,2020,4,-1.53703701496124,0.705137073993683,1.024,2564547437.78051,NA,NA,11.7355556488037,NA,NA,1.03,NA,63,NA,NA,7.562,NA,NA,NA,NA,2649671998.86192,3.787954422,12220227,86.292,13.708,NA,NA,7.5582738821272,NA,35.603,5.177,25680,10.8894080996885,NA,NA,475.865537383178,NA,6631151,18300,1043667435.10992
Burundi,BDI,Sub-Saharan Africa,1,Low income,2019,4,-1.61515891551971,0.634057641029358,1.024,2358991977.78011,NA,NA,11.3565282821655,NA,0.0606930385071358,0.871,NA,16,NA,NA,7.352,NA,NA,51.1748058045556,36.7638905790271,2576518846.39,2.731443388,11874838,86.634,13.366,6.2,NA,9.75918837122214,2,36.323,5.271,25680,10.8894080996885,NA,NA,462.415809968847,NA,6532039,20936,875740647.495212
Burundi,BDI,Sub-Saharan Africa,1,Low income,2018,4,-1.57177233695984,0.607990026473999,1.024,2251241729.10752,NA,NA,10.8849086761475,NA,0.0596094896302875,1.017,NA,NA,NA,NA,7.648,7.19,NA,NA,NA,2660123597.70762,2.7,11493472,86.968,13.032,6.3,NA,8.26107202280561,2,37.011,5.38,25680,10.8894080996885,NA,NA,447.565109034268,NA,6317965,24810,808343266.997585
Burundi,BDI,Sub-Saharan Africa,1,Low income,2017,4,-2.00786924362183,0.526489973068237,1.024,2085109144.77142,NA,NA,9.30000019073486,38.8962679482295,0.0471279294610336,1.166,NA,NA,NA,68.3753280639648,7.772,NA,NA,NA,NA,2712324133.79776,2.660748535,11155593,87.294,12.706,6.4,NA,8.3122846259434109,2,38.124,5.481,25680,10.8894080996885,NA,NA,434.407827102804,NA,5920612,23409,757900752.429578
Burundi,BDI,Sub-Saharan Africa,1,Low income,2016,4,-1.97072076797485,0.489459991455078,1.024,2119616188.4038799,NA,NA,9.34840965270996,38.65322349306,0.0406894152582968,1.315,NA,NA,NA,NA,8.18,NA,NA,NA,NA,2639321161.41102,2.2,10903327,87.612,12.388,6.4,5.82391017787918,9.93676113147914,2,39.479,5.587,25680,10.8894080996885,NA,NA,424.584384735202,NA,5357816,19540,696462516.717641
Burundi,BDI,Sub-Saharan Africa,1,Low income,2015,4,-1.93951082229614,0.328480005264282,1.023,2227020038.99699,NA,NA,8.42765235900879,38.4308804776861,0.0374423844995893,1.477,NA,181,NA,NA,8.553,7.03,NA,54.4843023131018,33.59066288402,3104003611.42957,2,10727148,87.922,12.078,6.4,4.29750739443945,9.19944876192565,2,41.321,5.695,25680,10.8894080996885,24150.6268698,887.842343383,417.723831775701,NA,4997696,21774,695991591.822448
Burundi,BDI,Sub-Saharan Africa,1,Low income,2014,4,-0.784407138824463,0.444940000772476,1.023,1960883788.61722,NA,NA,7,39.3875586351983,0.0357811446364539,1.57,NA,60,NA,61.5134887695313,8.798,NA,NA,NA,NA,2705783272.07443,1.4,10494913,88.224,11.776,6.7,5.37403241808829,8.07471095475193,2,42.356,5.794,25680,10.2219626168224,NA,NA,408.680412772586,NA,3193257,21669,724036386.400204
Burundi,BDI,Sub-Saharan Africa,1,Low income,2013,4,-1.35027754306793,0.485040009021759,1.022,1881455316.66659,NA,NA,6.90000009536743,39.9710720374836,0.0380823752556387,1.576,64.8,NA,NA,NA,9.178,NA,NA,NA,NA,2451606684.31708,1.264218111,10149577,88.518,11.482,7,5.123365972623,7.13967793671893,2,43.402,5.889,25680,9.55451713395639,NA,NA,395.232749221184,NA,2536831,21253,710988205.367499
Cabo Verde,CPV,Sub-Saharan Africa,1,Lower middle income,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cabo Verde,CPV,Sub-Saharan Africa,1,Lower middle income,2021,4,0.902458488941193,NA,1.033,NA,76354.068,1625.248,NA,NA,NA,13.91,NA,NA,10,90.7799987792969,6.028,NA,2.1,NA,NA,1936174043.45293,69.76225648,587925,32.898,67.102,NA,NA,1.53009438794176,NA,16.951,1.896,NA,NA,NA,NA,NA,NA,590171,53586,429972630.569185
Cabo Verde,CPV,Sub-Saharan Africa,1,Lower middle income,2020,4,0.887429535388947,NA,1.033,1371277065.54025,226645.666,4248,94.1617431640625,NA,NA,14.878,NA,NA,10,NA,5.692,NA,NA,NA,NA,1703698676.69742,63.16119125,582640,33.348,66.652,NA,6.17877248386654,1.85636994691711,NA,17.158,1.908,4030,11.3449131513648,NA,NA,144.575682382134,NA,544729,57668,330527831.37135
Cabo Verde,CPV,Sub-Saharan Africa,1,Lower middle income,2019,4,0.87394255399704,NA,1.033,1638959020.63019,675482,10205,91.4000015258789,NA,1.1183127393723,12.207,NA,NA,10,NA,5.162,NA,NA,15.8291786031253,70.1204552332968,1981845740.70615,61.94339776,577030,33.805,66.195,12.9,5.718935134278,1.57116147866304,1,17.463,1.932,4030,11.2704714640199,NA,NA,143.183622828784,NA,595681,57511,327905476.108399
Cabo Verde,CPV,Sub-Saharan Africa,1,Lower middle income,2018,4,0.845823168754578,1.32814002037048,1.033,1548155080.48007,561944,9385,90.411750793457,NA,1.07247523643125,12.17,NA,NA,10,NA,5.275,5.6,NA,NA,NA,1966501117.61028,59.5,571202,34.268,65.732,13.4,5.42715661636043,1.76441138102457,1,17.821,1.964,4030,11.1960297766749,NA,NA,141.73746898263,NA,610328,62680,312852778.466085
Cabo Verde,CPV,Sub-Saharan Africa,1,Lower middle income,2017,4,0.774638414382935,1.33171999454498,1.033,1459479045.99712,336718,4868,88.6909637451172,34.778700101066804,1.04043869058366,12.24,NA,NA,10,NA,4.868,NA,NA,NA,NA,1769787215.42141,57.16214635,564954,34.739,65.261,14.2,6.72621133756023,1.68142726440988,1,19.006,2.091,4030,11.12158808933,NA,NA,140.187096774194,20.0867526837254,612259,64970,306231136.681739
Cabo Verde,CPV,Sub-Saharan Africa,1,Lower middle income,2016,4,0.886215627193451,1.33542001247406,1.033,1410472516.67881,565810,8745,87.5449295043945,33.3923307503611,0.977804202767222,12.002,NA,NA,10,NA,5.198,NA,NA,NA,NA,1663008687.09505,50.32281787,558394,35.216,64.784,14.4,11.1032612248151,2.06414456948656,1,19.289,2.123,4030,11.0471464019851,NA,NA,138.559305210918,18.6038176606685,601956,64724,284386569.704286
Cabo Verde,CPV,Sub-Saharan Africa,1,Lower middle income,2015,4,0.867810428142548,1.31614995002747,1.033,1341988711.40352,548908,7989,86.3578414916992,38.6336136590695,0.911682356392824,11.81,NA,NA,10,86.7902908325195,5.695,5.95,NA,18.1418956724714,65.7525173788183,1596800287.16405,42.68301416,552166,35.7,64.3,14.4,8.33082804808699,1.77750616146032,1,19.181,2.117,4030,10.9727047146402,4043.8548453514,59.554326767999,137.013895781638,18.7780857967901,611468,63584,301032525.806026
Cabo Verde,CPV,Sub-Saharan Africa,1,Lower middle income,2014,4.5,0.350779145956039,1.31665003299713,1.033,1300845293.68404,590304,7728,85.3079071044922,31.6210811139822,0.916172840410492,11.586,NA,NA,10,NA,5.401,NA,NA,NA,NA,1859898513.26858,40.26,546076,36.19,63.81,14.4,11.903105062299,1.77392634127692,1,19.539,2.17,4030,10.8982630272953,NA,NA,135.502729528536,17.0527583740425,613378,59621,290095792.578993
Cabo Verde,CPV,Sub-Saharan Africa,1,Lower middle income,2013,4.5,0.777999877929688,1.30956995487213,1.033,1303017336.50341,600000,8148,84.3393478393555,32.0858434168133,0.937141163833018,11.357,NA,NA,10,NA,5.472,NA,NA,NA,NA,1850470042.43281,37.5,539940,36.683,63.317,14.6,10.0011112345816,1.56693897164825,1,19.649,2.198,4030,10.8238213399504,NA,NA,133.980148883375,17.8393062484842,499458,66177,275861302.606748
Cambodia,KHM,East Asia & Pacific,1,Lower middle income,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cambodia,KHM,East Asia & Pacific,1,Lower middle income,2021,4,-0.132115364074707,1.03084290027618,1.052,NA,50217.459,390.662,NA,NA,NA,0.295,NA,NA,NA,83.9100036621094,6.838,NA,7.3,NA,NA,26961061119.7957,60.1524023,16589023,75.332,24.668,NA,NA,8.63647257529969,NA,19.334,2.344,NA,NA,NA,NA,NA,16.364933301101,19899790,40296,1747376085.7615
Cambodia,KHM,East Asia & Pacific,1,Lower middle income,2020,4,-0.233859464526176,1.1481226682663,1.052,20815072609.5435,609564.382,5639.574,86.4000015258789,NA,NA,0.298,NA,NA,NA,NA,6.228,NA,NA,NA,NA,25872798012.1938,53.65076745,16396860,75.768,24.232,NA,NA,9.25719086488321,NA,19.849,2.381,176520,45.7079651031045,NA,NA,92.8895309313392,17.8851727760437,21086791,55603,1424407990.75141
Cambodia,KHM,East Asia & Pacific,1,Lower middle income,2019,4,-0.0894938632845879,1.24606680870056,1.052,21373754228.1406,1429503.73046387,14850,84,NA,0.998127685367231,0.146,NA,NA,NA,NA,5.947,NA,NA,23.0343168225405,67.7209576492285,27089389786.979,52.30587822,16207746,76.195,23.805,4.9,NA,9.22248470837309,10,20.28,2.402,176520,46.589961477453,NA,NA,91.8181849082257,19.7320552255634,21418681,56445,1261054407.64539
Cambodia,KHM,East Asia & Pacific,1,Lower middle income,2018,4,0.103041842579842,1.01684880256653,1.052,19469793108.4483,1411059,14387,81.0756530761719,NA,0.909690077613824,0.142,NA,NA,NA,NA,5.874,6.64,NA,NA,NA,24571753583.4922,NA,16025238,76.612,23.388,4.9,NA,9.58282891916081,10,20.805,2.435,176520,47.4719578518015,NA,NA,90.7842624065262,17.0520845477052,19417123,88157,1180896529.32001
Cambodia,KHM,East Asia & Pacific,1,Lower middle income,2017,4,0.0912219732999802,0.969797194004059,1.052,17632929398.5786,1305297,14372,89.0699996948242,25.6142918675755,0.801380154710891,0.14,NA,NA,NA,NA,5.775,NA,NA,NA,NA,22177200511.5811,32.90027854,15830689,77.02,22.98,5,NA,9.24746905628452,10,21.348,2.473,176520,48.35395422615,NA,NA,89.6821266711987,15.7887189326961,18572973,132911,1096821351.22064
Cambodia,KHM,East Asia & Pacific,1,Lower middle income,2016,4,0.211037829518318,NA,1.052,16447033830.4429,1047394,11933,69.5443115234375,25.2028747836286,0.708268456939398,0.72,NA,NA,NA,NA,5.779,NA,NA,NA,NA,20016747754.0192,32.39845171,15624584,77.418,22.582,5.1,NA,9.04379501715705,10,21.864,2.512,176520,49.2359506004985,NA,NA,88.5145252662588,14.8258905524274,19915503,227261,1029537620.53609
Cambodia,KHM,East Asia & Pacific,1,Lower middle income,2015,4,0.0619422867894173,0.82081001996994,1.051,15283173041.1277,1103880,12983,64.9104232788086,26.7692385369949,0.546949078655501,0.39,NA,NA,NA,80.5264892578125,5.81,6.37,NA,27.0779240465477,63.8302577255094,18049954289.4229,18,15417523,77.812,22.188,5.1,NA,8.88738272491132,10,22.343,2.55,176520,50.117946974847,176180.67894463,1838.75313177294,87.3415080444142,14.5828781049436,20850543,256387,974332893.122734
Cambodia,KHM,East Asia & Pacific,1,Lower middle income,2014,4,0.0231748018413782,NA,1.051,14405010566.0359,1071179,14732,56.0999984741211,28.5833662816226,0.456727603783544,0.69,NA,NA,NA,78.0550918579102,5.756,NA,NA,NA,NA,16702610842.4025,14,15210817,78.201,21.799,5.1,NA,7.66288490825427,10,22.775,2.589,176520,52.0921255381826,NA,NA,86.1705019261274,14.6266308888619,20451982,361056,933390976.696897
