Id,Target,v2a1,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,escolari,rez_esc,hhsize,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisoother,pisonatur,pisonotiene,pisomadera,techozinc,techoentrepiso,techocane,techootro,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,planpri,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu5,elimbasu6,epared1,epared2,epared3,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,dis,male,female,estadocivil1,estadocivil2,estadocivil3,estadocivil4,estadocivil5,estadocivil6,estadocivil7,parentesco1,parentesco2,parentesco3,parentesco4,parentesco5,parentesco6,parentesco7,parentesco8,parentesco9,parentesco10,parentesco11,parentesco12,idhogar,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,edjefe,edjefa,meaneduc,instlevel1,instlevel2,instlevel3,instlevel4,instlevel5,instlevel6,instlevel7,instlevel8,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,area1,area2,age
ID_c39c44fcb,4,132000,0,8,0,1,1,1,1,0,3,3,0,3,3,0,6,6,6,6,10,,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4421b9e71,3,3,1,6,2,10,no,9.333333,0,0,0,1,0,0,0,0,0,5,1.2,0,1,0,0,0,0,0,1,5,1,0,0,0,0,0,1,0,66
ID_12c18bb79,4,132000,0,8,0,1,1,1,1,0,3,3,0,3,3,0,6,6,6,6,10,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4421b9e71,3,3,1,6,2,10,no,9.333333,0,0,0,1,0,0,0,0,0,5,1.2,0,1,0,0,0,0,0,1,5,1,0,0,0,0,0,1,0,17
ID_a0cde8cf9,4,132000,0,8,0,1,1,1,1,0,3,3,0,3,3,0,6,6,6,6,7,,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4421b9e71,3,3,1,6,2,10,no,9.333333,0,0,0,1,0,0,0,0,0,5,1.2,0,1,0,0,0,0,0,1,5,1,0,0,0,0,0,1,0,52
ID_13c9eef32,4,132000,0,8,0,1,1,1,1,0,3,3,0,3,3,0,6,6,6,6,11,,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4421b9e71,3,3,1,6,2,10,no,9.333333,0,0,0,0,1,0,0,0,0,5,1.2,0,1,0,0,0,0,0,1,5,1,0,0,0,0,0,1,0,34
ID_8e7d0b672,4,70000,0,4,0,1,1,0,,1,1,2,1,1,2,2,2,4,4,4,11,,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,263c56deb,2,2,0,4,yes,11,no,11.5,0,0,0,0,1,0,0,0,0,2,2,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,27
ID_d9c51a073,4,70000,0,4,0,1,1,0,,1,1,2,1,1,2,2,2,4,4,4,12,,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,263c56deb,2,2,0,4,yes,11,no,11.5,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,26
ID_f6b90fa39,4,70000,0,4,0,1,1,0,,1,1,2,1,1,2,2,2,4,4,4,0,,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,263c56deb,2,2,0,4,yes,11,no,11.5,1,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0
ID_d1e2ba86c,4,70000,0,4,0,1,1,0,,1,1,2,1,1,2,2,2,4,4,4,0,,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,263c56deb,2,2,0,4,yes,11,no,11.5,1,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,3
ID_237c1e97e,4,,0,4,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,11,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,84705aa3b,0,1,0,1,no,no,11,11,0,0,0,0,1,0,0,0,0,2,0.5,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,24
ID_f19b5f747,4,,0,6,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,14,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,695ee4f02,0,1,1,1,8,14,no,14,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,67
ID_9762493ea,4,,0,4,0,1,1,0,,0,0,0,0,1,1,0,1,1,1,1,3,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,ea072e427,0,1,1,1,8,no,3,3,0,1,0,0,0,0,0,0,0,2,0.5,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,74
ID_986145f44,4,,0,5,0,1,1,1,1,0,2,2,0,2,2,0,4,4,4,4,14,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,fb4e4bed6,0,4,0,4,no,14,no,12.75,0,0,0,0,0,0,0,1,0,3,1.3333334,1,0,0,0,0,1,0,1,4,1,0,0,0,0,0,1,0,57
ID_2abbf661a,4,,0,5,0,1,1,1,1,0,2,2,0,2,2,0,4,4,4,4,11,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,fb4e4bed6,0,4,0,4,no,14,no,12.75,0,0,0,0,1,0,0,0,0,3,1.3333334,1,0,0,0,0,1,0,1,4,1,0,0,0,0,0,1,0,29
ID_7a1bcee7c,4,,0,5,0,1,1,1,1,0,2,2,0,2,2,0,4,4,4,4,11,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,fb4e4bed6,0,4,0,4,no,14,no,12.75,0,0,0,0,1,0,0,0,0,3,1.3333334,1,0,0,0,0,1,0,1,4,1,0,0,0,0,0,1,0,53
ID_a3af59e90,4,,0,5,0,1,1,1,1,0,2,2,0,2,2,0,4,4,4,4,15,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,fb4e4bed6,0,4,0,4,no,14,no,12.75,0,0,0,0,0,0,0,1,0,3,1.3333334,1,0,0,0,0,1,0,1,4,1,0,0,0,0,0,1,0,26
ID_06762bf7b,4,470000,0,5,0,1,1,0,,0,1,1,0,1,1,0,2,2,2,2,15,,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,74a2caa0f,0,2,0,2,no,no,15,14,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,63
ID_6bcca5c50,4,470000,0,5,0,1,1,0,,0,1,1,0,1,1,0,2,2,2,2,13,,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74a2caa0f,0,2,0,2,no,no,15,14,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,63
ID_79dcd7ee2,4,,0,4,0,1,1,0,,0,1,1,0,1,1,0,2,2,2,2,9,,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,915b94685,0,2,1,2,yes,9,no,9,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,65
ID_b5fb0ff78,4,,0,4,0,1,1,0,,0,1,1,0,1,1,0,2,2,2,2,9,,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,915b94685,0,2,1,2,yes,9,no,9,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,64
ID_303108a1c,2,,0,6,0,1,1,0,,0,0,0,0,1,1,0,1,1,1,1,11,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,64a069f16,0,1,1,1,8,no,11,11,0,0,0,0,1,0,0,0,0,3,0.33333334,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,74
ID_3263e4a1a,4,,0,7,0,1,1,0,,0,1,1,0,1,1,0,2,2,2,2,15,,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,cde033173,0,2,2,2,8,15,no,15,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,83
ID_149fdf91d,4,,0,7,0,1,1,0,,0,1,1,0,1,1,0,2,2,2,2,15,,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,cde033173,0,2,2,2,8,15,no,15,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,85
ID_214a9aee8,4,,0,5,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,15,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,e52314a8c,0,1,0,1,no,no,15,15,0,0,0,0,0,0,0,1,0,2,0.5,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,45
ID_dec6bd3dd,1,,0,7,0,1,1,0,,2,1,3,0,2,2,2,3,5,5,5,11,,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,b6b9d2b71,2,3,2,5,4,no,11,7.6666665,0,0,0,0,1,0,0,0,0,4,1.25,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,84
ID_11f9823eb,1,,0,7,0,1,1,0,,2,1,3,0,2,2,2,3,5,5,5,6,,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,b6b9d2b71,2,3,2,5,4,no,11,7.6666665,0,0,1,0,0,0,0,0,0,4,1.25,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,74
ID_08bc38f42,1,,0,7,0,1,1,0,,2,1,3,0,2,2,2,3,5,5,5,0,,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,b6b9d2b71,2,3,2,5,4,no,11,7.6666665,1,0,0,0,0,0,0,0,0,4,1.25,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,6
ID_d117fdf24,1,,0,7,0,1,1,0,,2,1,3,0,2,2,2,3,5,5,5,6,,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,b6b9d2b71,2,3,2,5,4,no,11,7.6666665,0,0,1,0,0,0,0,0,0,4,1.25,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,34
ID_6eb811375,1,,0,7,0,1,1,0,,2,1,3,0,2,2,2,3,5,5,5,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,b6b9d2b71,2,3,2,5,4,no,11,7.6666665,0,1,0,0,0,0,0,0,0,4,1.25,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,8
ID_723f16476,2,,0,5,0,1,1,1,1,0,3,3,0,1,1,0,4,4,4,4,8,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0fdac824f,1,3,0,4,0.33333334,2,no,7,0,0,0,1,0,0,0,0,0,3,1.3333334,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,1,0,17
ID_345e99efb,2,,0,5,0,1,1,1,1,0,3,3,0,1,1,0,4,4,4,4,11,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0fdac824f,1,3,0,4,0.33333334,2,no,7,0,0,0,0,1,0,0,0,0,3,1.3333334,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,1,0,26
ID_904caa44f,2,,0,5,0,1,1,1,1,0,3,3,0,1,1,0,4,4,4,4,8,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0fdac824f,1,3,0,4,0.33333334,2,no,7,0,0,0,1,0,0,0,0,0,3,1.3333334,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,1,0,53
ID_56c422b6c,2,,0,5,0,1,1,1,1,0,3,3,0,1,1,0,4,4,4,4,2,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0fdac824f,1,3,0,4,0.33333334,2,no,7,0,1,0,0,0,0,0,0,0,3,1.3333334,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,1,0,55
ID_37f4b4c44,4,,0,9,0,1,1,0,,1,2,3,0,1,1,1,3,4,4,4,0,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,a8208be8a,1,3,0,4,0.33333334,10,no,10.333333,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,5
ID_3d05b0eea,4,,0,9,0,1,1,0,,1,2,3,0,1,1,1,3,4,4,4,10,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,a8208be8a,1,3,0,4,0.33333334,10,no,10.333333,0,0,0,1,0,0,0,0,0,4,1,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,22
ID_6069a96c3,4,,0,9,0,1,1,0,,1,2,3,0,1,1,1,3,4,4,4,11,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,a8208be8a,1,3,0,4,0.33333334,10,no,10.333333,0,0,0,0,1,0,0,0,0,4,1,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,32
ID_5ddc2d5da,4,,0,9,0,1,1,0,,1,2,3,0,1,1,1,3,4,4,4,10,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,a8208be8a,1,3,0,4,0.33333334,10,no,10.333333,0,0,0,1,0,0,0,0,0,4,1,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,56
ID_fb35d9d3d,4,300000,0,6,0,1,1,0,,0,2,2,0,0,0,0,2,2,2,2,11,,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,e7daacb59,1,1,0,2,yes,11,no,22,0,0,0,0,1,0,0,0,0,3,0.66666669,0,0,1,0,0,1,0,1,2,1,0,0,0,0,0,1,0,19
ID_4776588fc,4,300000,0,6,0,1,1,0,,0,2,2,0,0,0,0,2,2,2,2,11,,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,e7daacb59,1,1,0,2,yes,11,no,22,0,0,0,0,1,0,0,0,0,3,0.66666669,0,0,1,0,0,1,0,1,2,1,0,0,0,0,0,1,0,23
ID_87f7556db,1,,0,5,0,1,1,0,,0,1,1,0,0,0,0,1,1,1,1,11,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,87dfa584d,0,1,0,1,no,11,no,11,0,0,0,0,1,0,0,0,0,2,0.5,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,38
ID_754585a47,4,100000,0,6,0,1,1,1,1,2,1,3,0,1,1,2,2,4,4,4,15,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,77dbfbcce,2,2,0,4,yes,15,no,14.5,0,0,0,0,0,0,0,1,0,3,1.3333334,0,1,0,0,0,1,1,1,2,1,0,0,0,0,0,1,0,42
ID_51463e518,4,100000,0,6,0,1,1,1,1,2,1,3,0,1,1,2,2,4,4,4,4,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,77dbfbcce,2,2,0,4,yes,15,no,14.5,0,1,0,0,0,0,0,0,0,3,1.3333334,0,1,0,0,0,1,1,1,2,1,0,0,0,0,0,1,0,10
ID_b7c73203c,4,100000,0,6,0,1,1,1,1,2,1,3,0,1,1,2,2,4,4,4,14,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,77dbfbcce,2,2,0,4,yes,15,no,14.5,0,0,0,0,0,0,0,1,0,3,1.3333334,0,1,0,0,0,1,1,1,2,1,0,0,0,0,0,1,0,39
ID_e7d567ef8,4,100000,0,6,0,1,1,1,1,2,1,3,0,1,1,2,2,4,4,4,0,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,77dbfbcce,2,2,0,4,yes,15,no,14.5,1,0,0,0,0,0,0,0,0,3,1.3333334,0,1,0,0,0,1,1,1,2,1,0,0,0,0,0,1,0,3
ID_dcc9511f1,3,,0,5,0,1,1,0,,0,2,2,0,1,1,0,3,3,3,3,6,,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3858e7fe4,0,3,2,3,2,no,no,2,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,57
ID_e9b3a237c,3,,0,5,0,1,1,0,,0,2,2,0,1,1,0,3,3,3,3,0,,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3858e7fe4,0,3,2,3,2,no,no,2,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,85
ID_0cdea3699,3,,0,5,0,1,1,0,,0,2,2,0,1,1,0,3,3,3,3,0,,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3858e7fe4,0,3,2,3,2,no,no,2,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,83
