"id","time","cohort","frequency_black","frequency_hispanic","frequency_asian","frequency_gay","frequency_trans","respect","centrality","yearsworked","rank","race_white","race_black","gender_d","education_ba","attendance","facilduo_gender","facilduo_race","facilduo_le","facilduo_relatedle","facilduo_relatedle_nole","knowledge","theories","strategy","biasworry","strat_know","strat_efficacy","strat_mot","strat","race","education","substitution","perspective","exposure","individuation","mindful","knowledge_bias","knowledge_race","knowledge_culture","theories1","theories2","biasworry_black","biasworry_asian","biasworry_hispanic","biasworry_lgb","biasworry_trans","biasworry_white","centrality1","centrality2","centrality3","respect1","respect2","respect3","respect4"
"s5946",1,2,5,2,1,2,2,6,7,11,0,1,0,1,0,43,"mm","bw",0,1,1,2,4.5,0,1.2,NA,NA,NA,NA,1,2,0,0,0,0,0,1,1,4,4,5,1,1,1,1,2,1,7,7,7,6,6,6,6
"s5946",2,2,5,2,1,2,2,6,7,11,0,1,0,1,0,43,"mm","bw",0,1,1,4,3.5,0.8,1,4,3,4,3.66666666666667,1,2,0,1,1,1,1,5,3,4,3,4,1,1,1,1,1,1,7,7,7,6,6,6,6
"s5946",3,2,5,2,1,2,2,6,7,11,0,1,0,1,0,43,"mm","bw",0,1,1,3.66666666666667,4.5,0.4,1,3,3,3,3,1,2,1,1,0,0,0,4,3,4,4,5,1,1,1,1,1,NA,7,7,7,6,6,6,6
"s4447",1,2,2,2,2,2,2,1,4,14,0,1,0,1,1,35,"mm","bw",0,1,1,1,7,0,1,NA,NA,NA,NA,1,5,0,0,0,0,0,1,1,1,7,7,1,1,1,1,1,1,4,4,4,1,1,1,1
"s4447",2,2,2,2,2,2,2,1,4,14,0,1,0,1,1,35,"mm","bw",0,1,1,1,7,3,1,5,5,5,5,1,5,3,3,3,3,3,1,1,1,7,7,1,1,1,1,1,1,4,4,4,1,1,1,1
"s4447",3,2,2,2,2,2,2,1,4,14,0,1,0,1,1,35,"mm","bw",0,1,1,1,7,0.2,1,5,5,5,5,1,5,0,0,1,0,0,1,1,1,7,7,1,1,1,1,1,NA,4,4,4,1,1,1,1
"s5578",1,2,3,2,0,1,1,3,2.33333333333333,25,0,0,1,0,1,52,"mf","bw",0,0,0,2.66666666666667,5,0.6,1.4,NA,NA,NA,NA,2,5,0,0,0,0,3,3,3,2,5,5,1,1,1,2,2,1,3,3,1,1,4,4,3
"s5578",2,2,3,2,0,1,1,3,2.33333333333333,25,0,0,1,0,1,52,"mf","bw",0,0,0,2.66666666666667,3.5,0.8,1.2,5,5,4,4.66666666666667,2,5,0,2,0,0,2,2,5,1,5,2,2,1,1,1,1,1,3,3,1,1,4,4,3
"s5578",3,2,3,2,0,1,1,3,2.33333333333333,25,0,0,1,0,1,52,"mf","bw",0,0,0,3.66666666666667,5,1,1.6,5,4,3,4,2,5,1,2,0,0,2,3,3,5,6,4,1,1,1,1,4,NA,3,3,1,1,4,4,3
"s4013",1,2,4,4,3,3,3,5.25,5.66666666666667,27,1,NA,NA,NA,1,49,"ff","bw",1,1,0,1,7,0.4,1,NA,NA,NA,NA,NA,5,0,1,0,0,1,1,1,1,7,7,1,1,1,1,1,1,6,7,4,5,6,6,4
"s4013",2,2,4,4,3,3,3,5.25,5.66666666666667,27,1,NA,NA,NA,1,49,"ff","bw",1,1,0,2,6,2,1,5,3,3,3.66666666666667,NA,5,0,2,2,0,6,4,1,1,6,6,1,1,1,1,1,1,6,7,4,5,6,6,4
"s4013",3,2,4,4,3,3,3,5.25,5.66666666666667,27,1,NA,NA,NA,1,49,"ff","bw",1,1,0,1,7,2.6,1,5,5,3,4.33333333333333,NA,5,0,6,2,2,3,1,1,1,7,7,1,1,1,1,1,NA,6,7,4,5,6,6,4
"s4295",1,2,4,4,2,3,3,3.5,5,24,1,1,0,1,1,51,"mf","bw",0,0,0,2,6.5,1.8,3.2,NA,NA,NA,NA,1,6,0,0,1,4,4,4,1,1,7,6,3,2,2,4,5,1,5,5,5,4,4,4,2
"s4295",2,2,4,4,2,3,3,3.5,5,24,1,1,0,1,1,51,"mf","bw",0,0,0,4.66666666666667,4,3,5,4,4,4,4,1,6,3,3,3,3,3,4,5,5,7,1,5,5,5,5,5,4,5,5,5,4,4,4,2
"s4295",3,2,4,4,2,3,3,3.5,5,24,1,1,0,1,1,51,"mf","bw",0,0,0,4.33333333333333,5.5,0,2.6,4,3,4,3.66666666666667,1,6,0,0,0,0,0,6,3,4,6,5,5,2,2,2,2,NA,5,5,5,4,4,4,2
"s5550",1,2,5,5,4,3,3,5.25,5.33333333333333,18,0,0,1,0,1,31,"mm","bw",0,1,1,4,6.5,4.6,1.4,NA,NA,NA,NA,2,5,3,6,4,4,6,5,2,5,6,7,1,1,1,2,2,1,6,5,5,5,6,5,5
"s5550",2,2,5,5,4,3,3,5.25,5.33333333333333,18,0,0,1,0,1,31,"mm","bw",0,1,1,6.33333333333333,7,4.8,4.2,5,5,5,5,2,5,2,6,4,6,6,7,6,6,7,7,6,2,2,6,5,6,6,5,5,5,6,5,5
"s5550",3,2,5,5,4,3,3,5.25,5.33333333333333,18,0,0,1,0,1,31,"mm","bw",0,1,1,5.33333333333333,7,1.4,1.8,5,5,5,5,2,5,0,5,0,1,1,6,5,5,7,7,1,1,1,3,3,NA,6,5,5,5,6,5,5
"s4152",1,2,4,4,1,1,1,2.5,1.33333333333333,28,0,0,0,1,1,50,"mf","bw",0,1,1,2,6.5,0,1,NA,NA,NA,NA,3,5,0,0,0,0,0,4,1,1,7,6,1,1,1,1,1,1,1,2,1,2,3,2,3
"s4152",2,2,4,4,1,1,1,2.5,1.33333333333333,28,0,0,0,1,1,50,"mf","bw",0,1,1,2,5.5,6,1,5,5,5,5,3,5,6,6,6,6,6,4,1,1,5,6,1,1,1,1,1,1,1,2,1,2,3,2,3
"s4152",3,2,4,4,1,1,1,2.5,1.33333333333333,28,0,0,0,1,1,50,"mf","bw",0,1,1,3.66666666666667,6,4.8,1,4,4,4,4,3,5,6,6,0,6,6,5,3,3,6,6,1,1,1,1,1,NA,1,2,1,2,3,2,3
"s5486",1,2,4,4,4,2,1,6,4.66666666666667,27,1,1,0,1,1,49,"mm","bw",0,1,1,2.66666666666667,3.5,3.2,2,NA,NA,NA,NA,1,5,3,3,3,4,3,4,2,2,4,3,2,2,2,2,2,2,4,5,5,6,6,6,6
"s5486",2,2,4,4,4,2,1,6,4.66666666666667,27,1,1,0,1,1,49,"mm","bw",0,1,1,2.66666666666667,5.5,3,3.6,4,4,4,4,1,5,3,3,3,3,3,2,3,3,6,5,4,4,3,4,3,4,4,5,5,6,6,6,6
"s5486",3,2,4,4,4,2,1,6,4.66666666666667,27,1,1,0,1,1,49,"mm","bw",0,1,1,3,6,1.2,1,3,2,3,2.66666666666667,1,5,1,1,0,2,2,3,2,4,6,6,1,1,1,1,1,NA,4,5,5,6,6,6,6
"s4278",1,2,5,5,3,4,4,3.75,2,3,0,1,0,NA,1,54,"mf","bw",0,0,0,6.66666666666667,6.5,2.4,6,NA,NA,NA,NA,1,5,2,4,2,3,1,6,7,7,6,7,6,6,6,6,6,6,2,1,3,1,6,6,2
"s4278",2,2,5,5,3,4,4,3.75,2,3,0,1,0,NA,1,54,"mf","bw",0,0,0,1,4.5,1,5.4,4,4,4,4,1,5,1,2,0,1,1,1,1,1,3,6,7,6,6,4,4,7,2,1,3,1,6,6,2
"s4278",3,2,5,5,3,4,4,3.75,2,3,0,1,0,NA,1,54,"mf","bw",0,0,0,7,4.5,0.8,5.2,4,3,3,3.33333333333333,1,5,0,2,2,0,0,7,7,7,3,6,6,6,6,4,4,NA,2,1,3,1,6,6,2
"s5836",1,2,5,5,0,4,3,5.75,2.66666666666667,2,0,1,0,1,1,53,"mm","bw",0,1,1,2,6,2.6,2,NA,NA,NA,NA,1,5,0,4,0,4,5,2,2,2,6,6,2,2,2,2,2,2,2,4,2,6,6,5,6
"s5836",2,2,5,5,0,4,3,5.75,2.66666666666667,2,0,1,0,1,1,53,"mm","bw",0,1,1,3,4.5,2,1,3,3,3,3,1,5,2,2,2,2,2,4,3,2,5,4,1,1,1,1,1,1,2,4,2,6,6,5,6
"s5836",3,2,5,5,0,4,3,5.75,2.66666666666667,2,0,1,0,1,1,53,"mm","bw",0,1,1,4.66666666666667,5,0.4,1,2,2,2,2,1,5,0,1,0,0,1,4,5,5,5,5,1,1,1,1,1,NA,2,4,2,6,6,5,6
"s4810",1,2,5,5,2,5,3,7,1,23,1,0,1,0,1,49,"mm","bw",0,1,1,4,5.5,4.4,4,NA,NA,NA,NA,2,5,0,6,6,5,5,5,2,5,5,6,4,4,4,4,4,4,1,1,1,7,7,7,7
"s4810",2,2,5,5,2,5,3,7,1,23,1,0,1,0,1,49,"mm","bw",0,1,1,2.66666666666667,6,5,1,5,5,5,5,2,5,6,6,1,6,6,1,2,5,6,6,1,1,1,1,1,1,1,1,1,7,7,7,7
"s4810",3,2,5,5,2,5,3,7,1,23,1,0,1,0,1,49,"mm","bw",0,1,1,6,4,3,2,5,5,5,5,2,5,3,3,3,3,3,6,6,6,2,6,2,2,2,2,2,NA,1,1,1,7,7,7,7
"s5410",1,2,4,4,4,2,2,3.75,5.66666666666667,28,0,1,0,1,0,33,"mm","bw",0,1,1,1,7,2.6,1,NA,NA,NA,NA,1,4,3,4,0,3,3,1,1,1,7,7,1,1,1,1,1,1,4,6,7,5,5,4,1
"s5410",2,2,4,4,4,2,2,3.75,5.66666666666667,28,0,1,0,1,0,33,"mm","bw",0,1,1,1,7,2.2,1,3,3,2,2.66666666666667,1,4,4,4,0,0,3,1,1,1,7,7,1,1,1,1,1,1,4,6,7,5,5,4,1
"s5410",3,2,4,4,4,2,2,3.75,5.66666666666667,28,0,1,0,1,0,33,"mm","bw",0,1,1,1.33333333333333,7,2.6,1,3,4,4,3.66666666666667,1,4,3,4,0,3,3,2,1,1,7,7,1,1,1,1,1,NA,4,6,7,5,5,4,1
"s4031",1,2,4,4,4,3,2,5.5,7,14,0,1,0,1,1,31,"mm","bw",0,1,1,3.66666666666667,3,4.8,1,NA,NA,NA,NA,1,5,0,6,6,6,6,5,5,1,3,3,1,1,1,1,1,1,7,7,7,5,6,5,6
"s4031",2,2,4,4,4,3,2,5.5,7,14,0,1,0,1,1,31,"mm","bw",0,1,1,4,3,2.8,1,5,4,4,4.33333333333333,1,5,1,6,3,2,2,5,4,3,3,3,1,1,1,1,1,1,7,7,7,5,6,5,6
"s4031",3,2,4,4,4,3,2,5.5,7,14,0,1,0,1,1,31,"mm","bw",0,1,1,5,5,1.4,1,5,5,4,4.66666666666667,1,5,1,2,0,3,1,5,5,5,5,5,1,1,1,1,1,NA,7,7,7,5,6,5,6
"s5386",1,2,5,5,5,3,1,7,6.33333333333333,30,1,0,1,1,1,52,"mf","bw",0,1,1,5.33333333333333,7,1.2,1,NA,NA,NA,NA,2,6,0,1,1,0,4,5,6,5,7,7,1,1,1,1,1,1,6,6,7,7,7,7,7
"s5386",2,2,5,5,5,3,1,7,6.33333333333333,30,1,0,1,1,1,52,"mf","bw",0,1,1,6.66666666666667,4.5,5,2.6,5,5,5,5,2,6,6,4,3,6,6,7,7,6,2,7,5,1,5,1,1,7,6,6,7,7,7,7,7
"s5386",3,2,5,5,5,3,1,7,6.33333333333333,30,1,0,1,1,1,52,"mf","bw",0,1,1,3.66666666666667,4.5,1.6,1,4,5,5,4.66666666666667,2,6,2,0,0,2,4,6,4,1,2,7,1,1,1,1,1,NA,6,6,7,7,7,7,7
"s5898",1,2,5,5,1,1,0,5,4.66666666666667,3,0,1,0,1,1,43,"mm","bw",0,1,1,4,5,1.2,3,NA,NA,NA,NA,1,5,0,0,0,0,6,4,4,4,5,5,3,3,3,3,3,3,5,4,5,6,6,4,4
"s5898",2,2,5,5,1,1,0,5,4.66666666666667,3,0,1,0,1,1,43,"mm","bw",0,1,1,4.33333333333333,4,0,2.6,4,5,4,4.33333333333333,1,5,0,0,0,0,0,5,4,4,3,5,3,3,3,2,2,2,5,4,5,6,6,4,4
"s5898",3,2,5,5,1,1,0,5,4.66666666666667,3,0,1,0,1,1,43,"mm","bw",0,1,1,4.66666666666667,3,0,2.6,3,2,2,2.33333333333333,1,5,0,0,0,0,0,4,5,5,3,3,3,3,3,2,2,NA,5,4,5,6,6,4,4
"s4490",1,2,5,5,4,4,4,6.75,5,20,0,NA,NA,1,1,35,"mf","bw",0,1,1,6.66666666666667,4.5,1.8,2.2,NA,NA,NA,NA,NA,6,0,0,0,3,6,7,6,7,3,6,1,1,1,4,4,1,5,5,5,6,7,7,7
"s4490",2,2,5,5,4,4,4,6.75,5,20,0,NA,NA,1,1,35,"mf","bw",0,1,1,4,3.5,2.2,4,3,3,3,3,NA,6,0,4,1,3,3,4,4,4,4,3,4,4,4,4,4,4,5,5,5,6,7,7,7
"s4490",3,2,5,5,4,4,4,6.75,5,20,0,NA,NA,1,1,35,"mf","bw",0,1,1,4,4,0.8,4,3,2,3,2.66666666666667,NA,6,0,1,0,1,2,4,4,4,4,4,4,4,4,4,4,NA,5,5,5,6,7,7,7
"s5025",1,2,5,4,1,1,2,5.75,6.33333333333333,34,0,0,1,1,1,56,"mf","bw",0,1,1,2,3,1.6,1,NA,NA,NA,NA,2,5,0,4,4,0,0,4,1,1,3,3,1,1,1,1,1,1,7,6,6,5,6,6,6
"s5025",2,2,5,4,1,1,2,5.75,6.33333333333333,34,0,0,1,1,1,56,"mf","bw",0,1,1,5,4,0,7,3,3,3,3,2,5,0,0,0,0,0,4,4,7,4,4,7,7,7,7,7,4,7,6,6,5,6,6,6
"s5025",3,2,5,4,1,1,2,5.75,6.33333333333333,34,0,0,1,1,1,56,"mf","bw",0,1,1,4,4,0,1.6,3,2,3,2.66666666666667,2,5,0,0,0,0,0,4,4,4,4,4,2,1,1,1,3,NA,7,6,6,5,6,6,6
"s6269",1,2,3,3,3,3,3,4,4,10,NA,NA,NA,NA,NA,50,"mf","bw",0,1,1,4,4,3,4,NA,NA,NA,NA,NA,NA,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"s6269",2,2,3,3,3,3,3,4,4,10,NA,NA,NA,NA,NA,50,"mf","bw",0,1,1,5.66666666666667,6,6,6,5,5,5,5,NA,NA,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4
"s6269",3,2,3,3,3,3,3,4,4,10,NA,NA,NA,NA,NA,50,"mf","bw",0,1,1,6,4,4,5,5,5,5,5,NA,NA,3,6,3,2,6,7,5,6,3,5,5,5,5,5,5,NA,4,4,4,4,4,4,4
"s3989",1,2,5,5,3,3,2,4.5,4.33333333333333,27,1,1,0,1,0,30,NA,NA,0,0,0,2.33333333333333,4,3.2,1,4,3,3,NA,1,4,3,3,3,3,4,5,1,1,4,4,1,1,1,1,1,1,3,5,5,4,4,5,5
"s3989",3,2,5,5,3,3,2,4.5,4.33333333333333,27,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,2.33333333333333,5,1.8,1,4,3,3,4,1,4,6,6,6,6,6,5,5,5,7,7,4,4,4,4,4,4,3,5,5,4,4,5,5
"s4062",1,2,5,5,5,5,1,5.5,6,4,0,0,1,0,1,37,"ff","bw",1,1,0,3.66666666666667,3,1.4,4,5,5,5,3.33333333333333,1,4,0,0,2,1,6,3,2,2,5,5,1,1,1,1,1,NA,3,5,5,4,4,5,5
"s4062",3,2,5,5,5,5,1,5.5,6,4,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,5,2,0.8,5,5,5,5,NA,2,5,1,1,2,1,2,4,4,3,3,3,4,4,4,4,4,4,6,6,6,5,6,6,5
"s4076",1,2,5,5,4,5,5,5.5,5,31,0,1,0,0,0,49,"mf","bw",0,1,1,1,7,2,1,3,1,1,5,2,5,3,3,3,3,3,5,5,5,2,3,5,5,5,5,5,5,6,6,6,5,6,6,5
"s4076",3,2,5,5,4,5,5,5.5,5,31,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,7,0,1,3,1,1,5,2,5,1,1,0,1,1,5,5,5,2,2,5,5,5,5,5,NA,6,6,6,5,6,6,5
"s4185",1,2,4,4,3,3,3,6.5,4.33333333333333,28,1,0,0,0,1,11,"ff","bw",1,1,0,2,6,2.2,1,4,4,3,NA,1,3,0,4,0,6,0,1,1,1,7,7,1,1,1,1,1,1,1,7,7,1,7,7,7
"s4185",3,2,4,4,3,3,3,6.5,4.33333333333333,28,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,7,1.4,1,4,4,3,3,1,3,0,0,0,0,0,4,4,4,7,7,1,1,1,1,1,1,1,7,7,1,7,7,7
"s4448",1,2,4,3,2,4,3,6,4,29,0,1,0,1,1,54,"mf","bw",0,0,0,5,4,2,4,3,3,3,1.66666666666667,1,3,0,0,0,0,0,1,1,1,7,7,1,1,1,1,1,NA,1,7,7,1,7,7,7
"s4448",3,2,4,3,2,4,3,6,4,29,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,4,4,2,4,3,3,3,NA,3,6,2,3,0,3,3,4,1,1,6,6,1,1,1,1,1,1,3,5,5,7,7,6,6
"s4644",1,2,4,4,1,2,1,4,4,21,0,NA,NA,NA,0,43,"mm","bw",0,1,1,4,4,1,4,1,1,1,5,3,6,6,6,6,6,6,3,5,1,7,7,4,4,4,4,4,7,3,5,5,7,7,6,6
"s4644",3,2,4,4,1,2,1,4,4,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33333333333333,3,0,1,1,1,1,3.66666666666667,3,6,0,0,0,4,3,1,1,1,7,7,1,1,1,1,1,NA,3,5,5,7,7,6,6
"s4757",1,2,4,4,3,3,3,6,6,3,0,0,0,1,1,43,"mm","bw",0,1,1,1,4,1.6,1,3,3,3,NA,1,6,2,2,2,2,2,5,5,5,3,5,4,4,4,4,4,4,4,4,4,6,6,6,6
"s4757",3,2,4,4,3,3,3,6,6,3,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,2.66666666666667,3,2,2,3,3,3,3,1,6,2,2,2,2,2,5,5,5,5,5,4,4,4,4,4,4,4,4,4,6,6,6,6
"s4842",1,2,5,4,2,3,0,7,6,21,1,1,0,1,1,43,"mm","bw",0,1,1,5,3.5,1.2,5,3,3,2,3,1,6,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,NA,4,4,4,6,6,6,6
"s4842",3,2,5,4,2,3,0,7,6,21,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,5,5,0,5,3,3,2,NA,NA,4,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"s4889",1,2,4,4,3,4,3,5.25,6.33333333333333,28,1,NA,NA,NA,1,43,"mm","bw",0,1,1,3,3.5,2.4,3,4,3,3,2,NA,4,0,0,0,0,0,2,1,2,3,3,1,1,1,1,1,1,4,4,4,4,4,4,4
"s4889",3,2,4,4,3,4,3,5.25,6.33333333333333,28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6.5,2.6,3.2,4,3,3,1,NA,4,0,0,0,0,0,2,1,1,3,3,1,1,1,1,1,NA,4,4,4,4,4,4,4
"s4943",1,2,5,5,2,3,1,5.5,4.66666666666667,29,1,0,0,1,1,NA,NA,NA,NA,NA,NA,4,6,1,4,5,3,2,NA,4,5,2,1,3,0,2,1,1,1,4,4,1,1,1,1,1,1,6,6,6,6,6,6,6
"s4943",3,2,5,5,2,3,1,5.5,4.66666666666667,29,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3,7,0,1,5,3,2,3,4,5,2,2,2,2,2,4,4,4,2,2,3,3,3,3,3,3,6,6,6,6,6,6,6
"s5045",1,2,4,3,2,3,3,2,1,23,1,1,0,0,1,NA,NA,NA,NA,NA,NA,4.66666666666667,5.5,4,4.6,4,5,5,3,4,5,2,2,2,2,2,4,2,2,3,3,2,2,2,2,2,NA,6,6,6,6,6,6,6
"s5045",3,2,4,3,2,3,3,2,1,23,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,6.66666666666667,4,2.4,4.2,4,5,5,NA,1,6,0,1,0,1,4,5,5,5,2,5,5,5,5,5,5,2,6,6,6,7,7,7,7
"s5388",1,2,5,4,1,4,3,4,4,3,0,1,0,0,1,43,"mm","bw",0,1,1,3,5.5,0.4,4,4,4,4,2,1,6,0,0,0,0,0,6,5,5,3,5,5,3,3,3,5,5,6,6,6,7,7,7,7
"s5388",3,2,5,4,1,4,3,4,4,3,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,3.33333333333333,4,1.6,3,4,4,4,2.66666666666667,1,6,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,NA,6,6,6,7,7,7,7
"s5749",1,2,4,4,1,3,2,4.75,2.66666666666667,2,0,1,0,0,0,54,"mf","bw",0,0,0,2.33333333333333,3.5,1.8,1,4,4,4,NA,NA,5,4,2,0,4,2,2,2,5,3,4,3,3,3,3,3,3,6,7,6,5,7,6,3
"s5749",3,2,4,4,1,3,2,4.75,2.66666666666667,2,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,4,4,4,3,NA,5,3,3,3,3,3,2,3,5,7,6,3,3,3,3,3,3,6,7,6,5,7,6,3
"s5732",1,2,5,5,2,3,2,5,5.66666666666667,27,1,0,0,1,1,37,"ff","bw",1,1,0,3,7,0,1,5,5,5,3.33333333333333,NA,5,2,3,1,6,1,4,3,5,7,6,3,3,3,3,4,NA,6,7,6,5,7,6,3
"s5732",3,2,5,5,2,3,2,5,5.66666666666667,27,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,4.5,0,1.4,5,5,5,NA,4,6,0,0,2,0,3,4,4,4,6,6,4,4,4,4,4,4,4,6,4,6,6,4,6
"s4035",1,2,5,4,3,5,4,4,4,4,NA,NA,NA,NA,NA,43,"mm","bw",0,1,1,4,4,2.6,4,4,4,4,3.33333333333333,4,6,0,0,0,0,0,2,3,4,7,7,1,1,1,1,1,1,4,6,4,6,6,4,6
"s4035",3,2,5,4,3,5,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.66666666666667,5,3.6,4,4,4,4,3.33333333333333,4,6,0,0,0,0,0,2,3,4,7,7,1,1,1,1,1,NA,4,6,4,6,6,4,6
"s4410",1,2,5,5,3,3,2,4,7,25,0,0,0,1,0,26,"ff","bw",0,1,1,2,7,3.4,1,5,5,5,NA,1,6,5,5,3,4,3,5,5,4,5,6,5,5,5,4,4,5,1,1,1,1,3,2,2
"s4410",3,2,5,5,3,3,2,4,7,25,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3,7,1.6,1,5,5,5,3.66666666666667,1,6,3,5,1,6,3,7,6,6,1,7,6,5,5,2,2,3,1,1,1,1,3,2,2
"s4017",1,2,3,3,3,3,3,4,4,23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,4,3,3,3,4.66666666666667,1,6,3,3,0,2,4,7,6,7,1,7,5,5,5,3,3,NA,1,1,1,1,3,2,2
"s4017",3,2,3,3,3,3,3,4,4,23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,2,4,3,3,3,NA,1,5,0,2,0,0,0,4,2,3,5,6,4,4,4,4,4,4,4,4,4,4,4,4,4
"s4021",1,2,5,5,2,3,1,7,7,28,0,0,0,1,1,49,"mm","bw",0,1,1,5,2,2.8,2,2,2,2,4,1,5,3,2,0,0,0,4,6,3,4,4,2,2,2,2,2,2,4,4,4,4,4,4,4
"s4021",3,2,5,5,2,3,1,7,7,28,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,2,6,0,2,2,2,2,4,1,5,3,3,0,0,2,4,2,4,3,5,3,3,3,3,3,NA,4,4,4,4,4,4,4
"s5584",1,2,5,5,4,4,3,7,6.33333333333333,28,0,0,0,1,0,52,"mf","bw",0,1,1,5.66666666666667,4,2.4,2,5,5,5,NA,1,4,0,3,2,2,2,4,1,2,3,4,1,1,1,1,1,1,2,4,2,5,4,5,5
"s5584",3,2,5,5,4,4,3,7,6.33333333333333,28,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,5.66666666666667,7,1.8,1,5,5,5,3.66666666666667,1,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,4,2,5,4,5,5
"s3989",2,2,5,5,3,3,2,4.5,4.33333333333333,27,1,1,0,1,0,30,NA,NA,0,0,0,5,7,6,4,5,3,4,4,1,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,NA,2,4,2,5,4,5,5
"s4062",2,2,5,5,5,5,1,5.5,6,4,0,0,1,0,1,37,"ff","bw",1,1,0,5,2.5,3,5,5,5,5,NA,3,6,0,0,0,0,0,4,1,4,7,7,1,1,1,1,1,1,6,6,5,6,7,6,1
"s4076",2,2,5,5,4,5,5,5.5,5,31,0,1,0,0,0,49,"mf","bw",0,1,1,4,7,0,1,5,3,1,4,3,6,0,0,0,0,0,1,2,4,7,7,1,1,1,1,1,1,6,6,5,6,7,6,1
"s4185",2,2,4,4,3,3,3,6.5,4.33333333333333,28,1,0,0,0,1,11,"ff","bw",1,1,0,3,7,6,4,5,5,5,5,3,6,0,0,0,0,0,1,1,1,4,5,1,2,1,2,1,NA,6,6,5,6,7,6,1
"s4448",2,2,4,3,2,4,3,6,4,29,0,1,0,1,1,54,"mf","bw",0,0,0,5,5,2,4,3,3,3,NA,NA,NA,2,4,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"s4644",2,2,4,4,1,2,1,4,4,21,0,NA,NA,NA,0,43,"mm","bw",0,1,1,1.66666666666667,3,0,1,2,2,2,3.33333333333333,NA,NA,3,3,3,3,3,5,5,5,3,5,3,3,3,3,3,3,4,4,4,4,4,4,4
"s4757",2,2,4,4,3,3,3,6,6,3,0,0,0,1,1,43,"mm","bw",0,1,1,4,2,2,3,3,3,3,4,NA,NA,4,5,3,3,3,6,3,5,5,5,4,4,4,4,4,NA,4,4,4,4,4,4,4
"s4842",2,2,5,4,2,3,0,7,6,21,1,1,0,1,1,43,"mm","bw",0,1,1,5.33333333333333,4,0,3.8,2,2,2,NA,3,3,4,5,3,1,4,1,1,4,7,7,1,1,1,1,1,1,7,7,7,2,6,6,2
"s4889",2,2,4,4,3,4,3,5.25,6.33333333333333,28,1,NA,NA,NA,1,43,"mm","bw",0,1,1,3.33333333333333,6.5,3,3,3,3,3,5,3,3,1,1,3,2,2,1,1,7,3,5,1,1,1,1,1,1,7,7,7,2,6,6,2
"s4943",2,2,5,5,2,3,1,5.5,4.66666666666667,29,1,0,0,1,1,NA,NA,NA,NA,NA,NA,3,7,0,1,5,3,2,5,3,3,3,2,1,1,1,1,1,7,7,7,1,1,1,1,1,NA,7,7,7,2,6,6,2
"s5045",2,2,4,3,2,3,3,2,1,23,1,1,0,0,1,NA,NA,NA,NA,NA,NA,6.33333333333333,4,3.6,4,4,3,4,NA,NA,NA,2,2,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"s5388",2,2,5,4,1,4,3,4,4,3,0,1,0,0,1,43,"mm","bw",0,1,1,4.33333333333333,4,1,2,4,4,4,3.66666666666667,NA,NA,1,2,2,2,2,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"s5749",2,2,4,4,1,3,2,4.75,2.66666666666667,2,0,1,0,0,0,54,"mf","bw",0,0,0,4,4,4,2,4,3,4,3,NA,NA,2,2,2,2,2,4,4,4,6,6,4,4,4,4,4,NA,4,4,4,4,4,4,4
"s5732",2,2,5,5,2,3,2,5,5.66666666666667,27,1,0,0,1,1,37,"ff","bw",1,1,0,2.33333333333333,7,0,1,4,4,4,NA,3,5,0,6,3,0,5,5,5,5,2,2,2,2,2,2,2,2,7,7,7,7,7,7,7
