Rank	Time	Wind	Name	Country	Birthdate	City	Date
298	10.89	0.0	Liu Xiaomei	CHN	11.01.72	Shanghai	18.10.1997
298	10.89	+2.0	Chryste Gaines	USA	14.09.70	New Orleans	20.06.1998
298	10.89	0.0	Chandra Sturrup	BAH	12.09.71	Roma	11.07.2003
298	10.89	-0.1	Chryste Gaines	USA	14.09.70	Z&uuml;rich	15.08.2003
298	10.89	-0.2	Sherone Simpson	JAM	12.08.84	Stuttgart	10.09.2006
298	10.89	+1.0	Veronica Campbell-Brown	JAM	16.05.82	Kingston	23.06.2007
298	10.89	-0.1	Shelly-Ann Fraser-Pryce	JAM	27.12.86	Thessalon&iacute;ki	13.09.2009
298	10.89	+1.2	Veronica Campbell-Brown	JAM	16.05.82	Shanghai	20.09.2009
298	10.89	0.0	Veronica Campbell-Brown	JAM	16.05.82	Z&uuml;rich	19.08.2010
298	10.89	0.0	Carmelita Jeter	USA	24.11.79	Z&uuml;rich	19.08.2010
298	10.89	0.0	Veronica Campbell-Brown	JAM	16.05.82	London	04.08.2012
298	10.89	+1.5	Allyson Felix	USA	18.11.85	London	04.08.2012
298	10.89	+0.5	Blessing Okagbare	NGR	09.10.88	Beijing	24.08.2015
298	10.89	-0.2	Veronica Campbell-Brown	JAM	16.05.82	Beijing	24.08.2015
298	10.89	+0.1	Marie-Jos&eacute;e Ta Lou	CIV	18.11.88	Monaco	20.07.2018
298	10.89	+0.6	Elaine Thompson-Herah	JAM	28.06.92	Roma	06.06.2019
298	10.89	+0.4	Elaine Thompson-Herah	JAM	28.06.92	Kingston	21.06.2019
298	10.89	+1.3	Twanisha Terry	USA	24.01.99	College Station	29.05.2021
298	10.89	+0.6	Blessing Okagbare	NGR	09.10.88	Sz&eacute;kesfeh&eacute;rv&aacute;r	06.07.2021
330	10.90A	+0.6	Evelyn Ashford	USA	15.04.57	Colorado Springs	22.07.1981
330	10.90	+1.1	Marlies G&ouml;hr	GDR	21.03.58	Karl-Marx-Stadt	16.06.1983
330	10.90	+1.4	Anelia Nuneva	BUL	30.06.62	Dr&aacute;ma	08.08.1987
330	10.90	-0.4	Anelia Nuneva	BUL	30.06.62	Sofia	15.08.1987
330	10.90	-0.5	Silke M&ouml;ller	GER	20.06.64	Roma	30.08.1987
330	10.90	-0.6	Merlene Ottey	JAM	10.05.60	Monaco	07.08.1993
330	10.90	+1.9	Irina Privalova	RUS	12.11.68	Stockholm	12.07.1994
330	10.90	+1.4	Irina Privalova	RUS	12.11.68	G&ouml;teborg	07.08.1995
330	10.90	+0.5	Marion Jones	USA	12.10.75	Lausanne	02.07.1997
330	10.90	+0.7	Zhanna Block	UKR	06.07.72	Ath&iacute;nai	02.08.1997
330	10.90	+0.6	Li Xuemei	CHN	05.01.77	Shanghai	17.10.1997
330	10.90	-0.8	Marion Jones	USA	12.10.75	Uniondale	19.07.1998
330	10.90	+1.4	Glory Alozie	NGR	30.12.77	La Laguna	05.06.1999
330	10.90	+1.0	Zhanna Block	UKR	06.07.72	Bruxelles	30.08.2002
330	10.90	+2.0	Torri Edwards	USA	31.01.77	Carson	20.05.2007
330	10.90	-0.7	Veronica Campbell-Brown	JAM	16.05.82	Shanghai	28.09.2007
330	10.90	+1.0	Torri Edwards	USA	31.01.77	Eugene	28.06.2008
330	10.90	+1.0	Lauryn Williams	USA	11.09.83	Eugene	28.06.2008
330	10.90	+0.1	Carmelita Jeter	USA	24.11.79	Berlin	17.08.2009
330	10.90	-0.1	Kerron Stewart	JAM	16.04.84	Thessalon&iacute;ki	13.09.2009
330	10.90	+1.8	Shalonda Solomon	USA	19.12.85	Clermont	05.06.2010
330	10.90	-1.4	Carmelita Jeter	USA	24.11.79	Daegu	29.08.2011
330	10.90	+0.4	Kelly-Ann Baptiste	TTO	14.10.86	Bruxelles	16.09.2011
330	10.90	+0.7	Shelly-Ann Fraser-Pryce	JAM	27.12.86	Birmingham	26.08.2012
330	10.90	+1.7	Octavious Freeman	USA	20.04.92	Des Moines	21.06.2013
330	10.90	+0.1	Barbara Pierre	USA	28.04.87	London	27.07.2013
330	10.90	+1.0	Elaine Thompson-Herah	JAM	28.06.92	Madrid	11.07.2015
330	10.90	+0.9	Kelly-Ann Baptiste	TTO	14.10.86	Beijing	24.08.2015
330	10.90	+1.8	English Gardner	USA	22.04.92	Eugene	02.07.2016
330	10.90	-0.2	Dafne Schippers	NED	15.06.92	Amsterdam	08.07.2016
330	10.90	+1.0	Tori Bowie	USA	27.08.90	Rio de Janeiro	13.08.2016
330	10.90	+1.0	Michelle-Lee Ahye	TTO	10.04.92	Rio de Janeiro	13.08.2016
330	10.90	+0.3	Dafne Schippers	NED	15.06.92	Rio de Janeiro	13.08.2016
330	10.90	+0.6	English Gardner	USA	22.04.92	Rio de Janeiro	13.08.2016
330	10.90	+0.5	Dafne Schippers	NED	15.06.92	Rio de Janeiro	13.08.2016
330	10.90	+1.6	Tori Bowie	USA	27.08.90	Sacramento	22.06.2017
330	10.90	+0.3	Marie-Jos&eacute;e Ta Lou	CIV	18.11.88	Rabat	16.07.2017
330	10.90	+1.5	Blessing Okagbare	NGR	09.10.88	Ad-Dawhah	04.05.2018
330	10.90	+1.9	Aleia Hobbs	USA	24.02.96	Tampa	25.05.2018
330	10.90	+1.9	Murielle Ahour&eacute;	CIV	23.08.87	Eugene	26.05.2018
330	10.90	+1.3	Marie-Jos&eacute;e Ta Lou	CIV	18.11.88	Lausanne	05.07.2018
330	10.90	+0.1	Marie-Jos&eacute;e Ta Lou	CIV	18.11.88	Ad-Dawhah	29.09.2019
330	10.90	+1.1	Blessing Okagbare	NGR	09.10.88	Ad-Dawhah	28.05.2021
330	10.90	+1.8	Ajla Del Ponte	SUI	15.07.96	La Chaux-de-Fonds	14.08.2021
330	10.90	+0.9	Marie-Jos&eacute;e Ta Lou	CIV	18.11.88	Eugene	21.08.2021
375	10.91	+1.0	Marlies G&ouml;hr	GDR	21.03.58	Dresden	01.07.1982
375	10.91	+0.6	Marlies G&ouml;hr	GDR	21.03.58	Berlin	31.07.1983
375	10.91	-0.5	Marlies G&ouml;hr	GDR	21.03.58	Berlin	20.07.1984
375	10.91	+0.2	Evelyn Ashford	USA	15.04.57	Moskva	06.07.1986
375	10.91	+0.2	Heike Drechsler	GER	16.12.64	Moskva	06.07.1986
375	10.91	+0.8	Marlies G&ouml;hr	GDR	21.03.58	Stuttgart	27.08.1986
375	10.91	+0.2	Anelia Nuneva	BUL	30.06.62	Stara Zagora	01.08.1987
375	10.91	+1.7	Heike Drechsler	GER	16.12.64	Oslo	02.07.1988
375	10.91	+1.2	Gwen Torrence	USA	12.06.65	Indianapolis	17.07.1988
375	10.91	+1.4	Florence Griffith-Joyner	USA	21.12.59	Tokyo	07.10.1988
375	10.91	+1.6	Dawn Sowell	USA	27.03.66	Houston	16.06.1989
375	10.91	+0.7	Merlene Ottey	JAM	10.05.60	Duisburg	12.06.1991
375	10.91	+0.5	Katrin Krabbe	GER	22.11.69	Hannover	27.07.1991
375	10.91	-0.4	Katrin Krabbe	GER	22.11.69	Tokyo	26.08.1991
375	10.91	+1.1	Gail Devers	USA	19.11.66	Atlanta	15.06.1996
375	10.91	-0.4	Marion Jones	USA	12.10.75	Tokyo	06.09.1997
375	10.91	+1.6	Ekater&iacute;ni Th&aacute;nou	GRE	01.02.75	Kalam&aacute;ta	22.05.1999
375	10.91	+1.1	Sevatheda Fynes	BAH	17.10.74	Lausanne	02.07.1999
375	10.91	+1.0	Marion Jones	USA	12.10.75	Roma	30.06.2000
375	10.91	+0.9	Ekater&iacute;ni Th&aacute;nou	GRE	01.02.75	Lausanne	05.07.2000
375	10.91	-0.3	Inger Miller	USA	12.06.72	Monaco	10.08.2000
375	10.91	-0.3	Ekater&iacute;ni Th&aacute;nou	GRE	01.02.75	Edmonton	06.08.2001
375	10.91	-0.1	Zhanna Block	UKR	06.07.72	Luzern	26.06.2002
375	10.91	+1.5	Debbie Ferguson-McKenzie	BAH	16.01.76	Manchester	27.07.2002
375	10.91	0.0	Veronica Campbell-Brown	JAM	16.05.82	Monaco	19.09.2004
375	10.91	+1.9	Lauryn Williams	USA	11.09.83	Lausanne	05.07.2005
375	10.91	+2.0	Veronica Campbell-Brown	JAM	16.05.82	Carson	20.05.2007
375	10.91	+0.9	Veronica Campbell-Brown	JAM	16.05.82	New York City	31.05.2008
375	10.91	+0.4	Shelly-Ann Fraser-Pryce	JAM	27.12.86	Roma	10.07.2009
375	10.91	0.0	Shelly-Ann Fraser-Pryce	JAM	27.12.86	Monaco	28.07.2009
375	10.91	+0.6	Kelly-Ann Baptiste	TTO	14.10.86	Saint-Denis	08.07.2011
375	10.91	+1.7	Alexandra Anderson	USA	28.01.87	Des Moines	21.06.2013
375	10.91	+1.8	Alexandra Anderson	USA	28.01.87	Des Moines	21.06.2013
375	10.91	+1.5	Murielle Ahour&eacute;	CIV	23.08.87	Sotteville-l&egrave;s-Rouen	08.07.2013
375	10.91	+2.0	Tori Bowie	USA	27.08.90	Sacramento	27.06.2014
375	10.91	-0.3	Veronica Campbell-Brown	JAM	16.05.82	Beijing	24.08.2015
375	10.91	+0.7	Veronica Campbell-Brown	JAM	16.05.82	Ad-Dawhah	06.05.2016
375	10.91	+1.2	Tori Bowie	USA	27.08.90	Herzogenaurach	14.05.2016
375	10.91	+1.8	Tori Bowie	USA	27.08.90	Eugene	02.07.2016
375	10.91	+0.1	Elaine Thompson-Herah	JAM	28.06.92	Paris	01.07.2017
375	10.91	+0.2	Tori Bowie	USA	27.08.90	London	06.08.2017
375	10.91	-0.2	Ros&acirc;ngela Santos	BRA	20.12.90	London	06.08.2017
375	10.91	0.0	Aleia Hobbs	USA	24.02.96	Eugene	07.06.2018
375	10.91	+1.6	Murielle Ahour&eacute;	CIV	23.08.87	Oslo	07.06.2018
375	10.91	+0.6	Aleia Hobbs	USA	24.02.96	Des Moines	22.06.2018
375	10.91	+0.2	Dina Asher-Smith	GBR	04.12.95	Lausanne	05.07.2019
375	10.91	+0.5	Dina Asher-Smith	GBR	04.12.95	London	21.07.2019
375	10.91	+0.7	Aleia Hobbs	USA	24.02.96	Baton Rouge	24.04.2021
375	10.91	+0.4	Shericka Jackson	JAM	16.07.94	Kingston	24.06.2021
375	10.91	+0.7	Dina Asher-Smith	GBR	04.12.95	Manchester	26.06.2021
375	10.91	-0.3	Marie-Jos&eacute;e Ta Lou	CIV	18.11.88	Oslo	01.07.2021
375	10.91	+1.3	Ajla Del Ponte	SUI	15.07.96	Tokyo	30.07.2021
375	10.91	-0.6	Marie-Jos&eacute;e Ta Lou	CIV	18.11.88	Tokyo	31.07.2021
428	10.92	+1.3	Evelyn Ashford	USA	15.04.57	Berlin	17.08.1984
428	10.92	+1.0	Merlene Ottey	JAM	10.05.60	Walnut	28.04.1985
428	10.92	+1.2	Marlies G&ouml;hr	GDR	21.03.58	Halle	11.06.1985
428	10.92	-0.6	Anelia Nuneva	BUL	30.06.62	Moskva	07.06.1987
428	10.92	+0.8	Merlene Ottey	JAM	10.05.60	Budapest	06.07.1987
428	10.92	+1.1	Anelia Nuneva	BUL	30.06.62	Zagreb	02.06.1988
428	10.92	+0.9	Heike Drechsler	GER	16.12.64	Dresden	11.06.1988
428	10.92	0.0	Alice Brown	USA	20.09.60	Indianapolis	16.07.1988
428	10.92	0.0	Merlene Ottey	JAM	10.05.60	Bruxelles	19.08.1994
428	10.92	+1.9	Merlene Ottey	JAM	10.05.60	Lausanne	05.07.1995
428	10.92	+0.6	Merlene Ottey	JAM	10.05.60	Moskva	07.06.1996
428	10.92	+1.1	D'Andre Hill	USA	19.04.73	Atlanta	15.06.1996
428	10.92	-0.5	Gail Devers	USA	19.11.66	Atlanta	26.07.1996
428	10.92	+1.0	Gwen Torrence	USA	12.06.65	Monaco	10.08.1996
428	10.92	+0.4	Gail Devers	USA	19.11.66	Linz	21.08.1996
428	10.92	+0.1	Marion Jones	USA	12.10.75	Indianapolis	12.06.1997
428	10.92	+0.9	Ekater&iacute;ni Th&aacute;nou	GRE	01.02.75	Budapest	19.08.1998
428	10.92	+2.0	Zhanna Block	UKR	06.07.72	Budapest	19.08.1998
428	10.92	-0.9	Ekater&iacute;ni Th&aacute;nou	GRE	01.02.75	Ath&iacute;nai	16.06.1999
428	10.92	-0.2	Marion Jones	USA	12.10.75	Sacramento	14.07.2000
428	10.92	+0.1	Yuliya Nesterenko	BLR	15.06.79	Ath&iacute;nai	21.08.2004
428	10.92	-0.2	Veronica Campbell-Brown	JAM	16.05.82	Monaco	09.09.2005
428	10.92	0.0	Sherone Simpson	JAM	12.08.84	Berlin	03.09.2006
428	10.92	+0.1	Veronica Campbell-Brown	JAM	16.05.82	Ath&iacute;nai	13.07.2008
428	10.92	+1.2	Kerron Stewart	JAM	16.04.84	Kingston	02.05.2009
428	10.92	-0.1	Carmelita Jeter	USA	24.11.79	London	25.07.2009
428	10.92	-0.3	Kerron Stewart	JAM	16.04.84	Berlin	16.08.2009
428	10.92	+1.2	Veronica Campbell-Brown	JAM	16.05.82	Shanghai	15.05.2011
428	10.92	+0.7	Allyson Felix	USA	18.11.85	Ad-Dawhah	11.05.2012
428	10.92	-0.1	Shelly-Ann Fraser-Pryce	JAM	27.12.86	New York City	09.06.2012
428	10.92	+0.9	Carmelita Jeter	USA	24.11.79	Eugene	23.06.2012
428	10.92	+1.0	Blessing Okagbare	NGR	09.10.88	London	04.08.2012
428	10.92	+1.0	Tianna Bartoletta	USA	30.08.85	London	04.08.2012
428	10.92	-0.2	Shelly-Ann Fraser-Pryce	JAM	27.12.86	Saint-Denis	06.07.2013
428	10.92	+1.5	Barbara Pierre	USA	28.04.87	Madrid	13.07.2013
428	10.92	+2.0	Tianna Bartoletta	USA	30.08.85	Sacramento	27.06.2014
428	10.92	+1.0	Elaine Thompson-Herah	JAM	28.06.92	Kingston	11.04.2015
428	10.92	+1.4	Jenna Prandini	USA	20.11.92	Walnut	18.04.2015
428	10.92	+1.5	Jenna Prandini	USA	20.11.92	Eugene	26.06.2015
428	10.92	+1.2	Jasmine Todd	USA	23.12.93	Eugene	26.06.2015
428	10.92	+1.6	Barbara Pierre	USA	28.04.87	Toronto	21.07.2015
428	10.92	+0.1	Dafne Schippers	NED	15.06.92	London	25.07.2015
428	10.92	+0.8	English Gardner	USA	22.04.92	Roma	02.06.2016
428	10.92	+0.5	Michelle-Lee Ahye	TTO	10.04.92	Rio de Janeiro	13.08.2016
428	10.92	+0.4	Elaine Thompson-Herah	JAM	28.06.92	Bruxelles	01.09.2017
428	10.92	+1.5	Aleia Hobbs	USA	24.02.96	Knoxville	13.05.2018
428	10.92	+1.6	Dina Asher-Smith	GBR	04.12.95	Oslo	07.06.2018
428	10.92	+0.7	Dina Asher-Smith	GBR	04.12.95	London	21.07.2019
428	10.92	+0.8	Elaine Thompson-Herah	JAM	28.06.92	Kingston	22.08.2020
428	10.92	+1.4	Cambrea Sturgis	USA	27.03.99	Jacksonville	29.05.2021
428	10.92	+0.8	Dina Asher-Smith	GBR	04.12.95	Hengelo	06.06.2021
428	10.92	+1.7	Shericka Jackson	JAM	16.07.94	Lausanne	26.08.2021
480	10.93	+2.0	Marlies G&ouml;hr	GDR	21.03.58	Dresden	24.05.1980
480	10.93	+0.1	Evelyn Ashford	USA	15.04.57	Westwood	07.08.1982
480	10.93	+1.6	Evelyn Ashford	USA	15.04.57	Roma	31.08.1984
480	10.93	+1.1	Merlene Ottey	JAM	10.05.60	Los Angeles	08.06.1985
480	10.93	+1.8	Ewa Kasprzyk	POL	07.09.57	Grudziadz	27.06.1986
480	10.93	+1.6	Evelyn Ashford	USA	15.04.57	Berlin	15.08.1986
480	10.93	-0.2	Marlies G&ouml;hr	GDR	21.03.58	Neubrandenburg	10.06.1987
480	10.93	-0.8	Anelia Nuneva	BUL	30.06.62	Sofia	15.08.1987
480	10.93	0.0	Merlene Ottey	JAM	10.05.60	K&ouml;ln	16.08.1987
480	10.93	+1.5	Dawn Sowell	USA	27.03.66	Austin	07.04.1989
480	10.93	-1.2	Merlene Ottey	JAM	10.05.60	Z&uuml;rich	15.08.1990
480	10.93	+1.5	Irina Privalova	RUS	12.11.68	Berlin	21.08.1992
480	10.93	-0.9	Merlene Ottey	JAM	10.05.60	Z&uuml;rich	04.08.1993
480	10.93	+0.4	Merlene Ottey	JAM	10.05.60	Atlanta	27.07.1996
480	10.93	+1.3	Ekater&iacute;ni Th&aacute;nou	GRE	01.02.75	Hani&aacute;	14.06.2000
480	10.93	-0.1	Ekater&iacute;ni Th&aacute;nou	GRE	01.02.75	Ath&iacute;nai	08.07.2000
480	10.93	-0.4	Marion Jones	USA	12.10.75	Sacramento	15.07.2000
480	10.93	+0.3	Zhanna Block	UKR	06.07.72	Oslo	28.07.2000
480	10.93	+0.6	Zhanna Block	UKR	06.07.72	Ath&iacute;nai	11.06.2001
480	10.93	+1.0	Tayna Lawrence	JAM	17.09.75	Bruxelles	30.08.2002
480	10.93	+0.9	Torri Edwards	USA	31.01.77	Saint-Denis	24.08.2003
480	10.93	-0.1	Yuliya Nesterenko	BLR	15.06.79	Ath&iacute;nai	21.08.2004
480	10.93	+0.1	Veronica Campbell-Brown	JAM	16.05.82	Ath&iacute;nai	21.08.2004
480	10.93	+1.3	Lauryn Williams	USA	11.09.83	Helsinki	08.08.2005
480	10.93	-0.2	Christine Arron	FRA	13.09.73	Monaco	09.09.2005
480	10.93	+1.2	Veronica Campbell-Brown	JAM	16.05.82	New York City	02.06.2007
480	10.93	+1.5	Allyson Felix	USA	18.11.85	Ad-Dawhah	09.05.2008
480	10.93	+1.0	Marshevet Hooker	USA	25.09.84	Eugene	28.06.2008
480	10.93	+1.3	Kerron Stewart	JAM	16.04.84	Ad-Dawhah	08.05.2009
480	10.93	-1.5	Kerron Stewart	JAM	16.04.84	Kingston	27.06.2009
480	10.93	+1.2	Kelly-Ann Baptiste	TTO	14.10.86	Gateshead	10.07.2010
480	10.93	-0.4	Carmelita Jeter	USA	24.11.79	London	06.08.2011
480	10.93	+1.4	Shelly-Ann Fraser-Pryce	JAM	27.12.86	London	14.07.2012
480	10.93	+0.7	Blessing Okagbare	NGR	09.10.88	London	03.08.2012
480	10.93	-0.1	Kelly-Ann Baptiste	TTO	14.10.86	Lausanne	23.08.2012
480	10.93	+0.1	Shelly-Ann Fraser-Pryce	JAM	27.12.86	Shanghai	18.05.2013
480	10.93	+1.8	Jeneba Tarmoh	USA	27.09.89	Des Moines	21.06.2013
480	10.93	-0.2	Blessing Okagbare	NGR	09.10.88	Saint-Denis	06.07.2013
480	10.93	+0.7	Carmelita Jeter	USA	24.11.79	London	27.07.2013
480	10.93	+1.1	Kelly-Ann Baptiste	TTO	14.10.86	London	27.07.2013
480	10.93	-0.3	Murielle Ahour&eacute;	CIV	23.08.87	Moskva	12.08.2013
480	10.93	+0.1	Blessing Okagbare	NGR	09.10.88	Glasgow	28.07.2014
480	10.93	+1.2	Jeneba Tarmoh	USA	27.09.89	Eugene	26.06.2015
480	10.93	-0.2	Shelly-Ann Fraser-Pryce	JAM	27.12.86	Stockholm	30.07.2015
480	10.93	-1.4	Shelly-Ann Fraser-Pryce	JAM	27.12.86	Z&uuml;rich	03.09.2015
480	10.93	+0.3	Shelly-Ann Fraser-Pryce	JAM	27.12.86	Kingston	01.07.2016
480	10.93	-1.2	Elaine Thompson-Herah	JAM	28.06.92	Birmingham	20.08.2017
480	10.93	+0.4	Marie-Jos&eacute;e Ta Lou	CIV	18.11.88	Bruxelles	01.09.2017
480	10.93	+1.5	Elaine Thompson-Herah	JAM	28.06.92	Ad-Dawhah	04.05.2018
480	10.93	+0.4	Aleia Hobbs	USA	24.02.96	Knoxville	12.05.2018
480	10.93	-0.1	Dina Asher-Smith	GBR	04.12.95	Stockholm	10.06.2018
480	10.93	+0.2	Dina Asher-Smith	GBR	04.12.95	Berlin	07.08.2018
480	10.93	-0.1	Shelly-Ann Fraser-Pryce	JAM	27.12.86	Kingston	21.06.2019
480	10.93	+0.2	Marie-Jos&eacute;e Ta Lou	CIV	18.11.88	Lausanne	05.07.2019
480	10.93	+0.1	Elaine Thompson-Herah	JAM	28.06.92	Ad-Dawhah	29.09.2019
535	10.94	+1.4	Marlies G&ouml;hr	GDR	21.03.58	Dresden	12.08.1978
535	10.94A	+0.6	Diane Williams	USA	14.12.60	Colorado Springs	03.07.1983
535	10.94	-0.1	Evelyn Ashford	USA	15.04.57	Berlin	17.08.1984
535	10.94	+0.6	Merlene Ottey	JAM	10.05.60	Modesto	11.05.1985
535	10.94	+1.6	Merlene Ottey	JAM	10.05.60	Indianapolis	15.06.1985
535	10.94	-0.3	Marlies G&ouml;hr	GDR	21.03.58	Leipzig	09.08.1985
535	10.94	+1.0	Heike Drechsler	GER	16.12.64	Dresden	16.08.1986
535	10.94A	+2.0	Evelyn Ashford	USA	15.04.57	Sestriere	11.08.1988
535	10.94	+1.0	Marlies G&ouml;hr	GDR	21.03.58	Potsdam	08.09.1988
535	10.94	+1.0	Carlette Guidry	USA	04.09.68	New York City	14.06.1991
535	10.94	+1.7	Merlene Ottey	JAM	10.05.60	Kingston	28.06.1991
535	10.94	-0.1	Katrin Krabbe	GER	22.11.69	Tokyo	27.08.1991
535	10.94	0.0	Gwen Torrence	USA	12.06.65	Z&uuml;rich	19.08.1992
535	10.94	+1.2	Merlene Ottey	JAM	10.05.60	Oslo	10.07.1993
535	10.94	+0.9	Irina Privalova	RUS	12.11.68	Bruxelles	03.09.1993
535	10.94	+0.9	Merlene Ottey	JAM	10.05.60	G&ouml;teborg	07.08.1995
535	10.94	0.0	Gail Devers	USA	19.11.66	Atlanta	26.07.1996
535	10.94	-0.7	Gail Devers	USA	19.11.66	Atlanta	27.07.1996
535	10.94	-0.7	Merlene Ottey	JAM	10.05.60	Atlanta	27.07.1996
535	10.94	-0.1	Merlene Ottey	JAM	10.05.60	Berlin	30.08.1996
535	10.94	+0.1	Merlene Ottey	JAM	10.05.60	Tokyo	16.09.1996
535	10.94	-0.1	Marion Jones	USA	12.10.75	Ath&iacute;nai	03.08.1997
535	10.94	+0.7	Zhanna Block	UKR	06.07.72	Sevilla	21.08.1999
535	10.94	-0.1	Gail Devers	USA	19.11.66	Sevilla	22.08.1999
535	10.94	+0.9	Zhanna Block	UKR	06.07.72	Lausanne	05.07.2000
535	10.94	-2.3	Zhanna Block	UKR	06.07.72	Edmonton	06.08.2001
535	10.94	+1.0	Chryste Gaines	USA	14.09.70	Bruxelles	30.08.2002
535	10.94	+0.9	Yuliya Nesterenko	BLR	15.06.79	Ath&iacute;nai	20.08.2004
535	10.94	+1.9	Christine Arron	FRA	13.09.73	Lausanne	05.07.2005
535	10.94	+0.9	Marshevet Hooker	USA	25.09.84	New York City	31.05.2008
535	10.94	+1.3	Torri Edwards	USA	31.01.77	Eugene	08.06.2008
535	10.94	-0.7	Kerron Stewart	JAM	16.04.84	Monaco	29.07.2008
535	10.94	+0.3	Shelly-Ann Fraser-Pryce	JAM	27.12.86	Stuttgart	14.09.2008
535	10.94	+1.7	Kelly-Ann Baptiste	TTO	14.10.86	Port of Spain	20.06.2009
535	10.94	-0.4	Carmelita Jeter	USA	24.11.79	Berlin	16.08.2009
535	10.94	+1.4	Carmelita Jeter	USA	24.11.79	Kingston	01.05.2010
535	10.94	+1.9	Kelly-Ann Baptiste	TTO	14.10.86	Kingston	07.05.2011
535	10.94	+0.7	Veronica Campbell-Brown	JAM	16.05.82	Ad-Dawhah	11.05.2012
535	10.94	+0.6	Kerron Stewart	JAM	16.04.84	Kingston	29.06.2012
535	10.94	+1.5	Veronica Campbell-Brown	JAM	16.05.82	London	03.08.2012
535	10.94	+1.2	Allyson Felix	USA	18.11.85	London	04.08.2012
535	10.94	+1.5	Kelly-Ann Baptiste	TTO	14.10.86	London	04.08.2012
535	10.94	+1.8	Barbara Pierre	USA	28.04.87	Des Moines	21.06.2013
535	10.94	+1.1	Shelly-Ann Fraser-Pryce	JAM	27.12.86	London	27.07.2013
535	10.94	-0.5	English Gardner	USA	22.04.92	Moskva	11.08.2013
535	10.94	-0.3	Carmelita Jeter	USA	24.11.79	Moskva	12.08.2013
535	10.94	+1.8	Dafne Schippers	NED	15.06.92	Hengelo	24.05.2015
535	10.94	+1.2	Tianna Bartoletta	USA	30.08.85	Eugene	26.06.2015
535	10.94	+1.5	Tianna Bartoletta	USA	30.08.85	Eugene	28.05.2016
535	10.94	+1.5	Michelle-Lee Ahye	TTO	10.04.92	Port of Spain	25.06.2016
535	10.94	-0.5	Dafne Schippers	NED	15.06.92	Monaco	15.07.2016
535	10.94	+0.3	Marie-Jos&eacute;e Ta Lou	CIV	18.11.88	Rio de Janeiro	13.08.2016
535	10.94	+0.5	English Gardner	USA	22.04.92	Rio de Janeiro	13.08.2016
535	10.94	-0.1	Schillonie Calvert	JAM	27.07.88	Phoenix	10.06.2017
535	10.94	+0.3	Tori Bowie	USA	27.08.90	Sacramento	23.06.2017
535	10.94	-1.4	Elaine Thompson-Herah	JAM	28.06.92	London	09.07.2017
535	10.94	+1.0	Marie-Jos&eacute;e Ta Lou	CIV	18.11.88	Birmingham	20.08.2017
535	10.94	+0.6	Dina Asher-Smith	GBR	04.12.95	Roma	06.06.2019
535	10.94	+0.6	Briana Williams	JAM	21.03.02	Kingston	21.06.2019
535	10.94	+1.7	Marie-Jos&eacute;e Ta Lou	CIV	18.11.88	Lausanne	26.08.2021
595	10.95	+1.0	B&auml;rbel W&ouml;ckel	GDR	21.03.55	Dresden	01.07.1982
595	10.95	-0.2	Marlies G&ouml;hr	GDR	21.03.58	Praha	16.08.1984
595	10.95	+0.1	Marlies G&ouml;hr	GDR	21.03.58	Moskva	17.08.1985
595	10.95	-0.1	Evelyn Ashford	USA	15.04.57	Z&uuml;rich	13.08.1986
595	10.95	-0.4	Marlies G&ouml;hr	GDR	21.03.58	Praha	27.06.1987
595	10.95	+0.7	Heike Drechsler	GER	16.12.64	Roma	30.08.1987
595	10.95	+1.7	Dawn Sowell	USA	27.03.66	Houston	16.06.1989
595	10.95	+1.3	Merlene Ottey	JAM	10.05.60	Villeneuve d'Ascq	25.06.1989
595	10.95	+1.2	Gail Devers	USA	19.11.66	Walnut	18.04.1992
595	10.95	+0.6	Irina Privalova	RUS	12.11.68	Bruxelles	28.08.1992
595	10.95	+0.9	Merlene Ottey	JAM	10.05.60	Lausanne	06.07.1994
595	10.95	+0.5	Gwen Torrence	USA	12.06.65	Sankt Peterburg	24.07.1994
595	10.95	-0.1	Gwen Torrence	USA	12.06.65	K&ouml;ln	21.08.1994
595	10.95	+1.3	Merlene Ottey	JAM	10.05.60	Oslo	05.07.1996
595	10.95	-0.4	Merlene Ottey	JAM	10.05.60	Bellinzona	12.07.1996
595	10.95	-0.8	Merlene Ottey	JAM	10.05.60	Z&uuml;rich	14.08.1996
595	10.95	+2.0	Christine Arron	FRA	13.09.73	Bonneuil-sur-Marne	24.05.1998
595	10.95	+1.4	Li Xuemei	CHN	05.01.77	Beijing	06.06.1998
595	10.95	+1.9	Chandra Sturrup	BAH	12.09.71	Nassau	20.06.1998
595	10.95	+1.1	Chryste Gaines	USA	14.09.70	Stockholm	05.08.1998
595	10.95	0.0	Chryste Gaines	USA	14.09.70	Monaco	08.08.1998
595	10.95	-0.8	Christine Arron	FRA	13.09.73	Bruxelles	28.08.1998
595	10.95	-0.1	Zhanna Block	UKR	06.07.72	Sevilla	22.08.1999
595	10.95	-0.1	Gail Devers	USA	19.11.66	Sevilla	22.08.1999
595	10.95	-1.2	Marion Jones	USA	12.10.75	Z&uuml;rich	11.08.2000
595	10.95	+0.1	Chandra Sturrup	BAH	12.09.71	Bruxelles	24.08.2001
595	10.95	+0.3	Tayna Lawrence	JAM	17.09.75	Monaco	19.07.2002
