provider_number,legal_name,business_name,capacity_per_peu,address,address_2,city,county,zip_code,phone_number,latitude,longitude,source_access_date
1598338725,HAWTHORNE TERRACE CARE HOME LLC,HAWTHORNE TERRACE CARE HOME,14,4760 W 123RD STREET,,HAWTHORNE,Los Angeles,90250,3102729803,33.921401386113,-118.360418127086,2026-07-18
1750592127,"PEDROZA, TRICIA MARIE              ",ROSECRANS VILLA INC                ,135,14110 CORDARY AVE,,HAWTHORNE           ,Los Angeles,90250,3106759163,33.903227282643,-118.341625397253,2026-07-18
1801220165,ADL BEST CARE LLC                  ,ADL BEST CARE LLC - 2              ,5,5431 MONROE ST,,HOLLYWOOD           ,Los Angeles,90038,8182884594,34.085833466022,-118.312164648284,2026-07-18
1801220165,ADL BEST CARE LLC                  ,ADL BEST CARE LLC3                 ,5,5433 MONROE ST,,HOLLYWOOD           ,Los Angeles,90038,8182884594,34.085835063898,-118.31220298838,2026-07-18
1750622015,CENTINELA ASSISTED LIVING          ,CENTINELA ASSISTED LIVING          ,96,1000 S FLOWERS ST,,INGLEWOOD           ,Los Angeles,90301,3106743216,33.950341918483,-118.347403797483,2026-07-18
1881867554,AMERICARE GROUP INC                ,WESTCHESTER VILLA                  ,174,220 WEST MANCHESTER BLV,,INGLEWOOD           ,Los Angeles,90301,3102420606,33.96162362488,-118.358372942711,2026-07-18
1659146553,"TOUCHING HEARTS BOARDING CARE, INC",TOUCHING HEARTS BOARDING CARE 1,6,5149 LA CANADA BLVD,,LA CANADA FLINTRIDGE,Los Angeles,91011,818-864-6159,34.217573587884,-118.204494779094,2026-07-18
1689349540,MOMINA SERVICES LLC,HEIGHTS SENIOR CARE,6,690 PICAACHO DR,,LA HABRA HEIGHTS,Los Angeles,90631,562-228-3063,33.957253174836,-117.9713857537,2026-07-18
1013697481,SERENE SENIOR CARE LLC,THE HEIGHTS INN,9,2400 PANCHOY PLACE,,LA HABRA HEIGHTS,Los Angeles,90631,562-536-2935,33.967864245161,-117.959001156482,2026-07-18
1447968474,CROWN INVESTMENTS AND MGMT,CROWN MANOR,6,15327 CAMPILLOS ROAD,,LA MIRADA,Los Angeles,90638,714-562-0552,33.899448385415,-118.00435949024,2026-07-18
1154059657,MAYBERRY'S LLC,LOVE BEYOND WORDS RESIDENTIAL CARE,6,14516 TACUBA DR,,LA MIRADA,Los Angeles,90638,310-650-0545,33.913579435979,-118.021869872707,2026-07-18
1497472757,HOLY HOME 2020 INC,SUPERCARE GUEST HOME,6,13449 BIOLA AVE,,LA MIRADA,Los Angeles,90638-2954,714-244-5885,33.90967942025,-118.019756711097,2026-07-18
1447989009,ALL IN CAREHOME LLC,ALL IN CAREHOME,6,1158 BEAVER WAY,,LA VERNE,Los Angeles,91750,626-698-9615,34.120616174359,-117.78179850326,2026-07-18
1114229069,GENESIS MANOR I                    ,GENESIS MANOR IV                   ,6,1691 GENESSEE AVE,,LA VERNE            ,Los Angeles,91750,9092629802,34.120852753576,-117.77282743611,2026-07-18
1346922713,BALBOA ASSISTED LIVING INC,BALBOA ASSISTED LIVING INC,6,7647 PASO ROBLES AVE,,LAKE BALBOA,Los Angeles,91406,818-434-9916,34.209879922778,-118.50234855828,2026-07-18
1316649742,ALL WE NEED IS LOVE LLC,ALL WE NEED IS LOVE RESIDENTIAL CARE,6,5340 KIRTLAND AVE,,LAKEWOOD,Los Angeles,90713,562-925-4611,33.854571256719,-118.106938394768,2026-07-18
1619759800,HOME CARE MANAGEMENT GROUP LLC,A HELPING HAND HOME CARE,6,42916 ALEXO DR,,LANCASTER,Los Angeles,93535,661-513-4442,34.662762700889,-118.196320998574,2026-07-18
1275245649,"A HOME FOR MOM & DAD, INC.",A HOME FOR MOM & DAD,6,44856 33RD STREET WEST,,LANCASTER,Los Angeles,93536,661-418-0016,34.698267395002,-118.191000585533,2026-07-18
1649951641,AMARE VILLA CORP,AMARE VILLA,6,2042 KALLIOPE AVE,,LANCASTER,Los Angeles,93536-4625,661-878-5085,34.662858757499,-118.167066061016,2026-07-18
1093460164,COMPASSIONATE ELDERLY CARE MGT,COMPASSIONATE ELDERLY CARE MGT,6,44161 11TH ST WEST,,LANCASTER,Los Angeles,94534,6619419178,34.685693618229,-118.149872346851,2026-07-18
1639955172,"WILLOWVIEW HOME TWO, LLC","WILLOWVIEW HOME TWO, LLC",6,44148 12TH ST WEST,,LANCASTER,Los Angeles,93534,818-667-5411,34.685303901641,-118.152327238653,2026-07-18
1265946065,"3FACES RANCH, LLC                  ","3FACES RANCH, LLC                  ",6,2851 WEST AVENUE L,313,LANCASTER           ,Los Angeles,93536,6614800912,34.66037683406,-118.182925627652,2026-07-18
1326579483,A.N.A RESIDENTIAL CARE LLC         ,A.N.A RESIDENTIAL CARE LLC         ,6,1046 E LANCASTER BLVD,,LANCASTER           ,Los Angeles,93535,6619490151,34.696824869465,-118.110919714957,2026-07-18
1356511232,REES-TAYLOR LLC                    ,STRAWBERRY COTTAGE                 ,6,43732 SENTRY LANE,,LANCASTER           ,Los Angeles,93535,6618024672,34.676413552219,-118.180033619599,2026-07-18
1356511232,REES-TAYLOR LLC                    ,STRAWBERRY FIELDS                  ,6,434E LANCASTER BLVD,,LANCASTER           ,Los Angeles,93535,6612662447,34.696776589703,-118.123014549782,2026-07-18
1063298065,MONTOAK ONE INC,MONTOAK ONE INC,6,1811 255TH ST,,LOMITA,Los Angeles,90717,310-906-7713,33.79254521513,-118.309969044435,2026-07-18
1386319390,MONTOAK SENIOR LIVING INC,MONTOAK SENIOR LIVING INC,12,1700 248TH STREET,,LOMITA,Los Angeles,90717,310-406-6193,33.799417789001,-118.307968954699,2026-07-18
1710766787,BRITTANY HEALTHCARE LLC,BRITTANY HOUSE,170,5401 E. CENTRALIA ST,,LONG BEACH,Los Angeles,90808,562-421-4717,33.839590700269,-118.127364422254,2026-07-18
1396416343,GIMADA INCORPORATED,GOLDEN EDEN III,6,2602 OSTROM AVE,,LONG BEACH,Los Angeles,90815,3234413691,33.803545666767,-118.101057902957,2026-07-18
1740972074,MIRAY LIFE CARE LLC,MIRAY LIFE CARE LLC,6,3260 PINE AVENUE,,LONG BEACH,Los Angeles,90807,310-422-0950,33.816367547874,-118.191902226858,2026-07-18
1821697434,GLOB REGENCY SNR C SVCS LLC,REGENCY PALMS LONG BEACH,91,117 E 8TH STREET,,LONG BEACH,Los Angeles,90813,562-432-9260,33.776613564126,-118.19200155241,2026-07-18
1386458487,PEOPLECONNECT INC,SOMERSET HOMECARE,6,1309 E SOMERSET PLACE,,LONG BEACH,Los Angeles,90807,562-612-0436,33.831907931637,-118.174794594839,2026-07-18
1578739637,BAY BREEZE CARE                    ,BAY BREEZE CARE                    ,76,1653 SANTA FE AVENUE,,LONG BEACH          ,Los Angeles,90813,5624328033,33.78744030082,-118.21550130761,2026-07-18
1366619504,CHATEAU LONG BEACH                 ,CHATEAU LONG BEACH                 ,184,3100 E ARTESIA BLVD,,LONG BEACH          ,Los Angeles,90805,5624285371,33.874593737477,-118.156208143642,2026-07-18
1154592467,IRA DAVID ENTERPRISES              ,CROFTON MANOR INN                  ,213,1950 EAST 5TH STREET,,LONG BEACH          ,Los Angeles,90802,5624370093,33.772891496202,-118.168010785323,2026-07-18
1932584505,GLEN PARK AT LONG BEACH INC        ,GLEN PARK AT LONG BEACH INC        ,208,1046 E. 4TH STREET,,LONG BEACH          ,Los Angeles,90802,5624327468,33.771683873502,-118.178789493711,2026-07-18
1952711533,"LA CASA PRIMAVERA, LLC             ",HACIENDA GRANDE SENIOR             ,120,1740 GRAND AVE,,LONG BEACH          ,Los Angeles,90804,5625977753,33.788701735339,-118.148030842723,2026-07-18
1477906741,HERITAGE BOARD & CARE INC          ,HERITAGE BOARD & CARE #3           ,18,2900 E 7TH ST,,LONG BEACH          ,Los Angeles,90804,5624341588,33.775306825421,-118.157709845415,2026-07-18
1285084509,HERITAGE BOARD & CARE INC          ,HERITAGE BOARD & CARE #4           ,20,1509 E 4TH ST,,LONG BEACH          ,Los Angeles,90802,5624342070,33.771738858787,-118.172843036322,2026-07-18
1528418837,HERITAGE BOARD AND CARE INC        ,HERITAGE BOARD AND CARE #2         ,18,2445 PACIFIC AVE,,LONG BEACH          ,Los Angeles,90806,5627142154,33.801599975583,-118.19381782701,2026-07-18
1477909125,PALMCREST GRAND HOME ASSISTE       ,PALMCREST GRAND RESIDENCE          ,262,3503 CEDAR AVE,,LONG BEACH          ,Los Angeles,90807,5625954551,33.820031319661,-118.195280385295,2026-07-18
1326436270,REGENT VILLA RETIREMENT HOME       ,REGENT VILLA RETIREMENT HOME       ,188,201 W WARDLOW ROAD,,LONG BEACH          ,Los Angeles,90807,5625956529,33.819152980027,-118.194268186667,2026-07-18
1346677192,VILLA REDONDO CARE HOME            ,VILLA REDONDO CARE HOME            ,80,237 REDONDO AVENUE,,LONG BEACH          ,Los Angeles,90803,5624349931,33.765441828298,-118.152449698258,2026-07-18
1174057186,3360 MAGNOLIA AVE INC              ,VISTA DEL MAR SENIOR LIVING        ,300,3360 MAGNOLIA AVE,,LONG BEACH          ,Los Angeles,90806,5625951559,33.818554428322,-118.19804917937,2026-07-18
1194329474,RAD CARE SERVICES INC,ALVARADO CARE HOME,46,1217 SOUTH ALVARADO ST,,LOS ANGELES,Los Angeles,90006,323-452-9110,34.048244852595,-118.282089996283,2026-07-18
1982386173,"ABOVE AND BEYOND CARE PROVIDERS, LLC",ANEW DAWN ADULT LIVING,94,4340 LOCKWOOD AVENUE,,LOS ANGELES,Los Angeles,90029,323-426-9123,34.088690971997,-118.288387403958,2026-07-18
1508670183,ANGEL'S ON WING'S LLC,ANGEL'S ON WING'S,6,1440 WEST 92ND STREET,,LOS ANGELES,Los Angeles,90047,310-684-8859,33.952700795584,-118.301803813456,2026-07-18
1639790744,BEIT SHALOM,BEIT SHALOM,6,3121 CASTLE HEIGHTS AVE,,LOS ANGELES,Los Angeles,90034,310-309-0405,34.033907984399,-118.398845800384,2026-07-18
1366025496,BEIT SHALOM GROUP LLC,BEIT SHALOM GROUP LLC,6,1620 S SHERBOURNE DR,,LOS ANGELES,Los Angeles,90035,2132227598,34.049078474775,-118.380178380003,2026-07-18
1447988381,SPECIALIZED COMMUNITY HEALTHCARE COMPANY,BENTLEY MANOR,27,3425 MCLAUGHLIN AVE,,LOS ANGELES,Los Angeles,90066,213-478-0460,34.016304437079,-118.430594689413,2026-07-18
1548993496,CITY VIEW LA LLC,CITY VIEW LA LLC,166,515 N LA BREA AVE,,LOS ANGELES,Los Angeles,90036,323-938-2131,34.080751172305,-118.344077606846,2026-07-18
1831807866,COMMONWEALTH GOLDEN AGE CORP,COMMONWEALTH ROYALE GUEST HOME,99,150 S COMMONWEALTH AVE,,LOS ANGELES,Los Angeles,90004,213-382-6381,34.071984036859,-118.285536299593,2026-07-18
1336760446,EILAT DAY CARE INC,EILAT'S MANOR,6,1621 S SHERBOURNE DRIVE,,LOS ANGELES,Los Angeles,90035,310-273-3133,34.049100016267,-118.380230683079,2026-07-18
1558100123,ELIM SILVERTOWN,ELIM SILVERTOWN,142,1126 S WESTMORELAND AVE,,LOS ANGELES,Los Angeles,90006,213-736-7777,34.049853717,-118.289066421934,2026-07-18
1740850437,CREATIVE LIFESTYLES INC,FAITH MANOR,21,1832 SOUTH ARLINGTON AVE,,LOS ANGELES,Los Angeles,90019,3237372310,34.04077448139,-118.317672013453,2026-07-18
1861480097,GARDEN CREST CONV HOSP,GARDEN CREST RESIDENTIAL CARE,44,889 LUCILLE AVE,,LOS ANGELES,Los Angeles,90026,323-663-8281,34.085454006719,-118.282608584633,2026-07-18
1811570146,A BETTER TOMORROW CARE CORP,GARDEN SILVER TOWN,72,2830 FRANCIS AVE,,LOS ANGELES,Los Angeles,90005,2133847305,34.056787939769,-118.287337319128,2026-07-18
1265186381,GORDONS GRACE II CO,GORDONS GRACE II,6,524 W 104TH ST,,LOS ANGELES,Los Angeles,90044-4402,323-599-0269,33.94233112407,-118.283625644764,2026-07-18
1396514436,GUIDING HOPE BOARDING CARE LLC,GUIDING HOPE BOARDING CARE,6,5743 3RD AVE,,LOS ANGELES,Los Angeles,90043,323-334-5172,33.989702078509,-118.320393449776,2026-07-18
1679282891,HOPE HOUSE LLC,HARVARD HOPE HOUSE,6,4239 S HARVARD BLVD,,LOS ANGELES,Los Angeles,90062,323-812-0788,34.00623471197,-118.306767241241,2026-07-18
1518639723,FRONT PORCH COMMUNITIES AND SERVICES,KINGSLEY MANOR,0,1055 NORTH KINGSLEY DR,,LOS ANGELES,Los Angeles,90029,3236611128,34.089859115933,-118.303291014537,2026-07-18
1598348625,LEAVE IT TO MANNY INC,MANNYS CARE FACILITY,6,1782 S SHERBOURNE DR,,LOS ANGELES,Los Angeles,90035,310-309-0405,34.045626220315,-118.380926213405,2026-07-18
1093498602,MARTHA'S HOUSE LLC,MARTHA'S HOUSE LLC,4,2422 E 113 ST,,LOS ANGELES,Los Angeles,90059,323-381-0025,33.932188057309,-118.229762864406,2026-07-18
1750010195,DANMAR VILLAS LLC,MELROSE GARDENS ASSISTED LIVING,100,960 NORTH MARTEL AVE,,LOS ANGELES,Los Angeles,90046,323-876-1746,34.088757021394,-118.351094181813,2026-07-18
1336760446,EILAT DAY CARE INC,MINI MANOR HOME,6,1606 S HOLT AVE,,LOS ANGELES,Los Angeles,90035,424-204-9023,34.049315179721,-118.379088229676,2026-07-18
1326819657,"NP CARE SERVICES, LLC",NP CARE HOME,6,3767 VIRGINIA RD,,LOS ANGELES,Los Angeles,90016,323-205-5145,34.0179534508,-118.339311489062,2026-07-18
1528623949,BEIT SHALOM CARE,PARADISE,6,1931 PREUSS RD,,LOS ANGELES,Los Angeles,90034,818-390-0799,34.043313066495,-118.385734911256,2026-07-18
1164803425,RITE CARE HOMES INC,RITE CARE ASSISTED LIVING CH,6,829 N CRESCENT HEIGHTS,,LOS ANGELES,Los Angeles,90046,818-433-5622,34.086326688568,-118.36593048571,2026-07-18
1508646159,ROBINSON RESIDENTIAL LLC,ROBINSON RESIDENTIAL LLC,6,6723 6TH AVE,,LOS ANGELES,Los Angeles,90043,310-801-7914,33.977509091598,-118.323608161101,2026-07-18
1245937598,FAIRFAX GARDENS OPERATIONS LLC,SAVANT OF WEST HOLLYWOOD,130,1025 N FAIRFAX AVE,,LOS ANGELES,Los Angeles,90046,323-656-7900,34.089555188124,-118.361572398973,2026-07-18
1427627884,WILTON HAVEN INC,WILTON HAVEN INC,30,909 S WILTON PL,,LOS ANGELES,Los Angeles,90019,3237377555,34.055460665401,-118.314278348495,2026-07-18
1710358882,IRANIAN JEWISH SENIOR CENTER       ,BEVERLY HILLS LOVING CARE          ,176,1019 S WOOSTER,,LOS ANGELES         ,Los Angeles,90035,3106521323,34.058703623739,-118.382484576843,2026-07-18
1891308425,BEVERLY HILLS TERRACE LLC          ,BEVERLY HILLS TERRACE              ,0,1470 S ROBERTSON BLVD,,LOS ANGELES         ,Los Angeles,90035,3102883261,34.05280825405,-118.383975046866,2026-07-18
1487346169,"WEST PICO TERRACE ASSISTED LIVING CENTER, LP","COUNTRY WEST PICO TERRACE ASSISTED LIVING CENTER, LVILLA TERR ASST LIV        ",136,6050 W PICO BLVD,,LOS ANGELES         ,Los Angeles,90035,3236535565,34.052502901838,-118.372178791203,2026-07-18
1770039844,"D4,INC.                            ","D4,INC.                            ",100,4541 N. FIGUEROA STREET,,LOS ANGELES         ,Los Angeles,90065,3232231221,34.097018350892,-118.206468884929,2026-07-18
1538445499,3535 OVERLAND AVENUE LLC           ,GOLDEN MANOR REST HOME             ,98,3535 OVERLAND AVE,,LOS ANGELES         ,Los Angeles,90034,3108360510,34.023828368645,-118.410965194186,2026-07-18
1982001004,HAYWORTH PROPERTIES LLC            ,HAYWORTH TERRACE                   ,111,325 N HAYWORTH AVE,,LOS ANGELES         ,Los Angeles,90048,3236553101,34.076818718611,-118.362663136033,2026-07-18
1427346527,HOLLYWOOD ELDERLY CARE INC         ,HOLLYWOOD ROYALE GARDENS           ,120,6054 FRANKLIN AVE,,LOS ANGELES         ,Los Angeles,90028,3234662411,34.1052286346,-118.321586110779,2026-07-18
1790015063,IN HONOR OF OUR PARENTS INC        ,IN HONOR OF OUR PARENTS            ,6,1317 WEST 40TH PLACE,,LOS ANGELES         ,Los Angeles,90037,3232967816,34.009951415476,-118.298721871478,2026-07-18
1053892232,MELROSE VILLAS INC                 ,MELROSE VILLAS                     ,68,823 N POINSETTIA PLACE,,LOS ANGELES         ,Los Angeles,90046,3237467840,34.086003230925,-118.348695029667,2026-07-18
1821655507,CREATIVE LIFESTYLES HOME           ,MONTIANO RESIDENTIAL CARE          ,24,1022 W FLORENCE AVE,,LOS ANGELES         ,Los Angeles,90044,3237589539,33.974590387183,-118.29273031945,2026-07-18
1053517581,SISTERS OF NAZARETH/LA             ,"NAZARETH HOUSE/ LA, INC            ",158,3333 MANNING AVENUE,,LOS ANGELES         ,Los Angeles,90064,3108392361,34.03152211757,-118.406756975878,2026-07-18
1144758780,"ALVO HOLDING, INC.                 ",PARKVIEW MANOR                     ,86,5055 NOVGOROD STREET,,LOS ANGELES         ,Los Angeles,90032,8184222233,34.090642320966,-118.173230028792,2026-07-18
1366024994,STA MANAGEMENT INC                 ,"PLAZA AT WESTWOOD, THE             ",136,2228 WESTWOOD BLVD,,LOS ANGELES         ,Los Angeles,90064,3104758861,34.043348019032,-118.431225930541,2026-07-18
1477971448,PROMISE ASSISTED LIVING LLC        ,PROMISE ASSISTED LIVING LLC        ,22,1231 S ALVARADO ST,,LOS ANGELES         ,Los Angeles,90006,3102052591,34.047910833754,-118.2822997115,2026-07-18
1699374421     ,PACIFICA SL BOYLE LLC              ,SAKURA GARDENS LOS ANGELES         ,0,325 S BOYLE AVENUE,,LOS ANGELES         ,Los Angeles,90033,3232639651,34.044167182429,-118.219721428221,2026-07-18
1972999357,"SPARK FAMILY OPERATIONS, LLC       ",SUNNY HILLS                        ,120,8717 W OLYMPIC BLVD,,LOS ANGELES         ,Los Angeles,90035,3106594301,34.059395005023,-118.382107810295,2026-07-18
1144786260,"THE GRANDVIEW, LLC                 ","THE GRANDVIEW, LLC                 ",215,2211 W 6TH STREET,,LOS ANGELES         ,Los Angeles,90057,2133807000,34.06033109597,-118.276608315425,2026-07-18
1013152990,THE MOTHER ROSE MANOR              ,THE MOTHER ROSE MANOR              ,6,628 WEST 52ND PLACE,,LOS ANGELES         ,Los Angeles,90037,3238461000,33.994975762439,-118.285199263266,2026-07-18
1881188662,VERMONT CARE CENTER INC            ,VERMONT CARE CENTER                ,76,1316 S VERMONT AVE,,LOS ANGELES         ,Los Angeles,90006,2133841682,34.04660053274,-118.291572108069,2026-07-18
1285162834,"AV HOLDING, INC                    ",WESTSIDE MANOR                     ,136,4836 W WASHINGTON BLVD,,LOS ANGELES         ,Los Angeles,90016,3239374506,34.039829715174,-118.344931471322,2026-07-18
1346416112,"WINDSOR HALL CARE HOME, INC        ",WINDSOR HALL CARE HOME             ,82,1415 JAMES M WOOD BLVD,,LOS ANGELES         ,Los Angeles,90015,2133831547,34.049557081447,-118.270160871684,2026-07-18
1427615384,3570 HIGHLAND INC,HIGHLAND MANOR GUEST HOME,106,3570 E IMPERIAL HIGHWAY,,LYNWOOD,Los Angeles,90262,310-631-7569,33.930478400518,-118.206490258782,2026-07-18
1538609987,PREMIERCARE 1 CONGREGATE LIVING INC,SUNSHINE ASSISTED LIVING,68,3141 EUCLID AVE,,LYNWOOD,Los Angeles,90262,3106383847,33.913419844542,-118.21546233176,2026-07-18
1750750550,CORAL OAKS CARE LIVING INC         ,CORAL OAKS CARE LIVING             ,64,4271 CARLIN AVE,,LYNWOOD             ,Los Angeles,90262,3107634881,33.911091309931,-118.194401375109,2026-07-18
1891456190,TERNER HOME,TERNER HOME,6,9946 COLUMBUS AVE,,MISSION HILLS,Los Angeles,91345,8183260336,34.251467405935,-118.465149588168,2026-07-18
1720101769,"ARARAT HOME OF LA, INC             ",ARARAT HOME OF LA                  ,130,15105 MISSION HILLS RD,,MISSION HILLS       ,Los Angeles,91345,8183653000,34.281567029786,-118.46197930093,2026-07-18
1508291022,GLEN PARK AT MONROVIA              ,GLEN PARK AT MONROVIA              ,49,110 N MOUNTAIN AVE,,MONROVIA            ,Los Angeles,91016,6263576818,34.151834866103,-117.986330938519,2026-07-18
1154710358,GOLDEN MANOR RETIREMENT CENT       ,GOLDEN MANOR RETIREMENT CENT       ,160,1109 WEST BEVERLY BLVD,,MONTEBELLO          ,Los Angeles,90640,3237243870,34.017960575418,-118.110114465519,2026-07-18
1407472707,HOLLYWOOD CARE HOME INC            ,HOLLYWOOD CARE HOME                ,6,13307 STAGG STREET,,N. HOLLYWOOD        ,Los Angeles,91605,9096187575,34.212523910316,-118.423057933535,2026-07-18
1154193035,A SWEET HOME CARE,A SWEET HOME CARE,6,25141 HIGHSPRING AVE,,NEWHALL,Los Angeles,91321,661-476-5375,34.37582362647,-118.549766744743,2026-07-18
1013609585,A PARADISE VILLA INC,A PARADISE VILLA,6,9925 COLLETT AVE,,NORTH HILLS,Los Angeles,91343,818-919-5595,34.25111989223,-118.483730507309,2026-07-18
1790532661,BEST CARE ASSISTED LIVING ON HASKELL,BEST CARE ASSISTED LIVING ON HASKELL,6,9756 HASKELL AVE,,NORTH HILLS,Los Angeles,91343,818-810-9931,34.248094947193,-118.476179250738,2026-07-18
1417730946,BREATH OF SUNSHINE INC,BREATH OF SUNSHINE,6,8627 NORWICH AVE,,NORTH HILLS,Los Angeles,91343,323-683-8080,34.227113031888,-118.460210216446,2026-07-18
1588219067,BRILLIANT SENIOR CARE INC,BRILLIANT SENIOR CARE FACILITY,6,16246 VINTAGE STREET,,NORTH HILLS,Los Angeles,91343,424-333-2200,34.251861606842,-118.486654701869,2026-07-18
1114680816,CALIFORNIA STATE HEALTH GROUP LLC,CALIFORNIA STATE HEALTH GROUP LLC,6,9526 SALOMA AVE,,NORTH HILLS,Los Angeles,91343,818-660-7742,34.243506358118,-118.457465143156,2026-07-18
1922632322,G & A CARE INC,G & A CARE,6,16301 NORDHOFF STREET,,NORTH HILLS,Los Angeles,91343-3807,213-709-7774,34.235690694412,-118.487471769791,2026-07-18
1578227070,HEALTHY LIFE SERVICE INC,HEALTHY LIFE SERVICE FACILITY,6,15921 LIGGET ST,,NORTH HILLS,Los Angeles,91343,818-810-5955,34.240140311532,-118.479229844398,2026-07-18
1528648243,HORIZON ASSISTED LIVING FACILITY INC,HORIZON ASSISTED LIVING FACILITY INC,6,9708 VALJEAN AVE,,NORTH HILLS,Los Angeles,91343,7472367139,34.246858867932,-118.487136242207,2026-07-18
1164209821,IN HOME CARE CENTER INC,IN HOME CARE CENTER,6,9023 GAVIOTA AVENUE,,NORTH HILLS,Los Angeles,91343,747-777-4270,34.234545013976,-118.482845043057,2026-07-18
1831876655,"NH CARE, LLC","NH CARE, LLC",6,15757 SEPTO ST,,NORTH HILLS,Los Angeles,91343,818-919-9181,34.251078737085,-118.475973391196,2026-07-18
1457066847,VELVET CARE,VELVET CARE,6,15731 LEMARSH ST,,NORTH HILLS,Los Angeles,91343,818-810-0074,34.255534556813,-118.475095973571,2026-07-18
1497453328,"A-1 BOARDING CARE, INC.",A-1 BOARDING CARE,6,6511 BONNER AVENUE,,NORTH HOLLYWOOD,Los Angeles,91606,818-691-3146,34.188854002482,-118.373740407812,2026-07-18
1063192219,BLUE CROSS ELDERLY CARE,ANA'S RESIDENCE CARE 1,6,7915 VAN NOORD AVE,,NORTH HOLLYWOOD,Los Angeles,91605,323-688-3377,34.214220239881,-118.415406429402,2026-07-18
1538879978,THE RIGHT CHOICE HOME INC,ANA'S RESIDENCE CARE FACILITY,6,7747 VAN NOORD AVE,,NORTH HOLLYWOOD,Los Angeles,91605,323-688-3377,34.211551525729,-118.415754446022,2026-07-18
1487350211,ANTHEM SENIOR CARE LLC,ANTHEM SENIOR CARE,6,12813 FRIAR STREET,,NORTH HOLLYWOOD,Los Angeles,91606,310-986-4533,34.185664436866,-118.412354494637,2026-07-18
1568251296,ARARAT BOARD AND CARE INC,ARARAT BOARD AND CARE,6,6614 TEESDALE AVENUE,,NORTH HOLLYWOOD,Los Angeles,91606,818-624-4180,34.190839088611,-118.408111072335,2026-07-18
1023758117,ASHLEY'S GARDEN ELDERLY CARE INC,ASHLEY'S GARDEN ELDERLY CARE,6,7930 RHODES AVE,,NORTH HOLLYWOOD,Los Angeles,91605,818-642-0907,34.214747754957,-118.403038512172,2026-07-18
1801672209,"ELDERCARE HOMES, INC.","ELDERCARE HOMES, INC.",6,7754 COLDWATER CANYON AVE,,NORTH HOLLYWOOD,Los Angeles,91605,818-764-8545,34.211777124653,-118.414382663748,2026-07-18
1235750761,LEE & ELEANOR POSNER,ELEE RESIDENTIAL CARE 2,6,11323 CALVERT ST,,NORTH HOLLYWOOD,Los Angeles,91606,8189806040,34.181277600201,-118.377746622254,2026-07-18
1215446109,WELLBE HOME INC,FRIENDSHIP VILLAGE RCF,6,12950 HAYNES ST,,NORTH HOLLYWOOD,Los Angeles,91606,818-414-0005,34.189573211684,-118.415614635877,2026-07-18
1033856398,IMPRESSIVE CARE INC,IMPRESSIVE CARE INC,6,13302 ARMINTA STREET,,NORTH HOLLYWOOD,Los Angeles,91605,818-517-6594,34.213392024028,-118.423026669036,2026-07-18
1043990070,LA SENIOR HOME INC,LA SENIOR HOME,5,7825 SIMPSON AVE,,NORTH HOLLYWOOD,Los Angeles,91605,818-299-7501,34.2127858867,-118.388902264828,2026-07-18
1154021582,LAURELGROVE BOARD AND CARE INC,LAURELGROVE BOARD AND CARE,6,8221 LAURELGROVE AVE,,NORTH HOLLYWOOD,Los Angeles,91605,818-355-2632,34.220373688368,-118.400915962831,2026-07-18
1386410405,"LOVE & CARE BOARDING HOME, INC",LOVE & CARE BOARDING HOME,6,11949 STRATHERN ST,,NORTH HOLLYWOOD,Los Angeles,91605,818-389-1303,34.215747757915,-118.393766702336,2026-07-18
1518652460,MARY ELLEN HOMES LLC,MARY ELLEN HOMES,6,7752 MARY ELLEN AVE,,NORTH HOLLYWOOD,Los Angeles,91605,818-279-1415,34.211384222941,-118.419022633889,2026-07-18
1699415794,MASA COMFORT LIVING INC,MEGAN'S PLACE,6,7708 ETHEL AVE,,NORTH HOLLYWOOD,Los Angeles,91605,818-642-0907,34.210384094254,-118.417381708705,2026-07-18
1467168245,NANA'S DREAM HOUSE CORP,NANA'S DREAM HOUSE,6,7333 IRVINE AVE,,NORTH HOLLYWOOD,Los Angeles,91605,818-392-0843,34.203983379623,-118.385669448593,2026-07-18
1114664380,AA HIGH QUALITY HOME INC,NOBLE CARE,6,13300 ARMINTA ST,,NORTH HOLLYWOOD,Los Angeles,91605,818-517-6594,34.213393239404,-118.422913848619,2026-07-18
1912788597,PARADISE INDEPENDENT CARE,PARADISE SENIOR HOME,6,7639 ALCOVE AVE,,NORTH HOLLYWOOD,Los Angeles,91605,818-601-0013,34.209405674697,-118.413364430151,2026-07-18
1043919137,SG CARE INC,SG CARE,6,7920 VANTAGE AVE,,NORTH HOLLYWOOD,Los Angeles,91606,818-397-2656,34.21462689316,-118.397631270945,2026-07-18
1609501162,SILVER LIGHT CARE INC,SILVER LIGHT CARE,6,8201 VANTAGE AVE,,NORTH HOLLYWOOD,Los Angeles,91605,747-228-4111,34.219792738659,-118.397723463549,2026-07-18
1770285702,STARLIGHT FACILITY INC,STARLIGHT FACILITY INC,6,7647 TUJUNGA AVE,,NORTH HOLLYWOOD,Los Angeles,91605,818-378-7069,34.209815885038,-118.379086972391,2026-07-18
1710741251,TRANQUIL GARDENS ELDERLY LIVING INC,TRANQUIL GARDENS ELDERLY LIVING,6,6704 BEN AVE,,NORTH HOLLYWOOD,Los Angeles,91606,818-926-9393,34.192297078759,-118.39428143501,2026-07-18
