"age","asian","black","divorced","educ","exper","faminc","female","hrswork","insure","married","mcaid","mcare","metro","midwest","nchild","northeast","single","south","union","wage","west","white"
51,0,0,0,12,33,78000,0,45,1,1,0,0,1,0,0,1,0,0,1,34.18,0,1
48,0,0,0,16,26,0,0,40,1,0,0,0,1,0,0,1,1,0,1,31.25,0,1
55,0,0,0,18,31,60850,1,60,1,1,0,0,1,0,0,1,0,0,1,23.4,0,1
62,0,0,0,16,40,73250,0,60,1,1,0,0,1,0,0,1,0,0,0,39.58,0,1
26,0,0,0,13,7,40009,1,40,1,1,0,0,1,0,1,1,0,0,0,15,0,1
27,0,0,0,18,3,27003,0,40,1,1,0,0,1,0,1,1,0,0,0,19.23,0,1
47,0,0,0,16,25,132392,1,12,1,1,0,0,1,0,3,1,0,0,0,158.67,0,1
47,0,0,0,18,23,11664,0,50,1,1,0,0,1,0,3,1,0,0,0,55,0,1
38,0,0,0,18,14,54000,0,50,1,1,0,0,1,0,0,1,0,0,0,41.54,0,1
38,0,0,0,18,14,112100,1,40,1,1,0,0,1,0,0,1,0,0,0,25,0,1
49,0,0,0,13,30,169196,1,40,1,1,0,0,1,0,0,1,0,0,0,17.6,0,1
56,0,0,0,13,37,77002,0,40,1,1,0,0,1,0,2,1,0,0,1,15,0,1
52,0,0,0,14,32,54002,1,50,1,1,0,0,1,0,2,1,0,0,1,14.85,0,1
49,0,0,0,16,27,261823,1,40,1,1,0,0,1,0,2,1,0,0,0,20,0,1
51,0,0,0,20,25,62019,0,40,1,1,0,0,1,0,2,1,0,0,0,72.13,0,1
68,0,0,0,14,48,100000,1,40,0,1,0,1,1,0,0,1,0,0,0,16,0,1
56,0,0,0,18,32,42700,0,45,1,1,0,0,1,0,0,1,0,0,0,64.11,0,1
44,0,0,0,12,26,49050,0,40,1,1,0,0,1,0,2,1,0,0,0,21.63,0,1
41,0,0,0,18,17,45270,1,40,1,1,0,0,1,0,2,1,0,0,1,24.05,0,1
46,0,0,0,18,22,48576,0,40,1,1,0,0,1,0,3,1,0,0,1,33.65,0,1
50,0,0,0,16,28,76576,1,40,1,1,0,0,1,0,3,1,0,0,0,20.2,0,1
52,0,0,1,16,30,0,0,40,1,0,0,0,1,0,0,1,0,0,0,20.65,0,1
41,0,0,1,18,17,0,1,35,0,0,1,0,1,0,2,1,0,0,1,40.66,0,1
37,0,0,0,14,17,16006,0,70,1,1,0,0,1,0,4,1,0,0,0,23.34,0,1
55,0,0,0,21,28,63260,1,40,1,1,0,0,1,0,0,1,0,0,1,63.45,0,1
58,0,0,0,18,34,115500,0,50,1,1,0,0,1,0,0,1,0,0,0,51.92,0,1
53,0,0,0,18,29,145500,1,50,1,1,0,0,1,0,0,1,0,0,1,50,0,1
63,0,0,0,18,39,47817,1,50,1,1,0,0,1,0,0,1,0,0,0,53.84,0,1
44,0,0,0,12,26,0,1,40,1,0,0,0,1,0,2,1,1,0,0,18,0,1
54,0,1,1,12,36,0,1,40,1,0,0,0,1,0,0,1,0,0,0,16,0,0
32,0,1,0,18,8,65020,1,40,1,1,0,0,1,0,1,1,0,0,0,40.85,0,0
33,0,1,0,18,9,90020,0,42,1,1,0,0,1,0,1,1,0,0,0,23.81,0,0
53,0,0,0,18,29,80380,1,50,1,1,0,0,1,0,0,1,0,0,0,18.46,0,1
55,0,0,0,13,36,48200,0,40,1,1,0,0,1,0,0,1,0,0,1,36,0,1
45,0,0,0,16,23,110973,1,40,1,1,0,0,1,0,2,1,0,0,0,21.25,0,1
45,0,0,0,20,19,105973,0,40,1,1,0,0,1,0,2,1,0,0,0,52.88,0,1
29,0,1,0,12,11,11500,0,30,0,1,1,0,1,0,3,1,0,0,0,17.64,0,0
37,0,1,0,16,15,53400,1,40,1,1,0,0,1,0,3,1,0,0,0,32.65,0,0
33,0,1,0,13,14,0,0,40,1,0,0,0,1,0,0,1,1,0,0,11,0,0
51,0,0,0,16,29,100,0,45,1,1,0,0,1,0,4,1,0,0,0,30.78,0,1
33,0,0,0,16,11,0,0,40,1,0,0,0,1,0,0,1,1,0,0,27.4,0,1
30,0,0,0,16,8,0,1,40,1,0,0,0,1,0,0,1,1,0,0,31.25,0,1
41,0,0,0,12,23,28000,0,40,0,1,0,0,1,0,0,1,0,0,0,24.05,0,1
41,0,0,0,16,19,41000,1,40,1,1,0,0,1,0,0,1,0,0,0,19.23,0,1
67,0,0,0,18,43,0,1,38,1,0,0,0,1,0,0,1,1,0,0,30.37,0,1
48,0,0,0,16,26,0,0,45,1,0,0,0,1,0,0,1,1,0,0,17.09,0,1
33,1,0,0,21,6,0,1,40,1,0,0,0,1,0,0,1,1,0,0,43.28,0,0
45,0,0,0,12,27,0,0,40,1,0,0,0,1,0,0,1,1,0,0,15,0,1
47,0,0,0,12,29,20481,0,55,1,1,1,0,1,0,0,1,0,0,1,29.71,0,1
64,0,0,0,18,40,90000,1,35,1,1,1,0,1,0,0,1,0,0,0,50.23,0,1
22,0,0,0,12,4,0,0,40,1,0,0,0,1,0,0,1,1,0,1,8,0,1
31,0,0,0,18,7,0,0,40,1,0,0,0,1,0,0,1,1,0,1,28.4,0,1
33,0,0,0,16,11,0,0,40,1,0,0,0,1,0,0,1,1,0,0,48.08,0,1
28,0,0,0,16,6,0,1,40,1,0,0,0,1,0,0,1,1,0,0,46.15,0,1
52,0,0,0,12,34,6842,0,40,1,1,0,0,1,0,0,1,0,0,0,18,0,1
25,0,1,0,12,7,0,1,45,1,0,0,0,1,0,2,1,1,0,0,13.2,0,0
28,0,1,0,12,10,0,0,35,0,0,0,0,1,0,0,1,1,0,0,13.01,0,0
50,0,0,1,16,28,9128,0,45,1,0,0,0,1,0,2,1,0,0,0,36.33,0,1
41,0,0,1,16,19,0,1,40,1,0,0,0,1,0,1,1,0,0,1,11.25,0,1
38,0,0,0,18,14,98466,1,40,1,1,0,0,1,0,2,1,0,0,0,43.75,0,1
38,0,0,0,16,16,24490,0,40,1,1,0,0,1,0,2,1,0,0,0,31.25,0,1
44,0,0,0,16,22,64638,0,40,1,1,0,0,1,0,2,1,0,0,0,52.55,0,1
43,0,0,0,18,19,186638,1,40,1,1,0,0,1,0,2,1,0,0,1,42.1,0,1
38,0,0,0,12,20,48090,0,35,1,1,0,0,1,0,2,1,0,0,0,15,0,1
34,0,0,0,14,14,37538,1,40,1,1,0,0,1,0,2,1,0,0,0,27.5,0,1
26,0,0,0,16,4,0,0,45,1,0,0,0,1,0,0,1,1,0,0,22.22,0,1
34,0,1,0,12,16,19342,1,40,0,0,0,0,1,0,0,1,1,0,0,17,0,0
26,0,0,0,12,8,0,1,40,1,0,0,0,1,0,0,1,1,0,1,27.5,0,1
48,0,0,0,16,26,95391,1,40,1,1,0,0,1,0,2,1,0,0,0,11.52,0,1
38,0,0,0,12,20,0,0,75,0,0,0,0,1,0,0,1,1,0,0,5.33,0,1
41,0,0,0,16,19,0,0,40,0,0,0,0,1,0,0,1,1,0,0,20.65,0,1
55,0,0,0,12,37,0,0,40,1,1,0,0,1,0,0,1,0,0,0,8.25,0,1
43,0,0,0,18,19,0,1,28,1,0,0,0,1,0,0,1,1,0,1,37,0,1
30,0,0,0,18,6,0,0,40,1,0,0,0,1,0,0,1,1,0,1,28.4,0,1
31,0,0,0,16,9,25000,0,40,1,1,0,0,1,0,2,1,0,0,0,15,0,1
28,0,0,0,12,10,30000,1,40,1,1,0,0,1,0,2,1,0,0,0,13,0,1
61,0,0,0,12,43,26799,1,40,1,1,0,0,1,0,0,1,0,0,0,10.5,0,1
24,0,0,0,13,5,20002,1,40,0,1,0,0,1,0,0,1,0,0,0,11,0,1
34,0,1,0,18,10,55000,0,40,1,1,0,0,1,0,2,1,0,0,1,31.25,0,0
24,0,0,1,13,5,0,0,40,1,0,0,0,1,0,0,1,0,0,1,22.59,0,1
62,0,0,1,12,44,0,0,40,1,0,0,0,1,0,0,1,0,0,0,25,0,1
46,0,0,1,18,22,1800,1,40,1,0,0,0,1,0,3,1,0,0,1,24.05,0,1
53,0,1,0,13,34,55466,0,40,1,1,0,0,1,0,0,1,0,0,0,14,0,0
53,0,1,0,12,35,44466,1,38,1,1,0,0,1,0,0,1,0,0,1,15,0,0
54,0,0,1,18,30,22600,1,45,1,0,0,0,1,0,3,1,0,0,0,44.44,0,1
38,0,0,0,12,20,60303,0,40,1,0,0,0,1,0,0,1,1,0,0,12.4,0,1
32,0,0,0,18,8,15744,1,40,1,0,0,0,1,0,0,1,1,0,0,60,0,1
42,0,0,1,16,20,0,0,60,0,0,0,0,1,0,2,1,0,0,0,32.05,0,1
30,0,0,0,13,11,0,1,40,1,0,0,0,0,0,0,1,1,0,0,14.43,0,1
59,0,0,0,12,41,12211,0,40,1,1,0,0,0,0,0,1,0,0,1,28.85,0,1
65,0,0,0,18,41,13199,0,15,1,0,0,0,0,0,0,1,1,0,1,13.33,0,1
23,0,0,0,13,4,7000,0,70,1,1,1,0,0,0,1,1,0,0,0,19.23,0,1
25,0,0,0,14,5,7400,0,0,0,0,0,0,0,0,0,1,1,0,0,10,0,1
58,0,0,0,16,36,15600,1,60,1,1,0,0,0,0,0,1,0,0,0,48.08,0,1
32,0,0,0,12,14,79008,0,40,1,0,0,0,0,0,0,1,1,0,0,8,0,1
24,0,0,0,13,5,83018,0,40,1,0,0,0,0,0,0,1,1,0,0,9,0,1
30,0,0,0,16,8,48001,1,52,1,1,0,0,0,0,2,1,0,0,0,30.35,0,1
30,0,0,0,14,10,76350,0,36,1,1,0,0,0,0,2,1,0,0,0,23.65,0,1
23,0,0,0,14,3,124066,0,40,1,0,1,0,0,0,0,1,1,0,0,12,0,1
22,0,0,0,16,0,0,0,40,1,0,0,0,0,0,1,1,1,0,0,11.4,0,1
23,0,0,0,12,5,0,0,70,0,0,0,0,0,0,0,1,1,0,1,14,0,1
33,0,0,1,12,15,0,1,40,0,0,1,0,0,0,3,1,0,0,0,9.91,0,1
27,0,0,0,16,5,0,0,70,1,0,1,0,0,0,0,1,1,0,0,21.85,0,1
44,0,0,1,12,26,0,0,40,1,0,0,0,0,0,1,1,0,0,0,19.62,0,1
52,0,0,0,12,34,38346,1,40,1,1,0,0,0,0,2,1,0,0,1,17.07,0,1
25,0,0,0,13,6,40002,0,35,1,1,0,0,0,0,0,1,0,0,0,9.15,0,1
35,0,0,0,16,13,60000,1,32,1,1,0,0,0,0,1,1,0,0,1,11.31,0,1
55,0,0,0,12,37,17000,0,40,1,1,0,0,0,0,0,1,0,0,0,22,0,1
55,0,0,0,16,33,14600,1,60,1,1,0,0,0,0,0,1,0,0,0,24.68,0,1
52,0,0,0,12,34,33929,0,35,1,1,0,0,0,0,0,1,0,0,0,20,0,1
53,0,0,0,14,33,35621,1,35,1,1,0,0,0,0,0,1,0,0,1,20.09,0,1
49,0,0,0,13,30,65200,1,36,1,1,0,0,0,0,1,1,0,0,0,13,0,1
54,0,0,0,18,30,54000,0,1,1,1,0,0,0,0,1,1,0,0,0,21.25,0,1
40,0,0,0,13,21,46615,0,42,1,1,0,0,0,0,3,1,0,0,1,30,0,1
36,0,0,0,14,16,46615,1,42,1,1,0,0,0,0,3,1,0,0,1,17,0,1
36,0,0,0,12,18,37851,0,40,1,1,0,0,0,0,2,1,0,0,0,32.19,0,1
36,0,0,0,18,12,23153,1,55,1,1,0,0,0,0,2,1,0,0,1,14.45,0,1
28,0,0,0,13,9,18222,1,40,1,1,0,0,0,0,0,1,0,0,0,13.44,0,1
30,0,0,0,11,13,30087,0,40,1,1,0,0,0,0,0,1,0,0,0,10.25,0,1
50,0,0,0,12,32,0,0,40,1,0,0,0,0,0,0,1,1,0,0,14,0,1
45,0,0,0,16,23,7015,0,40,1,1,0,0,0,0,2,1,0,0,0,15,0,1
57,0,0,0,16,35,0,0,40,1,0,0,0,0,0,0,1,1,0,0,42.2,0,1
41,0,0,0,13,22,90131,1,40,1,1,0,0,0,0,2,1,0,0,0,22.35,0,1
43,0,0,0,13,24,56131,0,40,1,1,0,0,0,0,2,1,0,0,0,45.67,0,1
25,0,0,0,13,6,0,1,39,1,0,0,0,0,0,0,1,1,0,0,10,0,1
23,0,0,0,13,4,0,0,35,0,0,0,0,0,0,0,1,1,0,0,10.72,0,1
50,0,0,0,12,32,0,0,50,1,0,0,0,1,0,0,1,1,0,1,16,0,1
28,0,0,0,18,4,92000,0,40,0,1,0,0,1,0,0,1,0,0,0,11.3,0,1
27,0,0,0,18,3,48006,1,50,0,1,0,0,1,0,0,1,0,0,1,11.54,0,1
51,0,0,0,12,33,14400,0,40,0,1,0,0,1,0,0,1,0,0,1,8.5,0,1
49,0,0,0,12,31,75280,1,38,1,1,0,0,1,0,0,1,0,0,1,17.76,0,1
56,0,0,0,12,38,36135,0,45,1,1,0,0,1,0,0,1,0,0,0,20.44,0,1
27,1,0,0,18,3,0,1,40,1,0,0,0,1,0,0,1,1,0,0,49.5,0,0
65,0,0,0,21,38,70524,0,38,1,1,0,0,1,0,1,1,0,0,1,14,0,1
66,0,0,0,16,44,51745,1,38,1,1,0,1,1,0,1,1,0,0,1,9,0,1
48,0,0,0,16,26,0,0,40,1,0,0,0,1,0,0,1,1,0,0,36.08,0,1
29,0,0,1,12,11,0,1,45,1,0,0,0,1,0,1,1,0,0,0,31.62,0,1
36,0,0,0,18,12,0,0,40,1,0,0,0,1,0,0,1,1,0,1,24.52,0,1
57,0,0,0,18,33,0,0,45,1,0,0,0,1,0,0,1,1,0,1,64.11,0,1
43,1,0,0,5,32,0,0,20,0,1,1,0,1,0,2,1,0,0,1,5,0,0
43,0,0,0,16,21,0,0,40,0,0,0,0,1,0,0,1,1,0,0,15,0,1
60,0,0,0,14,40,30000,0,40,1,1,0,0,1,0,0,1,0,0,1,20.67,0,1
47,0,0,0,14,27,87034,1,40,1,1,0,0,1,0,0,1,0,0,0,14.9,0,1
24,0,0,1,12,6,90035,0,40,1,0,0,0,1,0,0,1,0,0,0,20,0,1
46,0,0,0,14,26,5000,1,40,1,1,0,0,1,0,3,1,0,0,0,10,0,1
24,0,0,0,12,6,35031,0,40,1,0,0,0,1,0,0,1,1,0,0,12.01,0,1
58,0,0,0,12,40,38500,1,40,1,1,0,0,1,0,0,1,0,0,0,15.45,0,1
35,0,0,0,14,15,0,1,38,1,0,0,0,1,0,0,1,1,0,0,16.83,0,1
41,0,0,0,16,19,135404,1,40,1,1,0,0,1,0,2,1,0,0,0,41.33,0,1
42,0,0,0,16,20,57431,0,60,1,1,0,0,1,0,2,1,0,0,1,39,0,1
51,0,0,0,18,27,125075,1,40,1,1,0,0,1,0,0,1,0,0,0,41.33,0,1
47,0,0,0,16,25,136050,0,40,1,1,0,0,1,0,0,1,0,0,1,39,0,1
54,0,0,0,14,34,0,1,40,1,0,0,0,1,0,0,1,1,0,0,21.63,0,1
56,0,0,0,14,36,100,1,40,1,1,0,0,1,0,0,1,0,0,1,11,0,1
59,0,0,0,12,41,23000,1,52,1,1,0,0,1,0,0,1,0,0,0,14,0,1
60,0,0,0,12,42,40241,0,40,1,1,0,0,1,0,0,1,0,0,0,29.33,0,1
66,0,0,0,18,42,102540,0,50,1,1,0,0,1,0,0,1,0,0,1,50,0,1
56,0,0,0,18,32,252399,1,40,1,1,0,0,1,0,0,1,0,0,1,33.65,0,1
57,0,0,0,18,33,19169,0,45,1,1,0,0,1,0,0,1,0,0,0,29.07,0,1
58,1,0,0,21,31,176843,0,55,1,1,0,0,1,0,0,1,0,0,1,44.75,0,0
55,1,0,0,18,31,318426,1,50,1,1,0,0,1,0,0,1,0,0,0,30.76,0,0
56,0,0,0,16,34,24500,0,50,1,1,0,0,1,0,3,1,0,0,0,57.7,0,1
23,0,0,0,13,4,178000,0,30,1,0,0,0,1,0,0,1,1,0,0,9,0,1
59,0,0,1,12,41,0,1,48,1,0,0,0,1,0,0,1,0,0,0,19.64,0,1
33,1,0,0,18,9,15001,0,40,1,1,0,0,1,0,1,1,0,0,0,11.27,0,0
56,0,0,0,14,36,35863,0,44,1,1,0,0,1,0,2,1,0,0,1,33,0,1
24,0,0,0,16,2,89600,0,40,1,0,0,0,1,0,0,1,1,0,0,15.7,0,1
49,0,0,1,16,27,0,0,50,1,0,0,0,1,0,0,1,0,0,1,20,0,1
56,0,0,0,18,32,44200,1,35,1,1,0,0,1,0,0,1,0,0,0,65.94,0,1
29,0,0,0,18,5,0,1,40,1,0,0,0,1,0,0,1,1,0,0,35,0,1
36,0,0,0,18,12,53025,1,40,1,1,0,0,1,0,0,1,0,0,1,32.75,0,1
45,0,0,0,18,21,55025,0,40,1,1,0,0,1,0,0,1,0,0,1,30.83,0,1
22,0,1,0,12,4,0,1,40,0,0,1,0,1,0,1,1,1,0,0,9.5,0,0
48,0,0,0,14,28,0,0,50,0,1,0,0,1,0,2,1,0,0,1,20,0,1
47,0,0,0,13,28,0,0,45,0,0,0,0,1,0,0,1,1,0,0,12,0,1
48,0,0,0,12,30,90000,1,40,1,1,0,0,1,0,0,1,0,0,0,3.38,0,1
49,0,0,0,16,27,10022,0,40,1,1,0,0,1,0,0,1,0,0,0,43.28,0,1
41,0,0,0,12,23,10571,0,45,0,1,0,0,1,0,1,1,0,0,0,17.75,0,1
39,0,0,0,18,15,105404,1,40,1,1,0,0,1,0,1,1,0,0,1,20,0,1
62,0,0,0,12,44,10800,0,40,1,1,0,0,1,0,0,1,0,0,1,13.35,0,1
60,0,0,1,14,40,20000,1,40,1,0,0,0,1,0,1,1,0,0,0,14,0,1
24,0,0,0,13,5,38000,0,40,0,0,0,0,1,0,0,1,1,0,0,10,0,1
46,0,0,0,8,32,34000,0,32,1,0,0,0,1,0,0,1,1,0,0,10,0,1
37,0,0,0,14,17,0,0,50,1,0,0,0,1,0,0,1,1,0,1,42.66,0,1
55,1,0,0,14,35,1815,0,40,1,1,0,0,1,0,2,1,0,0,0,48.08,0,0
37,0,0,0,16,15,0,1,40,1,0,0,0,1,0,0,1,1,0,0,41.35,0,1
38,0,0,0,18,14,0,1,35,1,0,0,0,1,0,2,1,1,0,1,45.06,0,1
35,0,0,0,18,11,0,0,35,1,0,0,0,1,0,0,1,1,0,1,39.57,0,1
32,0,0,0,12,14,0,0,40,1,0,0,0,1,0,0,1,1,0,0,32.5,0,1
32,0,0,0,5,21,9000,0,54,0,1,0,0,1,0,2,1,0,0,0,3.76,0,1
50,0,0,0,3,41,0,0,48,0,1,0,0,1,0,1,1,0,0,0,13,0,1
54,0,1,0,12,36,23289,1,40,1,0,0,0,1,0,1,1,1,0,1,14.4,0,0
32,0,0,0,12,14,0,1,40,1,0,0,0,1,0,0,1,1,0,1,20,0,1
66,0,0,0,12,48,51599,1,35,0,1,0,1,1,0,0,1,0,0,0,16.43,0,1
32,0,0,0,13,13,0,0,52,1,0,0,0,1,0,0,1,1,0,1,51.25,0,1
49,0,0,0,18,25,70026,1,60,1,1,0,0,1,0,0,1,0,0,0,7.92,0,1
48,0,0,0,12,30,30026,0,56,1,1,0,0,1,0,0,1,0,0,1,28,0,1
33,0,1,0,14,13,0,1,40,1,0,0,0,1,0,2,1,1,0,1,13.65,0,0
76,0,0,0,12,58,38799,0,40,0,1,0,1,1,0,0,1,0,0,1,20,0,1
36,0,0,0,14,16,105257,0,40,1,0,0,0,1,0,0,1,1,0,1,15,0,1
27,0,0,0,12,9,96300,0,40,1,0,0,0,1,0,0,1,1,0,1,20.37,0,1
28,0,0,0,16,6,0,1,40,1,0,0,0,1,0,0,1,1,0,0,31.8,0,1
35,0,0,0,16,13,0,1,40,1,0,0,0,1,0,0,1,1,0,0,45,0,1
66,0,1,0,8,52,0,0,40,1,1,0,0,1,0,1,1,0,0,1,13.93,0,0
44,0,1,0,13,25,0,1,35,0,0,0,0,1,0,1,1,1,0,0,15.37,0,0
56,0,1,0,13,37,0,0,40,1,0,0,0,1,0,0,1,1,0,1,28.85,0,0
32,0,1,0,5,21,0,0,40,1,0,0,0,1,0,0,1,1,0,0,13,0,0
51,0,1,0,12,33,0,1,40,1,0,0,0,1,0,1,1,1,0,1,9,0,0
62,1,0,0,8,48,24402,0,30,0,1,0,0,1,0,0,1,0,0,0,6.67,0,0
62,0,1,0,16,40,65025,1,50,1,1,0,0,1,0,0,1,0,0,0,30.38,0,0
64,0,1,0,16,42,79025,0,40,1,1,0,0,1,0,0,1,0,0,0,50.95,0,0
44,0,1,0,12,26,16584,1,40,1,1,0,0,1,0,1,1,0,0,1,21.5,0,0
30,0,0,0,18,6,50100,1,40,1,1,0,0,1,0,0,1,0,0,0,13.1,0,1
30,0,0,0,20,4,30100,0,50,1,1,0,0,1,0,0,1,0,0,0,13.84,0,1
55,0,0,0,13,36,70337,0,40,1,1,0,0,1,0,2,1,0,0,1,38.45,0,1
55,0,0,0,12,37,80337,1,40,1,1,0,0,1,0,2,1,0,0,0,33.65,0,1
22,0,0,0,14,2,0,1,40,0,0,0,0,1,0,0,1,1,0,0,8.5,0,1
20,0,0,0,14,0,0,1,40,0,0,0,0,1,0,0,1,1,0,0,8.5,0,1
33,0,0,0,20,7,57000,1,40,1,1,0,0,1,0,2,1,0,0,1,26,0,1
58,0,1,1,5,47,0,1,40,0,0,0,0,1,0,0,1,0,0,0,18.25,0,0
46,0,1,0,12,28,0,1,40,0,1,0,0,1,0,0,1,0,0,0,10.57,0,0
43,0,1,0,12,25,0,1,40,0,0,0,0,1,0,1,1,1,0,0,20,0,0
42,0,1,0,12,24,3000,0,40,0,1,1,0,1,0,4,1,0,0,0,14.25,0,0
30,0,1,1,0,24,16368,1,40,1,0,0,0,1,0,1,1,0,0,0,24.05,0,0
27,0,1,0,16,5,50000,0,40,1,0,0,0,1,0,0,1,1,0,0,24.05,0,0
37,0,0,0,14,17,0,1,0,1,0,0,0,1,0,1,1,1,0,0,18.12,0,1
27,0,0,0,12,9,17006,0,45,1,1,0,0,1,0,2,1,0,0,0,28.89,0,1
53,0,0,0,14,33,54200,0,35,1,0,0,0,1,0,0,1,1,0,0,11.75,0,1
43,0,0,0,18,19,110242,1,50,1,1,0,0,1,0,2,1,0,0,0,25.38,0,1
43,0,0,0,18,19,61404,0,40,1,1,0,0,1,0,2,1,0,0,1,52.88,0,1
39,0,0,0,13,20,4,0,50,1,1,1,0,1,0,9,1,0,0,1,21.14,0,1
27,0,0,0,16,5,0,0,40,1,0,0,0,1,0,0,1,1,0,0,19.23,0,1
27,0,0,0,16,5,0,0,80,1,0,0,0,1,0,0,1,1,0,0,11.77,0,1
71,0,0,0,16,49,0,0,45,1,0,0,0,1,0,0,1,1,0,0,21.38,0,1
24,0,0,0,16,2,0,0,45,1,0,0,0,1,0,0,1,1,0,0,17.51,0,1
75,0,0,0,16,53,35000,0,52,1,1,0,0,1,0,0,1,0,0,1,14.79,0,1
77,0,0,0,16,55,40000,1,35,1,1,0,0,1,0,0,1,0,0,1,19.23,0,1
32,0,0,0,9,17,0,0,40,1,0,0,0,1,0,1,1,1,0,0,11,0,1
45,0,0,0,12,27,0,1,40,1,0,0,0,1,0,0,1,1,0,0,16.5,0,1
31,0,0,0,10,15,62500,1,40,0,1,0,0,1,0,2,1,0,0,0,9,0,1
57,0,0,0,14,37,161011,1,40,1,1,0,0,1,0,2,1,0,0,0,15.45,0,1
28,0,0,0,16,6,184120,1,40,1,0,0,0,1,0,0,1,1,0,0,12,0,1
52,0,0,1,16,30,0,0,60,1,0,0,0,1,0,0,1,0,0,0,80,0,1
58,0,0,0,12,40,18028,0,40,1,1,0,0,1,0,0,1,0,0,1,20,0,1
25,0,0,0,12,7,0,1,40,1,0,0,0,1,0,0,1,1,0,0,11.1,0,1
68,0,0,1,12,50,38000,1,0,0,0,0,1,1,0,1,1,0,0,0,27,0,1
35,0,0,0,18,11,13120,1,40,1,0,0,0,1,0,0,1,1,0,1,39.4,0,1
59,0,0,0,14,39,0,0,55,1,0,0,0,1,0,0,1,1,0,1,26.22,0,1
43,1,0,0,16,21,0,0,60,1,1,0,0,1,0,1,1,0,0,0,6.42,0,0
31,0,0,0,18,7,0,0,40,1,0,0,0,1,0,0,1,1,0,1,38.45,0,1
27,0,0,0,16,5,0,1,40,1,0,0,0,1,0,0,1,1,0,0,45.83,0,1
26,0,0,0,16,4,86782,0,40,1,0,0,0,1,0,1,1,1,0,1,15,0,1
29,0,0,0,13,10,113314,0,40,1,0,0,0,1,0,0,1,1,0,0,24,0,1
56,0,0,0,13,37,11500,1,40,1,1,0,0,1,0,1,1,0,0,0,15,0,1
65,0,0,0,14,45,24976,0,40,1,1,0,0,1,0,1,1,0,0,0,12.5,0,1
56,0,0,1,13,37,0,1,50,1,0,0,0,1,0,0,1,0,0,0,23.08,0,1
36,0,0,0,16,14,65602,0,40,1,0,0,0,1,0,0,1,1,0,1,19.23,0,1
56,0,1,0,16,34,31000,0,40,1,1,0,0,1,0,2,1,0,0,1,29.8,0,0
51,0,1,0,16,29,69524,1,40,1,1,0,0,1,0,2,1,0,0,0,17.3,0,0
46,0,0,0,9,31,0,0,40,1,1,0,0,1,0,0,1,0,0,0,21,0,1
46,0,0,1,16,24,0,1,40,1,0,0,0,1,0,2,1,0,0,0,37.5,0,1
34,0,0,0,14,14,0,0,40,1,0,0,0,1,0,0,1,1,0,0,25.48,0,1
55,0,0,0,12,37,60157,1,35,1,1,0,0,1,0,1,1,0,0,1,21.43,0,1
58,0,0,0,12,40,53157,0,50,1,1,0,0,1,0,1,1,0,0,0,18,0,1
48,0,0,0,12,30,27199,0,40,1,1,0,0,1,0,3,1,0,0,1,33,0,1
43,0,0,0,14,23,50172,1,40,1,1,0,0,1,0,3,1,0,0,0,12.75,0,1
44,0,0,0,12,26,60140,0,40,1,1,0,0,1,0,3,1,0,0,0,34,0,1
52,0,0,0,12,34,61412,1,40,1,0,0,0,1,0,0,1,1,0,0,24.05,0,1
26,0,0,0,16,4,81279,0,45,1,0,0,0,1,0,0,1,1,0,0,11.75,0,1
57,0,0,0,13,38,1543,0,40,1,1,0,0,1,0,2,1,0,0,0,72.13,0,1
65,0,0,1,18,41,0,1,39,1,0,0,0,1,0,0,1,0,0,0,35.51,0,1
56,0,0,0,14,36,1476,1,35,1,1,0,0,1,0,0,1,0,0,0,14,0,1
58,0,0,1,12,40,0,0,40,0,0,1,0,1,0,0,1,0,0,0,17.05,0,1
55,1,0,0,16,33,65,0,40,1,1,0,0,1,0,2,1,0,0,0,39.5,0,0
40,1,0,0,16,18,30000,1,40,0,1,1,0,1,0,0,1,0,0,0,12,0,0
52,0,0,0,12,34,10,0,52,1,1,0,0,1,0,2,1,0,0,1,21.35,0,1
28,0,0,0,13,9,0,0,40,0,1,1,0,1,0,1,1,0,0,0,10,0,1
23,0,0,0,16,1,0,1,40,0,0,0,0,1,0,0,1,1,0,0,12.98,0,1
25,0,0,0,16,3,0,0,35,0,0,0,0,1,0,0,1,1,0,0,17.86,0,1
31,0,0,0,18,7,23000,1,50,1,1,0,0,1,0,0,1,0,0,0,18.08,0,1
32,0,0,0,13,13,47000,0,35,0,1,0,0,1,0,0,1,0,0,0,12.86,0,1
30,0,0,0,16,8,0,0,40,1,0,0,0,1,0,0,1,1,0,0,15,0,1
47,0,0,0,16,25,0,1,45,1,0,0,0,1,0,0,1,1,0,0,27.78,0,1
50,0,0,0,18,26,337,0,60,1,1,0,0,1,0,1,1,0,0,0,16.67,0,1
45,0,0,0,18,21,1615,0,50,1,1,0,0,1,0,2,1,0,0,0,38.46,0,1
61,0,0,0,13,42,120253,0,35,1,1,0,0,1,0,0,1,0,0,0,82.43,0,1
62,0,0,0,16,40,250283,1,35,1,1,0,0,1,0,0,1,0,0,0,43.94,0,1
51,0,0,0,16,29,0,0,60,1,0,0,0,1,0,0,1,1,0,0,48.08,0,1
28,0,1,0,18,4,0,0,35,1,0,0,0,1,0,0,1,1,0,0,19.49,0,0
27,0,0,1,9,12,20800,1,20,0,0,1,0,1,0,1,1,0,0,0,45,0,1
