Condition,White,SubID,Gender,Ethnicity,YOB,TookBreak,TookSeriously,AboutGuess,Comments,ExplainChoice,FoodList,ValueName,ValueImportance,ValueDescription,RandomTime,DescOther,Other.Work,Other.Friend,Other.Respect,Intelligent,Strong,Pleasant,Funny,Confident,Mature,Active,Kind,Nice,Warm,Honest,Fair,Moral,Independent,Self.Moral,Self.disappointed,Self.good,Self.uncomfortable,Self.happywself,Self.determined,Self.annoyed,Self.happy,Self.guilty,Self.comfortable,Self.peaceful,Self.uneasy,Self.disgusted,Self.excited,Self.pleased,Self.energetic,Self.angry,Self.bothered,Self.friendly,Self.dissatisfied,Self.fatigued,Self.selfcrit,Self.optimistic,Self.secure,Self.lonely,Choice.happy,Choice.representative,Choice.anyone,Choice.sufficientinfo,Choice.nochoice,Self.Work,Self.Friend,Self.Respect
Rebel Affirmed,,A2GTASU2WC3V86,1,1,1947,1,5,how people make decisions with limited information.,"it's possible that all 3 suspects were guilty and it's also possible that all 3 suspects were innocent. or, some other combination of innocents or guilt.",Jones had previously served a jail term for burglary. the other two suspects had not. Jones was unemployed but had $300 on him. Jones had a screwdriver on him that could have helped him to break-in. ,,math talent,5,I am in the process of writing an e-book on my thought processes I use when trying to solve a math problem.,26.789,This person is very hard headed. Obviously he is incapable of making a decision. He is probably a closet raciest.,1,1,1,1,1,1,1,NA,1,1,4,1,1,1,1,4,4,50,7,5,4,2,5,6,3,1,3,5,5,6,4,2,2,5,5,7,NA,5,6,2,2,7,6,6,1,1,5,1,1,1
Rebel Affirmed,,ACSZ7IOG3J5NR,1,1,1958,1,5,unsure,none,"Jones is unemployed and had a weak alibi.At the time of his apprehension,he had a lot of cash and a burglary tool(screwdriver) in his possession.He also has a prior conviction for burglary.",,financial responsibility,5,"A few weeks ago,I made my final contribution,for 2011,to my ROTH IRA.It is not easy for me to max out my IRA  contributions,especially since I am over 50 and the limit increases $1000 yearly.I may not be able to maximize my contributios again,but I am proud that I accomplished that goal this year.",43.818,"The other participant is socially liberal.He is set in his thoughts and refuses to change his opinions.He thinks he is right and everyone else is wrong.He refuses to listen to arguments against his opinions,and talks over anyone who tries.He tries to force his opinions on others.",2,2,4,5,5,1,2,3,4,6,3,3,3,5,5,6,4,54,4,5,4,5,6,2,4,1,5,5,2,2,3,6,5,1,5,4,1,2,2,4,4,5,7,6,7,7,7,4,3,3
Rebel Affirmed,,AF40ZGXO14LVQ,1,1,1988,1,5,How race impacts social interactions.,,"The previous record is the main reason for suspicion. None of the details about this subject are incriminating, but if I had to pick one to be most suspicious of, it would be this subject.",,global humanism,5,I donated money to an organization that will improve the health of people and save lives.,19.002,"This person seems to have a good level of social awareness and strong social values. He makes a forceful statement by refusing the participate and stands firm in his view that the assignment is based on racial bias. However, in real life, people are faced with situations of bias and still must make a choice, so refusing to participate may not generate the best results when trying to solve an actual crime.",6,6,6,6,6,4,4,4,6,5,5,5,5,6,6,6,5,65,2,3,2,3,2,1,3,1,4,4,2,1,2,2,2,1,1,5,2,2,3,2,4,2,6,6,5,2,6,2,2,2
Rebel Affirmed,,A132MUECODE1C,2,1,1955,1,5,Impressions of others,None,"no one to substanuate alibi, possession of a large amoun of money",,"I recently led a group of friends on a 18 day tour of Spain. I made all arrangements, 1e. apartment rentals, flights, tour guides, trains, and car rentals.  The trip was enjoyed by all of us.  My leadership abilities were praised.",5,"In my job, I served as grade level chair.  Our grade level was very successful - due to a hard working group and good leadership.",14.453,"I think that this person is caring and responsible.  She is right in refusing to make a decision.  The more I think about it, I wish I had made the same choice.  I agree with her that the task is biased.",7,7,7,6,7,6,6,7,7,6,7,6,5,7,7,7,7,76,1,6,1,6,7,1,6,1,7,5,1,1,3,5,5,1,1,6,1,1,1,6,6,1,2,3,5,3,5,NA,3,3
Rebel Affirmed,,A3VD7LHZAHL9D5,2,1,1972,1,5,"If being shown that someone 'stood up' for a social injustice and I didn't, if I would feel badly.",That was interesting.,Previous conviction for burglary. Although I am not convinced any of them are actually guilty. That's the only thing in any of the profiles that leads me to think any are the culprit.,,Willingness to help.,5,I took leave of absence from work to help my aunt after my uncle died.,13.822,I like that she is standing up for what she perceives to be a social injustice. I assume she is usually willing to stand up in this manner.,6,6,6,6,6,6,4,6,4,6,6,6,6,6,6,6,6,50,1,5,1,4,4,1,5,1,5,5,1,1,3,4,3,1,1,5,1,1,1,5,5,1,4,4,6,1,6,6,6,6
Rebel Affirmed,,A85T1LGXNVR0M,1,1,1993,1,5,Criminology. ,,His criminal record. He was the online one who spent time in jail. ,,Kindness,4,WHen my professor gave me some candy. ,,He is to sensitive. ,4,5,4,4,4,4,4,4,5,4,4,4,4,5,2,4,2,40,5,6,5,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,6,6,7,5,6,7,5,5,6,5,6,6,5,6
Rebel Affirmed,,AV8F4B3BW4OII,2,1,1981,1,4,perception of the human race,None,He was árrested before for burglary. He was found with $400 and a screwdriver and has no job,,athletic ability,4,During a softball game recently I was up to bat with two outs and we were losing by one. There was one person on base. I hit a homerun which helped us win the game.,20.004,I believe this person is right. I think she is a strong woman and stands up for her beliefs.I think she is very out going and would be interesting to meet.,6,6,6,6,7,6,4,7,7,6,4,5,4,7,6,6,6,50,6,3,3,3,3,6,3,6,3,4,6,5,3,3,3,5,5,3,5,3,5,3,3,3,2,1,3,7,7,3,2,2
Rebel Affirmed,,A2UNQAI5MDCKYG,2,1,1954,1,5,suspicious /sterotypes ,no,he has the most evidences,,support,5,my friend was at the hospital for an important surgery. I called and visited her and her family,58.959,"I understand her, because I felt something similar.",6,5,7,6,6,5,5,7,7,6,6,6,6,7,7,7,6,80,1,5,1,6,6,1,6,1,6,6,1,1,5,5,6,1,2,5,1,1,2,6,5,3,5,4,5,4,7,4,4,5
Rebel Affirmed,,A1ZXGCVTAX7LJ2,2,1,1982,1,5,racial stereotypes,,"He had no alibi. He had already gone to jail for 5 months for burlary, and he had 400 in cash in his pocket despite being unemployed. ",,romantic values,5,Recently i drew my husband a card and put it in his laptop bag. The next day when he was at work he found it and was so happy and he felt loved and supported. It made me feel good to make him feel happy and loved. ,40.234,"I think that the other person is jumpy. While the black racial stereotype crossed my mind, the FACTS clearly point to Mr. Jones. this has nothing to do with race adn everythign to do with the facts of the case. I think that they are quick to jump to assuming that things/people are racially insenstive and/or biased. They are probably very intense ofa  person. ",2,1,4,3,5,3,2,4,3,6,4,3,3,5,5,5,6,70,1,6,1,6,5,1,6,1,6,6,1,1,6,4,5,1,1,4,1,2,1,5,6,1,5,4,7,7,7,2,1,2
Rebel Affirmed,,A1ILO7DWH03JBN,2,1,1981,1,5,Bias and judgments,,"Previous history of burglary, large sum of money on his person at the time of arrest when he is currently unemployed. And, really, who carries around a screwdriver?",,I refuse to lie to my daughter and always tell her the truth about whatever she asks. ,5,"When my daughter asked about the easter bunny, she learned he is not real. ",43.193,"I feel that the participant created the bias that she claims exists. If you are unable to step back and consider all things equally, that is only perpetuating the problem. I think she is always looking to cause problems and doesn't consider any task seriously.",1,2,1,1,2,1,1,1,1,2,4,3,2,2,2,1,1,76,1,6,1,7,6,1,7,1,7,6,1,1,4,6,6,1,1,7,1,1,1,6,7,1,7,4,7,7,7,1,2,4
Rebel Control,NO-WHITE,A1QSUIQRZFQ85E ,1,3,1975,1,5,stereotypes and first impressions,,Alibi is not as stron as the others. HAs a lot of cash in had and a scrwdriver.,"Hot chocolate, toast with butter and jam, chicken, pork chops, oranges, orange juice, yogurt, banana, noodles, cantaloupe, cake, sweet potato.",,,,18.602,Confident and sure about his beliefs. Smart and analytical in his decisions. He has a strong sense of social equality and he is easyli influenced by others.,6,6,7,7,6,6,5,7,6,7,6,6,7,7,7,7,7,80,1,6,1,6,6,1,7,1,7,7,1,1,5,6,7,1,1,6,1,1,5,7,7,1,5,4,NA,2,5,5,4,4
Rebel Control,NO-WHITE,ALPS5LDMH2VX6,1,2,1991,1,4,racial stereotypes and whether or not people would go along with them,,He pretty much doesn't have an alibi.  He's spent previous time in jail for another burglary.  Had a large amount of cash on him despite being unemployed.,"A banana, popeye's chicken, egg whites, bacon, hasbrowns, oatmeal, milk, water, brownie",,,,14.838,"They are young, pretentious and naive.  Of course this was backing the black=criminal stereotype.  I might have some of the same views as this person, but eventually they would start to annoy me.",4,3,5,5,3,4,4,6,3,4,6,6,5,NA,6,4,4,50,1,4,1,5,5,1,4,1,5,6,1,1,2,3,3,1,1,2,1,4,2,3,6,4,6,6,6,7,7,3,2,3
Rebel Control,NO-WHITE,A2ETO47ZBX4RYA,2,3,1991,1,5,Choices,Not inparticular,"Prior burglary, motive of being unemployed, no alibi since he was home alone, and he had more money than is normally carried around. ","KFC famous bowl, Pepsi, water, coca cola, grilled cheese, tomato soup, ranch fries, frozen custard",,,,56.981,"I feel like they are a respectable person and that they are uncomfortable with this question due to the accused being an African American man. I also feel that his race does not matter, if given the information without the pictures the evidence would still point to Steven Jones.",1,3,2,3,3,4,4,3,4,5,4,4,4,3,3,4,4,85,1,6,1,6,5,2,7,1,7,7,1,1,4,5,4,1,1,7,1,4,2,6,6,2,7,7,7,5,7,1,1,1
Rebel Control,,A2OSXVGQUR6IL6,1,1,1973,1,5,Racial profiling?,None from me,"Not basing on race--if I did with no information I would have picked the older white male. It seems like many crimes are commited bu the white collar group anymore, just as much as in the impovrished communities. However going on the fact that Steven Jones has a much more violent past of criminal behavior Im choosing him for that reason alone","Scrambled eggs, toast, water, Cheerios",,,,9.184,Someone of a liberal non racist profile. Much like myself--could be black or white tough to say. I believe they understand the world andthat is meant to favor a certain group over another and have probably had experience(s) based on personal situations of their own or of someone they knew personally,6,6,7,7,7,5,4,7,7,7,6,6,5,6,7,6,7,75,3,4,4,4,6,4,3,1,4,3,4,3,2,3,5,3,3,3,4,4,6,2,3,4,6,6,3,5,6,5,5,5
Rebel Control,,AXNJ7GCWP4G5H,2,1,1964,1,5,does the picture influence my choice of the suspect,,Peter and Mark were found with their alibi items and little cash.  Steven was found with a lot of cash and a tool that could have been used to burglarize.  ,"potato, hamburger, french fries, cheerios, pb&j sandwich, cookies, root beer float, spaghetti, broccoli,",,,,12.3,"She is idealistic and immersed in the p.c. rhetoric of the day which she has picked up from her schooling.  If there were no pictures, I'm sure that she would have picked Steven.  She is a little bit rebellious.",2,2,2,4,6,3,2,5,3,6,4,4,3,5,4,4,6,96,1,6,1,6,6,1,6,1,5,5,1,1,1,5,2,1,1,5,1,1,2,3,4,1,7,7,7,7,7,2,2,2
Rebel Control,,,2,1,1990,1,5,race,RACE DOES NO EXIST... ONLY IN OUR MINDS BEACUSE WE HAVE IMAGINED IT TO BE SO.. SKIN COLOR AND NATIONALLITY IS NOT RACE!!!!,no job but has 400 in cash.,"hamburger, cake, chocolate, water, monster, pop, eggs, bacon, chicken nuggets, ",,,,17.969,"very aginst racism, but lacks the understanding that seeing race is racist.",6,5,6,5,7,6,6,7,6,7,7,7,7,7,7,7,7,NA,1,7,1,7,7,1,7,1,7,7,1,1,5,7,1,1,1,7,1,1,1,7,7,1,7,1,7,7,7,2,2,2
Rebel Control,,A2E7G66HQ2WQBZ ,2,1,1945,1,5,judgements,no,previous burglary / possessed a screwdriver,"eggs, pancakes, pasta, seafood, coffee, water, bread",,,,33.797,i agree with her decision to not make a judgement.  there is not enough info.   i find her to be a very fair person.  she is not willing to make a rash and possibly wrong choice.  i admire her integrity,6,6,7,7,7,4,4,7,7,7,7,4,4,7,7,7,7,85,1,6,1,6,7,1,6,1,7,6,1,1,4,5,6,1,1,6,1,1,1,6,6,1,2,1,7,1,6,2,3,3
Rebel Control,,AHAOXF52Q4YQL,1,1,1972,2,5,I have no clue.,,Steve Jones was convicted for burglary and had incriminating items on him.,"I ate Runzas for lunch, I snacked on Hint of Jalapeno Tostitos at work and have been drinking water. I ate 4 pieces of fried chicken, some redbeans and rice and a few french fries for dinner while drinking beer. I had Lasagna for lunch and snacked on Hint of Jalapeno Tostitoes and drank water. ",,,,189.64,"The person is young, intelligent but not experienced in life matters. Quick to discount the survey due to preceived rasism. ",3,4,4,7,5,3,3,5,6,5,4,4,4,6,4,4,4,66,1,5,1,4,6,4,5,3,3,4,4,3,4,3,5,1,3,5,3,2,5,6,4,1,5,5,4,5,5,3,4,2
Rebel Control,,A1IMUPHBTCNWHV,2,1,1953,1,5,attitudes toward different race???,,because of his possessions- jail time,"whole wheat toast,juice,lunchmeat sandwich,salad,stir fry,salad,ice ceam",,,,23.014,I like her answer! This person seems to be outspoken but in a reasonable way. I  think she would be interesting in social situations as she speaks her mind which I wish I was more like that!,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,95,1,7,6,6,7,6,7,1,7,7,6,1,4,6,5,1,7,7,1,1,6,7,7,1,1,5,4,4,4,1,5,6
Rebel Control,,A1JI9MNCFUSI ,2,1,1969,1,4,Choosing the suspect who was most likely guilty of burglary,,I chose the suspect who has a prior record of burglary.,"Food, juice",,,,6.596,"The other person seems to be sensitive in selecting the black person.  But regardless of a person's ethnicity, the person with the most guilty record should be noticed.",3,3,3,4,4,4,4,2,4,5,4,4,4,3,3,4,4,50,1,4,1,4,1,1,4,1,4,4,1,1,4,4,4,1,1,4,1,1,1,4,6,1,6,6,4,6,6,2,4,4
Rebel Control,,A3DOB0HD77KLKN,2,1,1972,1,5,impressions,,"Due to his Prior Record, no real alibi,  previous burglary and $400 in case",Rice / Water / Chicken / Yogurt / Cereal / Baked Potato / Green Beans / Turkey Sandwich,,,,18.189,Someone who is very sensitive and also someone who is offended easily.  At the same time they appear to be someone who stands up for how they feel about something.,5,5,6,5,6,3,3,4,5,6,5,5,4,5,5,5,6,81,2,6,2,6,6,3,6,1,6,6,2,2,5,6,6,2,2,6,2,2,5,6,6,2,6,6,5,7,7,3,4,3
Rebel Control,,A2O2BRJJC7089S ,2,1,1957,1,5,stereotypes,I don't believe the other participant was randomly selected. You just were testing whether I would feel bad about politically incorrect decision based on facts.  ,"Record of previous burglary, a lot of cash on hand,  no alibi. / Decision is based purely on the fact.  All three gentlemen looked totally non suspicious. / ","water, coffee, milk. cereal, sandwich for lunch, soup and sandwich for dinner. same food both days.",,,,73.878,The other participant made an emotional decision rather than the one based on presented facts.  She thought you were playing a game with your test and refused to play. /  / I also felt I had to make a comment that the decision was not racially based. However being a scientist I made my decision based on facts not emotions. /  / It appears that your test is trying to see if people would refuse the select based on facts in order to make a politically correct decision. Further more you stereotyped a female participant to make emotional decision not based on presented facts. /  / I found both rather annoying. ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,91,1,7,1,7,1,1,7,1,7,7,1,1,1,1,7,1,4,7,1,1,1,7,1,1,7,7,7,6,7,4,4,4
Rebel Control,,A20XP6COIP9WX,2,1,1990,1,5,perception,,"Record, possessions when apprehended","pizza, muffin, potato, quesadilla, brownie",,,,19.492,This person seems like they would likely have strong opinions and very forthright about them.,4,4,4,5,5,4,4,4,5,5,4,4,4,4,4,5,4,70,1,5,2,5,3,2,5,1,5,4,2,1,2,3,2,1,1,4,1,6,6,4,4,3,4,4,6,4,5,3,4,3
Rebel Control,,A1NDSEXBYNOUOS,1,1,1958,1,5,Discrimination Discretion,None,"Well I didn't want to but the prior record, weak alibi and the screwdriver would seem to point toward this suspect","6 Dr. Peppers, 2 blueberry poptarts, 16 saltine crakers, 4 slices of cheese. one plate of loaded nachos, 3 slices of pork roast, 1 spoonful of Julienne Potatoes, 2 spoonfuls of green beans, 1 croissant",,,,17.703,"Good for him, a 19 year old with principles. Out spoken, independent, rebellious ",5,4,5,5,5,5,4,5,3,4,4,5,4,5,6,6,6,49,1,5,1,4,5,1,4,1,5,4,1,1,2,4,4,1,1,4,1,1,2,5,6,2,5,5,6,6,5,5,5,5
Rebel Control,,,2,1,1982,1,5,i assume it's about implicit attitudes towards race OR emotions about socially/racially charged tasks OR a combination of both,,"large amount of cash and screwdriver, prior burglary arrest, alibi is not necessarily able to be proven. i almost chose Mark Mather based on him also not having a solid alibi and his career as a real estate agent (he may have insight about how to artfully conduct a burglary), but decided the screwdriver in Steven Jones' possession was really suspicious. I am also highly aware that I picked the only black man and did not want to implicate him based on the systemic racial profiling that happens in the U.S.","5 cups of coffee, egg salad sandwich, 2 bowls of cholent (stew), 1 bowl of cereal, chicken sandwich, 1 bowl of lentil soup, around 10 glasses of water",,,,19.188,"while I actually agree with the other participant, my first impressions of her (or her traits, rather):  / politically correct, maybe to a pretentious degree / fiery / socially aware",5,5,6,6,7,4,3,6,6,7,5,4,4,7,6,6,7,55,1,4,1,6,7,2,5,1,5,6,1,1,3,7,1,1,3,2,1,6,4,7,5,3,2,1,5,5,4,4,5,5
Rebel Control,,A3DHOIQP52GUNA ,2,1,1951,1,5,Attitudes toward people who disagree with us; attitudes toward self when disagreed with.,no,"Of the three, he's the only one with a relevant criminal record (burglary), AND when apprehended he had $400 in cash, a screwdriver, and a gun on him -- all highly suspect. The other two didn't have significant money, any weapons, or any tools for entry on their persons.","water, iced tea, wine, spaghetti, garlic bread, m & m's, bagel and cream cheese, roast pork, mashed potatoes, peas, piece of chocolate, cheese omelet. ",,,,15.605,"The other participant is a little defensive, constantly on guard against people playing a ""trick"" on her. She's at least slightly antagonistic, and not much of a thinker. Unable or unwilling to reason things through. I don't think that I'd get along with her well -- it would be too much work to tippy-toe around her biases, and I have a feeling she would be constantly confrontational. ",2,2,3,2,4,2,1,2,3,6,3,4,5,4,4,4,6,86,2,5,2,5,3,1,5,1,6,6,2,1,1,5,2,1,1,3,1,6,2,3,6,1,7,7,2,5,2,1,2,3
Rebel Control,,A2J7PEUIO2WVUN,2,1,1982,1,5,racial profiling,,"he had money , a screwdriver, and he has a bad record",I ate Arbys today for lunch. Yesterday i ate rigitonnis.,,,,18.657,This person feels like there are alot of discriminations against black people. They think everyone should be treated equally.,5,6,6,6,6,5,4,6,7,5,6,6,6,6,7,7,4,80,1,6,1,5,6,1,6,1,5,5,1,1,2,3,1,1,1,4,1,1,1,3,4,1,7,2,7,7,7,4,4,4
Rebel Control,,A3KD9H86AAIFV5,2,1,1977,1,4,How people view themselves and others based on very little information,Interesting study.,"He has a prior record of burglary, had a lot of money on his person, and no one can verify his alibi.","Water, coffee, tomato soup, salad, oatmeal, fruit, tomato soup, candy",,,,14.359,I think this person is young and possibly idealistic.  I think she's smart and wants to challenge authority.  She would probably be interesting to talk to in social situations.,4,5,6,6,6,4,4,6,5,5,4,4,4,6,6,6,4,50,3,4,4,4,3,3,4,4,3,3,5,2,2,2,2,2,5,3,4,5,6,2,4,4,4,5,NA,3,4,2,3,3
Rebel Control,,AQ54A5VJA42HG,1,1,1978,1,5,"I don't know, how sensitive people are when making obvious choices when race is involved. ","No, thank you. ","His previous record, occupation, alibi, and possesions when apprehended. ","Yesteryday I ate a chicken sandwich for dinner. That's all I ate, oh and pop-tarts too. Today I had two checkers double cheeserburgers and fries, that's all so far. ",,,,20.133,"I think he's a douchebag, liberal extremist(yes, they exist) type. He lets emotion dictate his actions and thinking. I wouldn't want to me or interact with him. ",1,1,2,1,1,1,1,1,2,5,4,3,4,1,1,2,1,90,1,5,1,5,6,1,5,1,6,6,1,1,2,6,4,1,2,3,1,1,1,5,6,1,7,4,7,7,1,3,3,3
Rebel Control,,A127R5QI5OGBIK,2,1,1958,1,5,To see how people feel when they are called on something that they shouldn't have done.,none,"He has no alibi, he has already spent 6 months in jail for burglary and he is unemployed. That is not say that any of those things mean a person is guilty, but combined they look suspicious. The others do not look nearly so suspicious if at all.",tea / cheese eggs / vanilla wafers / almonds / cookie / toast with jelly / congealed fruit salad / granola bars / water,,,,16.613,"I admire this person's stand. I was bothered by the fact that the choice was so obvious as well, but I didn't state that. I admire her for doing so. She sounds like a person of principle, a little spunky and quite self-confident. I think I would like her. My impressions of her are all positive. I think she definitely comes from another generation than mine. My generation tends more to comply with directions no matter what the situation; her generation is more willing to take a stand when they feel strongly about something.",6,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,95,2,2,5,2,4,6,2,2,4,2,6,3,2,2,2,2,4,2,2,6,4,3,3,7,2,5,4,1,6,2,4,2
Rebel Control,,A73N6NP0A3EWO ,2,1,1962,1,5,racial attitued?,,"has a record, has large amount of cash and is unemployed","macaroni and cheese, yogurt and granola, water, coffee,. soy milk, cupcake",,,,9.286,"they are overcompensating to appear as if they have no racial bias- i have no racial bias either but it does not matter to me what color the men are - only who has a record, is unemployed and is carrying money. The oher person could be someone who actually is racist and overcompensating.",4,5,4,4,4,4,4,3,4,5,4,4,4,4,4,4,4,81,1,5,1,5,4,1,5,1,5,4,1,1,4,4,5,1,1,1,1,1,1,4,5,1,6,6,6,6,6,2,2,2
Rebel Control,,A1JKHJ2QH0Z8ZS,2,1,1978,1,4,no clue!,no,"has a previous burglary conviction, no alibi.","donuts, a beer, coffee, two pieces of toast, ice cream, eggplant parmesan",,,,9.505,"I imagine this person is very concerned with fairness, and is not afraid to speak their mind.  The person may tend to go against the grain, and stand up for what she believes is right.",4,4,7,4,6,4,4,5,4,6,4,4,4,4,6,4,4,81,1,4,1,2,2,2,4,1,2,2,1,1,1,1,3,1,2,3,2,2,4,2,4,4,4,4,5,4,4,1,2,1
Rebel Control,,A33FBG0T3WLLHY,2,1,1988,1,5,racists,none,"No alibi, previous burglary charge and $400 in cash on him? who carries that much!","Life cereal, milk, 5 cans of soda, cereal bar, orange, banana, pork chops, broccoli, rice, baked vegetables, ice cream sandwhich, chips, cheese puffs, bagel thin, jam, roll",,,,9.463,"The person is out for group equality. Probably believes everyone is equal, blah, blah, blah. Church girl- out for the good of anyone. Refuses to do anything bad. We need less people like this in society thats for sure.",1,1,1,1,1,1,1,1,1,7,4,1,1,1,4,4,2,15,1,5,1,5,5,1,5,1,5,5,1,1,4,5,5,1,1,5,1,1,1,5,5,1,7,7,7,7,7,1,1,1
Rebel Control,,ANPRD24W7JEF5 ,2,1,1977,1,5,Perceptions of people,,"He has a previous conviction for burglary, was carrying a large sum of money on his person, and he has motive since he has no job.","Starbucks iced coffee, McDonalds meal, peanut butter Cheerios, muffin, burrito, fish, rice, broccoli, potato salad, grilled chicken",,,,25.383,"The other participant is obviously very young and most likely a college student.  She sounds like a typical, overly liberal female that is typical of teenagers and people in their 20's.  ",2,2,2,3,4,NA,3,6,1,6,3,4,4,4,6,6,6,50,1,4,1,5,4,1,5,1,6,5,1,1,2,5,2,NA,1,1,1,7,2,4,6,1,7,7,7,7,7,2,2,2
Rebel Control,,AGQ23TKNPSKK7,1,1,1982,1,5,forming impressions about someone I have never met before,I am NOT a racist. I was just answering the question that was asked. I have quite a few friends from different cultures and backgrounds,"He was home alone so there were no solid witnesses, he has a past associated with burglaries, had a screwdriver and $400 in cash and also he is unemployed so he had motive for burglarizing houses","4 chicken sandwiches, two bacon hamburgers, coke, sausage biscuit, hash browns, pizza, spaghetti, tacos, chicken, coleslaw, texas toast, french fies",,,,24.825,Probably someone who has a lot of black friends and thinks EVERYTHING is about racism,3,3,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,80,1,6,1,6,7,1,7,1,7,6,2,1,5,5,5,1,1,5,1,6,1,6,6,1,7,7,7,7,1,3,3,1
Rebel Control,,A2KWL0TRAT7GPW,1,1,1980,1,5,Racial profiling.,I think it would be interesting in future surveys to display the name of the suspects but not associate them with the images. Though I don't know if that would help your particular study.,His previous time served and the possessions he had on him would certainly lead me to believe it was Steven Jones. ,"Coffee, watch, wild cherry pepsi, MIO, chicken cheese & broccoli, steak and egg sandwich, granola bar, wheat thins, Gouda cheese, pop corners, garlic chicken tortellini",,,,18.584,I imagine he has a personal reason for being racially sensitive. I feel he is too quick to play the race card to prove himself as being an unbiased / non-racist person.,3,2,4,4,3,4,1,2,5,2,1,1,4,3,4,NA,5,85,1,7,1,6,6,1,7,1,6,6,1,1,4,6,5,1,1,7,1,2,1,6,6,1,6,6,7,1,7,2,2,4
Rebel Control,,A3PCYGS91UTBQ9,1,1,1987,1,4,no idea,,He's burgled before.,"i ate a cheeseburger and a brownie, chicken, stir fry, milk, tea , water, pop",,,,6.188,"he's probably fairly smart, or at least thinks he's clever for gaming the system.",1,5,4,5,4,4,5,5,4,5,4,5,4,3,4,5,5,42,5,4,5,5,4,5,4,5,NA,5,5,5,4,5,4,4,5,4,6,6,5,6,5,4,5,4,5,4,4,5,4,5
Rebel Control,,A34SS2Q0X9EHM,2,1,1952,1,5,Social attitudes.,I was frustrated by the fact that the obvious suspect was the person who was a member of a minority group. Also very curious about the food question! Interesting study. Would love to know more about it!,"He was alone, and thus has no alibi. He had a somewhat large amount of cash on hand (compare to the other suspects). The screwdriver could have been used to gain entry. He also has a previous record for burglary.","Yogurt with fruit, spinach/kale soup and croutons, Thai basil eggplant and brown rice (2 nights), raspberry whole wheat pancakes and 2 eggs, 6 cups green tea, 2 cups coffee, 2 glasses of wine, green olives.",,,,37.275,"This female speaks her mind. She is able to say what others may be thinking but don't say. Her tone may be abrasive to some (""I refuse..."") but her message is very clear. ",6,6,6,6,7,4,4,7,4,7,6,6,5,7,7,7,7,96,3,4,2,4,5,3,4,3,4,4,2,2,2,2,3,3,2,6,3,1,3,6,5,1,4,2,1,1,2,3,2,2
