subject_id,study,cohort,demo_race,demo_gender,demo_firstgen,bedtime_mssd,TotalSleepTime,midpoint_sleep,frac_nights_with_data,daytime_sleep,cum_gpa,term_gpa,term_units,Zterm_units_ZofZ
376,1,lac2,1,1,0,0.024228014,455.4285714,308.4821429,0.965517241,26.89285714,3.48,2.98,48,-0.127051324
378,1,lac2,1,1,0,0.540711111,299.0952381,414.952381,0.724137931,28.28571429,4,4,51,0.588774427
379,1,lac2,1,1,0,0.173659556,343.0769231,493.5192308,0.896551724,24.5,3.07,4,48,-0.127051324
381,1,lac2,1,1,0,0.464511111,398,502.7272727,0.379310345,19,4,4,45,-0.842877075
390,1,lac2,1,1,0,1.98878316,283.1111111,585.1944444,0.620689655,30.72222222,3.81,3.56,48,-0.127051324
395,1,lac2,1,1,0,0.134137327,338.6785714,424.4285714,0.965517241,13.89285714,3.4,3.81,51,0.588774427
402,1,lac2,1,1,0,0.125710841,427.28,487.52,0.862068966,46.16,3.76,3.72,43,-1.320094242
412,1,lac2,1,1,0,0.124438657,397.9230769,374.5769231,0.448275862,58.76923077,3.6,4,51,0.588774427
413,1,lac2,1,1,0,0.197647843,413.7857143,408,0.965517241,47.14285714,3.79,3,51,0.588774427
422,1,lac2,1,1,0,0.062386671,373.88,383.36,0.862068966,34.52,3.29,3.28,45,-0.842877075
427,1,lac2,1,1,0,0.610249433,452.5333333,407.0666667,0.517241379,82.26666667,4,4,55,1.543208762
430,1,lac2,1,1,0,0.209741355,301.3103448,486.2241379,1,21.17241379,3.58,3.24,56,1.781817345
452,1,lac2,1,1,0,0.028315264,394.8275862,342.7586207,1,16,4,4,50,0.350165843
454,1,lac2,1,1,0,0.298978588,384.96,369,0.862068966,57.4,3.12,3.6,45,-0.842877075
461,1,lac2,1,1,0,0.153550907,424.6785714,373.9464286,0.965517241,8.464285714,3.81,3.59,49,0.11155726
463,1,lac2,1,1,0,0.253501397,341.4814815,409.537037,0.931034483,34.2962963,3.49,3.6,45,-0.842877075
466,1,lac2,1,1,0,0.806630658,349.6315789,540.6052632,0.655172414,36.78947368,2.65,3.49,48,-0.127051324
473,1,lac2,1,1,0,0.829391934,400.5416667,405.7916667,0.827586207,36.95833333,3.25,2.49,38,-2.51313716
476,1,lac2,1,1,0,0.107086953,406.75,385.2857143,0.965517241,24.67857143,3.52,3.45,40,-2.035919993
483,1,lac2,1,1,0,0.718650794,336.1724138,477.0689655,1,85.79310345,3.78,3.8,49,0.11155726
487,1,lac2,0,1,0,0.522706173,219.875,396.46875,0.551724138,136.1875,2.78,1.5,46,-0.604268491
489,1,lac2,1,1,0,0.042136488,481.1785714,349.1964286,0.965517241,19.10714286,4,4,53,1.065991594
507,1,lac2,1,1,0,0.111303155,428.3684211,361.6052632,0.655172414,7.052631579,3.69,3.76,56,1.781817345
522,1,lac2,1,1,0,0.083909505,421.3529412,453.1470588,0.586206897,17.94117647,4,3.53,47,-0.365659907
525,1,lac2,1,1,0,0.900247396,351.2,476.64,0.862068966,45.4,3.55,2.6,53,1.065991594
559,1,lac2,1,1,0,0.376793639,370.4814815,627.5925926,0.931034483,32.77777778,3.57,3,48,-0.127051324
572,1,lac2,1,1,0,2.762805556,347.8571429,533.1428571,0.724137931,62.38095238,3.8,3.59,46,-0.604268491
595,1,lac2,0,1,0,0.044082341,408.2758621,348.6896552,1,54.4137931,2.49,2.84,49,0.11155726
644,1,lac2,1,1,0,2.196203556,415.7692308,432.0192308,0.896551724,64.61538462,3.17,2.8,46,-0.604268491
671,1,lac2,1,1,0,0.036821333,414.6923077,424.9230769,0.896551724,18.53846154,3.8,4,47,-0.365659907
4,2,uw1,1,1,0,0.117315556,447.5,372.3461538,0.928571429,28.15384615,3.7666665,3.5,14,-0.06222689
8,2,uw1,1,1,0,0.553016975,456.72,364.8,0.892857143,61.56,3.5999996,3.127777,18,1.680126039
14,2,uw1,1,1,0,0.044828151,518.5714286,342.9107143,1,30.53571429,3.533333,3.9,15,0.373361342
15,2,uw1,1,1,0,0.064903978,493.5714286,260.2142857,1,31.75,3.746153846,3.9,15,0.373361342
20,2,uw1,1,1,0,0.112528959,274.1785714,315.6071429,1,152.6428571,2.882758207,2.75,14,-0.06222689
22,2,uw1,1,1,0,0.128678222,494.3846154,305.1730769,0.928571429,54.11538462,3.15185137,3.1,15,0.373361342
23,2,uw1,1,1,0,0.068741046,444.8928571,314.6607143,1,35.71428571,2.915384,2.933333,15,0.373361342
24,2,uw1,1,1,0,0.06241579,382.1785714,477.2857143,1,54.89285714,3.451851556,3.8,15,0.373361342
26,2,uw1,1,1,0,0.141044444,467.1875,392.5,0.571428571,29.75,2.916666,1.7,15,0.373361342
30,2,uw1,1,1,0,0.602623274,438.7037037,405.5555556,0.964285714,41.77777778,3.33571375,3.933333,15,0.373361342
31,2,uw1,1,1,0,0.083347304,459.4814815,281.1481481,0.964285714,14.81481481,4,4,13,-0.497815123
35,2,uw1,1,1,0,0.307469517,441.0357143,345,1,36.53571429,3.532257903,3.6,15,0.373361342
46,2,uw1,1,1,0,0.457633333,328.8846154,497.3269231,0.928571429,88.11538462,3.651515121,3.344444,18,1.680126039
51,2,uw1,0,1,0,1.742653061,362.125,508.5,0.285714286,64,3.757575182,3.833333,15,0.373361342
55,2,uw1,0,1,0,2.172514793,255.3703704,560.9814815,0.964285714,46.44444444,3.346428179,2.5,10,-1.80457982
58,2,uw1,1,1,0,0.060625,511.2592593,320.462963,0.964285714,37.92592593,3.583333,3.55,10,-1.80457982
62,2,uw1,0,1,0,3.360042202,422.2727273,640.2272727,0.785714286,54.59090909,3.7799996,3.266666,15,0.373361342
64,2,uw1,1,1,0,0.439572176,442,404.05,0.714285714,34.75,3.8166665,3.933333,15,0.373361342
67,2,uw1,1,1,0,0.104858646,402.5925926,342.3333333,0.964285714,18.81481481,3.912902516,3.85,16,0.808949574
68,2,uw1,0,1,0,0.038330285,430.1428571,317.75,1,24.78571429,3.528571429,3.653846,13,-0.497815123
69,2,uw1,0,1,0,1.759210285,328.1666667,430.875,0.428571429,17.08333333,2.939285286,1.7,15,0.373361342
73,2,uw1,1,1,0,0.175588235,418.1666667,325.25,0.642857143,18.22222222,4,3.972727,11,-1.368991587
74,2,uw1,1,1,0,0.080836621,432.1851852,478.0925926,0.964285714,41.55555556,3.6999995,3.623076,13,-0.497815123
75,2,uw1,1,1,0,0.079898643,487.4642857,305.9464286,1,36.92857143,3.82,3.66923,13,-0.497815123
87,2,uw1,1,1,0,0.074575903,408.75,297.3928571,1,18.92857143,3.749999643,3.875,16,0.808949574
91,2,uw1,1,1,0,0.108675888,369.5357143,358.4285714,1,67.57142857,3.818749563,3.752941,17,1.244537807
92,2,uw1,1,1,0,0.155477442,485.7142857,314.2857143,1,27.42857143,3.077418968,3.230769,13,-0.497815123
93,2,uw1,1,1,0,5.344766667,485.1666667,497,0.214285714,114,3.856521391,3.95,10,-1.80457982
102,2,uw1,0,1,0,0.607304405,497.3571429,507.9285714,0.5,50.07142857,2.603447931,3.9,13,-0.497815123
103,2,uw1,1,1,0,0.129575719,383.6666667,327.125,0.857142857,6.625,3.913792345,4,15,0.373361342
106,2,uw1,0,1,0,2.027127778,291.4545455,605.8636364,0.392857143,44.27272727,3.45999992,3.566666,15,0.373361342
109,2,uw1,1,1,0,0.106907556,371.0769231,330.9615385,0.928571429,51.03846154,3.315151182,3.721428,14,-0.06222689
111,2,uw1,0,1,0,0.54766276,454.7058824,450.2058824,0.607142857,46.17647059,3.2799998,3.5,10,-1.80457982
113,2,uw1,0,1,0,0.131948255,355.8214286,409.2857143,1,59.25,3.3799998,3.5,15,0.373361342
115,2,uw1,1,1,0,12.92842222,380.1666667,724.6666667,0.214285714,9.166666667,3.4156245,3.233333,15,0.373361342
116,2,uw1,1,1,0,0.942780612,423.4666667,320.9333333,0.535714286,90,3.675,3.538461,13,-0.497815123
118,2,uw1,1,1,0,0.186487603,387.0434783,298.9782609,0.821428571,17.82608696,3.43999985,3.5,10,-1.80457982
122,2,uw1,1,1,0,0.474972565,482.6,416.3,0.357142857,44.2,3.326086652,3.033333,15,0.373361342
124,2,uw1,0,1,0,0.643803155,418.7,368.9,0.357142857,48.7,3.111110778,3.2,15,0.373361342
126,2,uw1,1,1,0,0.252284433,408.48,320.44,0.892857143,90.44,3.8799998,3.961538,13,-0.497815123
127,2,uw1,0,1,0,0.184224444,359.2307692,345.7307692,0.928571429,39.23076923,3.621739,3.592307,13,-0.497815123
128,2,uw1,1,1,0,7.477890947,412.3,283.05,0.357142857,15.8,3.8666665,3.966666,15,0.373361342
130,2,uw1,1,1,0,0.04155807,511.6071429,264.4642857,1,29.67857143,3.916666,3.9,15,0.373361342
136,2,uw1,1,1,0,0.049951227,458,363.4642857,1,27.25,3.7,3.933333,15,0.373361342
141,2,uw1,1,1,0,0.142999132,451.84,316.18,0.892857143,51.88,3.333332556,2.533333,15,0.373361342
146,2,uw1,1,1,0,0.32452334,392.5185185,359.1296296,0.964285714,39.44444444,3.955172,3.964285,14,-0.06222689
153,2,uw1,1,1,0,0.054510364,393.1071429,319.625,1,23.21428571,3.579999833,3.966666,12,-0.933403355
155,2,uw1,1,1,0,0.098910227,406.7142857,398.9285714,1,22.64285714,3.913792862,3.952941,17,1.244537807
157,2,uw1,1,1,0,0.172579256,361.8214286,471.25,1,29.92857143,3.458620069,3.55,10,-1.80457982
158,2,uw1,1,1,0,0.254525778,364.8846154,326.9230769,0.928571429,67.19230769,3.090624375,2.9,18,1.680126039
165,2,uw1,1,1,0,0.252345679,436.36,355.94,0.892857143,57.72,3.725806129,3.733333,15,0.373361342
166,2,uw1,1,1,0,0.172248895,432.5714286,333.3928571,1,27.35714286,3.892856357,3.833333,15,0.373361342
167,2,uw1,1,1,0,0.59007233,399.35,425.075,0.714285714,87.1,3.72,3.566666,15,0.373361342
170,2,uw1,1,1,0,0.00450503,487.0714286,282.4821429,1,42.07142857,3.7999995,3.766666,15,0.373361342
171,2,uw1,1,1,0,0.152449846,460.5384615,335.1923077,0.464285714,19.92307692,3.316666,3.233333,12,-0.933403355
175,2,uw1,1,1,0,0.101027282,413.6785714,376.9107143,1,12.35714286,3.7499995,3.744444,18,1.680126039
179,2,uw1,1,1,0,0.050706066,430.4642857,296.4464286,1,34.96428571,4,3.966666,15,0.373361342
180,2,uw1,0,1,0,0.073322222,447.8846154,315.0961538,0.928571429,36.26923077,2.637930517,3.483333,18,1.680126039
188,2,uw1,1,1,0,0.069481405,435.1785714,319.7857143,1,30.39285714,3.645454394,3.83125,16,0.808949574
191,2,uw1,0,1,0,0.510052202,388.9642857,384.3214286,1,40.92857143,3.299999586,3.4,15,0.373361342
193,2,uw1,1,1,0,0.183817801,374.4444444,381.4259259,0.964285714,43.74074074,3.910714143,3.8,15,0.373361342
195,2,uw1,1,1,0,1.234155329,404.375,327.1875,0.285714286,59.5,2.608695217,2.866666,15,0.373361342
198,2,uw1,1,1,0,1.333217401,435.4347826,433.9782609,0.821428571,20.86956522,3.1999995,2.9,15,0.373361342
199,2,uw1,1,1,0,0.153960695,437.1363636,318.3863636,0.785714286,25,3.08,3.633333,15,0.373361342
306,3,uw2,1,1,0,0.041045953,421.6428571,355.7142857,1,29.28571429,3.865,3.87,15,0.041207105
307,3,uw2,1,1,0,0.029149338,434.1666667,322.625,0.857142857,26.04166667,3.458,3.29,14,-0.479500856
312,3,uw2,1,1,0,0.048323356,390.0416667,335.1041667,0.857142857,43.875,3.2928125,3.76,16,0.561915066
323,3,uw2,1,1,0,0.47581443,406.4583333,464.8333333,0.857142857,23.58333333,2.958275862,2.8,13,-1.000208817
324,3,uw2,1,1,0,0.097755969,460.173913,424.7826087,0.821428571,34.82608696,2.625,3,15,0.041207105
331,3,uw2,1,1,0,0.016025597,414.3913043,385.9782609,0.821428571,43.95652174,3.05,3.25,15,0.041207105
335,3,uw2,1,1,0,0.075667962,357.2142857,412.2321429,1,31.78571429,2.822222222,2.68,14,-0.479500856
338,3,uw2,1,1,0,0.217173333,412.6153846,356.0769231,0.928571429,13.26923077,3.695517241,3.84,16,0.561915066
339,3,uw2,1,1,0,0.051998685,485.1481481,330.1481481,0.964285714,28.62962963,3.702,3.79,12,-1.520916778
340,3,uw2,1,1,0,0.075077778,478.1666667,369.4166667,0.214285714,57.5,2.865,3.51,16,0.561915066
348,3,uw2,1,1,0,0.117205456,456,247.0714286,1,33.71428571,3.078888889,3.35,13,-1.000208817
351,3,uw2,1,1,0,0.07112902,432.9285714,415.6964286,1,42.25,3.405,3.04,12,-1.520916778
352,3,uw2,0,1,0,0.110837191,402.12,544.1,0.892857143,53.92,3.688928571,3.89,14,-0.479500856
354,3,uw2,1,1,0,0.125174638,371.2222222,294.1851852,0.964285714,51.2962963,3.823235294,3.95,18,1.603330987
355,3,uw2,1,1,0,0.018477747,323.4285714,340.625,1,23.46428571,3.57,3.63,16,0.561915066
356,3,uw2,1,1,0,0.037849032,428.25,292.1071429,1,33.82142857,3.726206897,3.59,18,1.603330987
360,3,uw2,1,1,0,1.173676269,349.3928571,423.4642857,1,64.85714286,2.98,3.07,15,0.041207105
363,3,uw2,1,1,0,0.180828402,435.6428571,308.6071429,0.5,35.64285714,3.775,3.7,15,0.041207105
364,3,uw2,1,1,0,0.259393424,449.3636364,315.5454545,0.785714286,49.81818182,3.500967742,3.47,16,0.561915066
365,3,uw2,1,1,0,0.506566072,387.9285714,456.5,1,79.39285714,2.947142857,3.33,17,1.082623027
366,3,uw2,0,1,0,0.083427816,486.6363636,328.3863636,0.785714286,64.90909091,3.0975,3.3,15,0.041207105
369,3,uw2,1,1,0,0.039382807,437.1851852,347.6481481,0.964285714,27.37037037,3.803333333,3.76,18,1.603330987
373,3,uw2,1,1,0,0.061013725,409.4814815,308.4444444,0.964285714,36.81481481,3.155454545,3.41,13,-1.000208817
378,3,uw2,1,1,0,0.052619576,456,307.1296296,0.964285714,39.77777778,3.88,3.78,13,-1.000208817
380,3,uw2,1,1,0,0.185720889,412.7692308,322.1346154,0.928571429,30.15384615,3.259655172,3.23,15,0.041207105
386,3,uw2,1,1,0,0.072307099,372.2857143,372.2857143,0.25,53.42857143,3.917419355,4,18,1.603330987
394,3,uw2,1,1,0,0.071266575,462.4285714,299.8214286,1,25.17857143,3.71,3.45,12,-1.520916778
399,3,uw2,0,1,0,0.053386752,433.1111111,460.8703704,0.964285714,56.55555556,3.730625,3.95,13,-1.000208817
401,3,uw2,1,1,0,0.047301097,436.9285714,413.4464286,1,50.25,3.57,3.49,14,-0.479500856
405,3,uw2,1,1,0,0.116004039,388.8928571,345,1,37.82142857,3.240625,3.59,14,-0.479500856
407,3,uw2,1,1,0,0.187172309,428.8823529,404.1470588,0.607142857,50.41176471,3.665862069,3.7,15,0.041207105
413,3,uw2,1,1,0,0.77931359,378.9130435,463.6304348,0.821428571,31.04347826,3.32037037,3.13,14,-0.479500856
418,3,uw2,1,1,0,0.108658854,396.6470588,407.8529412,0.607142857,35.41176471,3.78,3.8,17,1.082623027
422,3,uw2,0,1,0,0.136750096,478.52,429.14,0.892857143,61.24,2.830833333,3.08,18,1.603330987
435,3,uw2,1,1,0,0.088317778,417.2307692,457.8076923,0.928571429,42.11538462,3.315,3.53,15,0.041207105
439,3,uw2,1,1,0,0.0579984,370.6785714,367.6071429,1,16.82142857,3.653703704,3.3,14,-0.479500856
448,3,uw2,1,1,0,0.577190667,417.8846154,514,0.928571429,51.03846154,4,3.97,14,-0.479500856
454,3,uw2,1,1,0,0.157928669,365,374.25,1,47.35714286,3.25,3.27,15,0.041207105
458,3,uw2,1,1,0,0.278307446,451.962963,352.3518519,0.964285714,64.33333333,3.215,2.99,18,1.603330987
465,3,uw2,0,1,0,0.125992,432.9230769,420.3076923,0.928571429,28.23076923,3.390357143,3.37,16,0.561915066
469,3,uw2,1,1,0,0.068602893,388.7407407,360,0.964285714,37.11111111,3.958857143,3.94,14,-0.479500856
485,3,uw2,1,1,0,0.299431424,367.4444444,344.1111111,0.321428571,70.88888889,2.9,3,15,0.041207105
490,3,uw2,1,1,0,0.111857186,459.6071429,352.6785714,1,31.57142857,2.998,3.4,15,0.041207105
494,3,uw2,1,1,0,0.103435203,411.5,440.75,0.857142857,35.08333333,3.724117647,3.86,18,1.603330987
499,3,uw2,0,1,0,0.126889468,413.52,440.96,0.892857143,38.36,3.946428571,3.93,15,0.041207105
503,3,uw2,1,1,0,0.13315212,402.9259259,305.4814815,0.964285714,38.03703704,3.492258065,2.94,14,-0.479500856
506,3,uw2,1,1,0,0.571608728,352.8148148,419.3333333,0.964285714,79.07407407,3.657272727,3.3,13,-1.000208817
509,3,uw2,1,1,0,0.148132907,349.5714286,354.875,1,100.2857143,3.635,3.83,18,1.603330987
510,3,uw2,1,1,0,0.037504409,368.2272727,351.4090909,0.785714286,36.22727273,2.83,2.67,15,0.041207105
511,3,uw2,1,1,0,0.204280556,410.5714286,400.5952381,0.75,18.9047619,3.862592593,3.8,15,0.041207105
513,3,uw2,1,1,0,0.044613233,449.56,351.44,0.892857143,15.64,3.611,3.09,14,-0.479500856
523,3,uw2,1,1,0,0.22167162,392.7857143,285.7321429,1,46.32142857,3.385,2.77,14,-0.479500856
534,3,uw2,1,1,0,0.069091111,393.4230769,364.1923077,0.928571429,34.46153846,3.052727273,3,15,0.041207105
541,3,uw2,1,1,0,0.358432023,382.75,504.2857143,1,48.35714286,3.154482759,3.28,12,-1.520916778
547,3,uw2,1,1,0,0.101952,369.2692308,322.3269231,0.928571429,37.15384615,3.139259259,3.14,14,-0.479500856
557,3,uw2,0,1,0,0.293845743,391.9259259,368.1481481,0.964285714,45.59259259,2.799130435,2.86,16,0.561915066
559,3,uw2,1,1,0,0.09362902,399.1071429,446.2321429,1,51.71428571,3.680625,3.17,15,0.041207105
562,3,uw2,1,1,0,10.59540365,298.3333333,584.6666667,0.321428571,6.555555556,3.88,3.52,18,1.603330987
564,3,uw2,0,1,0,0.048606222,407.3846154,415.0192308,0.928571429,49.07692308,3.601034483,3.63,16,0.561915066
567,3,uw2,0,1,0,0.157320484,436.3181818,433.7727273,0.785714286,24.09090909,3.948275862,3.91,18,1.603330987
570,3,uw2,1,1,0,0.052149901,403.4814815,427.3888889,0.964285714,35.51851852,3.363703704,3.01,15,0.041207105
571,3,uw2,1,1,0,0.128576444,435.3461538,427.1346154,0.928571429,40.42307692,3.625454545,3.49,13,-1.000208817
306,1,lac2,1,0,0,0.62441736,339.9545455,492.4545455,0.75862069,42.5,3.4,3.5,45,-0.842877075
308,1,lac2,0,0,0,0.409338018,414.3333333,467.3333333,0.931034483,38,2.53,2.4,48,-0.127051324
314,1,lac2,1,0,0,0.174514556,381.2142857,446.8214286,0.965517241,34.67857143,2.79,3.37,49,0.11155726
360,1,lac2,1,0,0,1.240037879,350.6956522,349.3695652,0.793103448,32.04347826,3.29,3.39,49,0.11155726
361,1,lac2,1,0,0,0.297786596,357.7272727,451.5227273,0.75862069,30.86363636,3.59,3.38,49,0.11155726
380,1,lac2,1,0,0,0.085431193,376.5862069,473.4827586,1,6.24137931,3.48,3.46,47,-0.365659907
383,1,lac2,1,0,0,0.120820206,411.8333333,459.0416667,0.827586207,55.41666667,3.77,3.57,47,-0.365659907
386,1,lac2,1,0,0,0.299388109,422.137931,402.1724138,1,72.31034483,3.22,3.58,53,1.065991594
394,1,lac2,1,0,0,0.106319444,425.3448276,375.1724138,1,52.93103448,3.74,3.81,52,0.827383011
396,1,lac2,1,0,0,1.217045139,362.0952381,415.0238095,0.724137931,31.0952381,3.8,3.61,56,1.781817345
419,1,lac2,1,0,0,0.099436226,340,489.1851852,0.931034483,25.07407407,3.56,3.59,46,-0.604268491
432,1,lac2,1,0,0,2.758615451,263.5294118,533.1470588,0.586206897,42.29411765,3.21,3.05,45,-0.842877075
453,1,lac2,1,0,0,4.255410998,283.3333333,669.7333333,0.517241379,40.46666667,3.6,2.18,47,-0.365659907
479,1,lac2,1,0,0,0.267059518,408.3214286,411.4107143,0.965517241,22.67857143,2.86,3.78,46,-0.604268491
506,1,lac2,1,0,0,0.018758149,411.7241379,335.6896552,1,10.82758621,4,4,60,2.73625168
541,1,lac2,1,0,0,0.02902111,393.2857143,401.8392857,0.965517241,36.46428571,4,4,49,0.11155726
551,1,lac2,1,0,0,0.170305768,431.3448276,445.637931,1,35.79310345,4,3.42,55,1.543208762
563,1,lac2,1,0,0,0.166596936,427.7857143,401.0714286,0.965517241,67.89285714,4,4,40,-2.035919993
577,1,lac2,1,0,0,0.110240644,393.72,393.32,0.862068966,52.8,3.78,3.81,46,-0.604268491
581,1,lac2,1,0,0,0.419997124,397.962963,411.037037,0.931034483,39.22222222,3.56,4,45,-0.842877075
586,1,lac2,1,0,0,1.398122428,427.1052632,457.3157895,0.655172414,28.52631579,3.8,4,49,0.11155726
609,1,lac2,1,0,0,0.04941701,421.4736842,330.5526316,0.655172414,25.68421053,3.77,3.79,47,-0.365659907
613,1,lac2,1,0,0,0.183344041,388.4090909,398.9318182,0.75862069,44.18181818,4,4,54,1.304600178
631,1,lac2,1,0,0,0.781137022,428.5,477.8571429,0.965517241,32.60714286,2.36,2.79,47,-0.365659907
662,1,lac2,0,0,0,0.489205703,457.3703704,535.4444444,0.931034483,30.92592593,1.7,2.47,43,-1.320094242
665,1,lac2,1,0,0,0.103651556,405.3846154,442.7307692,0.896551724,40.07692308,3.52,3.57,51,0.588774427
670,1,lac2,1,0,0,0.289564472,413.1071429,407.5178571,0.965517241,44.32142857,3,3.53,45,-0.842877075
1,2,uw1,1,0,0,0.321182967,445.24,425.78,0.892857143,67.48,3.196295815,3.9,5,-3.982520982
10,2,uw1,1,0,0,0.177411806,361.8095238,289.9047619,0.75,49.28571429,3.9230765,4,15,0.373361342
12,2,uw1,1,0,0,0.099630855,370.5,390.2083333,0.857142857,26.125,3.555172069,3.56923,13,-0.497815123
13,2,uw1,1,0,0,1.118415316,404.8,406.08,0.892857143,103.08,3.592856464,3.533333,15,0.373361342
28,2,uw1,1,0,0,0.069268785,439.2142857,326.6964286,1,48.60714286,3.744827034,3.838461,13,-0.497815123
38,2,uw1,1,0,0,0.147709295,433.25,417.525,0.714285714,72.05,3.883333,3.9,10,-1.80457982
39,2,uw1,1,0,0,0.054357948,371.1071429,493.0714286,1,25.78571429,3.466666182,3.608333,12,-0.933403355
45,2,uw1,1,0,0,0.127034845,348.962963,330.7962963,0.964285714,53.07407407,3.96,3.766666,15,0.373361342
47,2,uw1,1,0,0,0.126940253,337.3928571,437.75,1,84.96428571,3.8666665,3.566666,15,0.373361342
49,2,uw1,1,0,0,11.48029478,400.25,536.6875,0.285714286,68.5,3.396551241,3.563636,11,-1.368991587
54,2,uw1,1,0,0,1.469314583,399.5238095,573.5714286,0.75,76.38095238,3.082757931,2.477777,18,1.680126039
57,2,uw1,1,0,0,0.059450746,438.75,370.5625,0.857142857,42.70833333,3.2,3.038461,13,-0.497815123
76,2,uw1,1,0,0,0.044577991,434.3333333,351.6296296,0.964285714,41.7037037,3.686206552,3.335714,14,-0.06222689
88,2,uw1,1,0,0,0.786485333,436.3846154,394.0769231,0.928571429,64.19230769,3.54074037,3.233333,15,0.373361342
95,2,uw1,1,0,0,0.076273333,496.8461538,300.0192308,0.928571429,19.07692308,3.9041665,3.9,10,-1.80457982
97,2,uw1,0,0,0,0.062107988,389.7407407,355.7407407,0.964285714,25.62962963,3.693102931,3.533333,15,0.373361342
99,2,uw1,1,0,0,0.129263556,400.0384615,385.3846154,0.928571429,47.5,3.590624313,3.366666,15,0.373361342
120,2,uw1,1,0,0,0.058558147,408,400.5714286,1,26.71428571,2.611110667,3.464285,14,-0.06222689
138,2,uw1,1,0,0,1.494677855,386.0769231,540.0769231,0.464285714,22.38461538,3.7730765,3.866666,15,0.373361342
140,2,uw1,1,0,0,0.070595946,441.9285714,373.5357143,1,23.07142857,3.803333,3.944444,18,1.680126039
143,2,uw1,1,0,0,0.042815482,449.2,381,0.714285714,36.7,3.986842105,3.916666,18,1.680126039
145,2,uw1,1,0,0,0.168380889,423.6923077,490.6730769,0.928571429,31.92307692,3.239130435,3.633333,15,0.373361342
156,2,uw1,1,0,0,1.552285856,346.7142857,435.2678571,1,60.82142857,3.609374969,3.441176,17,1.244537807
159,2,uw1,0,0,0,0.467478632,287.8571429,456.4285714,0.5,104.4285714,3.421428286,2.91875,16,0.808949574
160,2,uw1,1,0,0,0.086288265,455.6,437.7333333,0.535714286,18.26666667,3.709090818,3.442857,14,-0.06222689
178,2,uw1,1,0,0,1.836083984,329.4117647,600.0294118,0.607142857,39.64705882,3.269999433,2.894444,18,1.680126039
181,2,uw1,1,0,0,1.432682639,368.6666667,537.6666667,0.75,88.76190476,2.8999996,3.266666,15,0.373361342
183,2,uw1,1,0,0,0.466439556,353.6538462,476.2692308,0.928571429,52.61538462,3.880645161,4,15,0.373361342
184,2,uw1,1,0,0,0.609090078,388.7857143,367.3571429,1,46,3.8799996,3.666666,15,0.373361342
194,2,uw1,1,0,0,0.656165123,485.8571429,425.1428571,0.25,19.85714286,3.5299995,3.733333,15,0.373361342
197,2,uw1,0,0,0,0.317611961,404,430.3666667,0.535714286,63.66666667,2.983333,2.933333,15,0.373361342
202,2,uw1,1,0,0,20.84922497,393.5,647.75,0.357142857,56.7,3.886206586,3.866666,15,0.373361342
205,2,uw1,1,0,0,0.072973373,475.2962963,307.2222222,0.964285714,49.88888889,3.7999995,3.766666,15,0.373361342
313,3,uw2,1,0,0,0.053141289,383.9642857,323.3035714,1,17.39285714,2.92,3.52,15,0.041207105
320,3,uw2,1,0,0,0.123543721,420.2962963,393.1296296,0.964285714,26.51851852,3.335,3.63,15,0.041207105
347,3,uw2,1,0,0,0.07504763,418.5357143,327.3571429,1,35.64285714,3.816896552,3.67,15,0.041207105
353,3,uw2,1,0,0,0.111226852,401.88,372.12,0.892857143,43.96,2.827857143,3,9,-3.08304066
370,3,uw2,1,0,0,0.131931111,366.3846154,380.6730769,0.928571429,71.07692308,3.315,3.9,16,0.561915066
372,3,uw2,1,0,0,0.214004157,466.6363636,275.1363636,0.785714286,59.59090909,3.428333333,3.28,13,-1.000208817
374,3,uw2,1,0,0,0.026300869,533.2142857,291.4821429,1,10.39285714,3.938,3.8,15,0.041207105
376,3,uw2,1,0,0,0.044731367,363.2857143,341.3928571,1,70.17857143,3.267272727,3.84,15,0.041207105
385,3,uw2,1,0,0,0.154886999,497.8888889,434.037037,0.964285714,22.33333333,3.33,3.59,14,-0.479500856
388,3,uw2,1,0,0,0.036096632,402.3214286,356.2678571,1,44.14285714,3.75862069,3.43,15,0.041207105
390,3,uw2,1,0,0,3.433156829,433.28,493,0.892857143,42.08,2.498235294,3.83,13,-1.000208817
391,3,uw2,1,0,0,0.053640286,401.037037,340.7407407,0.964285714,32.55555556,3.788181818,3.91,16,0.561915066
392,3,uw2,1,0,0,0.051933775,359.3928571,395.4464286,1,57.32142857,3.720645161,3.77,18,1.603330987
403,3,uw2,1,0,0,0.055881778,508.8846154,269.0576923,0.928571429,15.38461538,3.546363636,3.46,17,1.082623027
404,3,uw2,1,0,0,0.847938034,336.3703704,434.6666667,0.964285714,110.5925926,2.538947368,1.96,12,-1.520916778
411,3,uw2,0,0,0,0.174149901,336.3928571,380.5535714,1,33.17857143,3.03,2,16,0.561915066
427,3,uw2,1,0,0,0.733563476,194.7826087,330.0869565,0.821428571,292.3043478,2.947272727,1.07,15,0.041207105
432,3,uw2,1,0,0,1.122251808,371.5714286,442,0.5,25.42857143,3.2525,3.93,15,0.041207105
442,3,uw2,1,0,0,0.023350099,387.4642857,338.2321429,1,33.10714286,3.673448276,4,15,0.041207105
445,3,uw2,1,0,0,0.053512803,397.25,360.3571429,1,68.46428571,3.348181818,3.71,17,1.082623027
