id,time,cohort,knowledge,theories,biasworry,strategy,strat_know,strat_efficacy,strat_mot,centrality,respect,rank,gender_d,race_white,race_black,education_ba,yearsworked,frequency_black,frequency_hispanic,frequency_asian,frequency_gay,frequency_trans,facilduo_gender,facilduo_race,facilduo_le,facilduo_relatedle,facilduo_relatedle_nole,attendance,substitution,perspective,mindful
s4909,2,2,2,3,1,3.4,5,5,5,3,4.75,NA,0,NA,NA,1,3,4,4,1,3,0,mf,bw,0,1,1,10,4,3,4
s4926,1,2,4,6,1.4,0.4,NA,NA,NA,2.6666666666666665,4.25,0,1,0,1,1,26,5,4,3,3,1,ff,bw,0,0,0,55,0,1,1
s4926,2,2,5.666666666666667,6,2.4,1,4,3,3,2.6666666666666665,4.25,0,1,0,1,1,26,5,4,3,3,1,ff,bw,0,0,0,55,2,1,1
s4943,1,2,4,6,4,1,NA,NA,NA,4.666666666666667,5.5,1,1,0,0,1,29,5,5,2,3,1,NA,NA,NA,NA,NA,NA,0,0,3
s4943,2,2,3,7,1,0,5,3,2,4.666666666666667,5.5,1,1,0,0,1,29,5,5,2,3,1,NA,NA,NA,NA,NA,NA,0,0,0
s4955,1,2,1,7,1,0,NA,NA,NA,2,6.75,NA,NA,NA,NA,NA,28,3,3,3,3,3,mf,bw,0,1,1,49,0,0,0
s4955,2,2,2,4,1,0,2,2,2,2,6.75,NA,NA,NA,NA,NA,28,3,3,3,3,3,mf,bw,0,1,1,49,0,0,0
s4966,1,2,1,7,1,1.4,NA,NA,NA,5,4,0,1,1,0,0,16,5,5,2,3,3,NA,NA,NA,NA,NA,NA,0,6,0
s4966,2,2,5,7,4,1.4,3,3,3,5,4,0,1,1,0,0,16,5,5,2,3,3,NA,NA,NA,NA,NA,NA,0,6,0
s4982,1,2,1,7,1,3,NA,NA,NA,6,5,0,1,0,0,0,3,4,4,3,4,3,mm,bw,0,1,1,43,0,6,6
s4982,2,2,2,7,1,5.2,5,5,5,6,5,0,1,0,0,0,3,4,4,3,4,3,mm,bw,0,1,1,43,2,6,6
s4985,1,2,6,5,5,2.2,NA,NA,NA,4.666666666666667,7,0,0,0,1,1,20,5,5,5,5,5,mm,bw,0,1,1,43,0,4,4
s4985,2,2,2.6666666666666665,7,5,2.6,3,3,3,4.666666666666667,7,0,0,0,1,1,20,5,5,5,5,5,mm,bw,0,1,1,43,4,3,2
s5000,1,2,3.6666666666666665,6.5,1,1.2,NA,NA,NA,4,5.75,0,1,0,1,1,30,5,4,3,3,3,mf,bw,0,1,1,7,0,0,6
s5000,2,2,5,6,3,4.6,4,4,4,4,5.75,0,1,0,1,1,30,5,4,3,3,3,mf,bw,0,1,1,7,5,5,5
s5006,1,2,2,5,1,0,NA,NA,NA,4,4,NA,NA,NA,NA,NA,27,4,4,3,4,3,mf,bw,0,0,0,38,0,0,0
s5006,2,2,3,6,5,2,4,3,3,4,4,NA,NA,NA,NA,NA,27,4,4,3,4,3,mf,bw,0,0,0,38,2,4,2
s5007,1,2,2,5,2,0.6,NA,NA,NA,6,6,0,1,1,0,0,26,4,4,4,4,3,ff,bw,0,1,1,50,0,1,1
s5007,2,2,5,3,4,1,4,4,4,6,6,0,1,1,0,0,26,4,4,4,4,3,ff,bw,0,1,1,50,1,1,1
s5013,1,2,2,4,4,3.8,NA,NA,NA,4.333333333333333,5.5,0,1,NA,NA,0,26,4,4,3,3,3,mf,bw,0,1,1,31,0,6,6
s5013,2,2,4,5,5,1,4,3,3,4.333333333333333,5.5,0,1,NA,NA,0,26,4,4,3,3,3,mf,bw,0,1,1,31,1,1,1
s5018,1,2,1,2.5,1,4.8,NA,NA,NA,7,1,0,1,0,0,0,2,5,5,5,4,0,mf,bw,0,1,1,34,4,4,4
s5018,2,2,2.6666666666666665,2.5,4,0,5,5,4,7,1,0,1,0,0,0,2,5,5,5,4,0,mf,bw,0,1,1,34,0,0,0
s5020,1,2,5.333333333333333,3.5,1.2,3.8,NA,NA,NA,2,1.75,0,1,0,0,1,2,5,4,0,2,1,mf,bw,1,1,0,52,3,6,6
s5020,2,2,5,3,4.6,4.8,4,4,4,2,1.75,0,1,0,0,1,2,5,4,0,2,1,mf,bw,1,1,0,52,3,6,6
s5028,1,2,2,4,1,4.4,NA,NA,NA,3,4,0,1,0,0,0,3,5,4,1,3,3,ff,bw,0,0,0,55,0,6,4
s5028,2,2,4,4,4,6,5,5,5,3,4,0,1,0,0,0,3,5,4,1,3,3,ff,bw,0,0,0,55,6,6,6
s5029,1,2,2,4,2,2,NA,NA,NA,3.3333333333333335,4.25,0,1,NA,NA,NA,24,4,4,2,3,2,mf,bw,0,1,1,50,2,2,2
s5029,2,2,4,4,4,0,1,1,1,3.3333333333333335,4.25,0,1,NA,NA,NA,24,4,4,2,3,2,mf,bw,0,1,1,50,0,0,0
s5040,1,2,1.6666666666666667,2,2.4,5.4,NA,NA,NA,5.333333333333333,6,NA,NA,NA,NA,1,34,4,4,4,3,2,mf,bw,0,1,1,34,6,5,6
s5040,2,2,3,5.5,4,6,5,5,5,5.333333333333333,6,NA,NA,NA,NA,1,34,4,4,4,3,2,mf,bw,0,1,1,34,6,6,6
s5042,1,2,3,3.5,1,2,NA,NA,NA,6,5,NA,1,1,0,1,3,5,4,0,2,2,mm,bw,0,1,1,35,3,2,2
s5042,2,2,4.333333333333333,5,1,3,4,4,4,6,5,NA,1,1,0,1,3,5,4,0,2,2,mm,bw,0,1,1,35,3,3,3
s5045,1,2,4.666666666666667,5.5,4.6,4,NA,NA,NA,1,2,1,0,1,0,1,23,4,3,2,3,3,NA,NA,NA,NA,NA,NA,5,5,3
s5045,2,2,6.333333333333333,4,4,3.6,4,3,4,1,2,1,0,1,0,1,23,4,3,2,3,3,NA,NA,NA,NA,NA,NA,3,5,3
s5052,1,2,2,6,1,3.2,NA,NA,NA,4,6.75,1,1,1,0,1,26,5,5,5,3,2,mf,bw,0,1,1,50,0,6,6
s5052,2,2,3.6666666666666665,5.5,2,2,4,4,4,4,6.75,1,1,1,0,1,26,5,5,5,3,2,mf,bw,0,1,1,50,2,2,2
s5062,1,2,5.333333333333333,5,1,5,NA,NA,NA,3.3333333333333335,7,0,0,0,1,1,19,4,3,2,4,1,ff,bw,0,1,1,50,6,6,6
s5062,2,2,5.333333333333333,7,1,6,5,5,5,3.3333333333333335,7,0,0,0,1,1,19,4,3,2,4,1,ff,bw,0,1,1,50,6,6,6
s5076,1,2,1,7,1,4.8,NA,NA,NA,6,4,1,0,0,0,1,28,5,5,4,5,2,mf,bw,0,0,0,48,0,6,6
s5076,2,2,4,4,1,3,4,3,3,6,4,1,0,0,0,1,28,5,5,4,5,2,mf,bw,0,0,0,48,1,6,6
s5080,1,2,1,7,1,2,NA,NA,NA,7,7,1,1,1,0,1,22,3,3,3,3,3,ff,bw,1,1,0,49,0,3,4
s5080,2,2,4,4,4,1.2,3,3,3,7,7,1,1,1,0,1,22,3,3,3,3,3,ff,bw,1,1,0,49,0,0,2
s5124,1,2,1,4,1,3,NA,NA,NA,6.333333333333333,6,0,0,0,0,1,14,4,4,3,3,3,ff,bw,0,0,0,55,3,3,3
s5124,2,2,4,3,4,3,4,4,4,6.333333333333333,6,0,0,0,0,1,14,4,4,3,3,3,ff,bw,0,0,0,55,3,3,3
s5135,1,2,1.3333333333333333,4.5,1,3.6,NA,NA,NA,6,6.75,0,1,0,0,0,3,5,5,1,2,1,mf,bw,0,1,1,50,0,6,6
s5135,2,2,1.6666666666666667,5.5,1,2.8,1,1,2,6,6.75,0,1,0,0,0,3,5,5,1,2,1,mf,bw,0,1,1,50,0,6,6
s5156,1,2,1,3.5,1,2.4,NA,NA,NA,5.666666666666667,7,NA,NA,NA,NA,NA,28,5,5,5,5,3,mf,bw,0,1,1,50,0,0,5
s5156,2,2,3.3333333333333335,7,1,1.2,5,5,5,5.666666666666667,7,NA,NA,NA,NA,NA,28,5,5,5,5,3,mf,bw,0,1,1,50,1,1,1
s5161,1,2,5.666666666666667,5.5,5.4,1.6,NA,NA,NA,7,4.5,0,NA,NA,NA,1,30,5,5,4,4,3,mm,bw,0,1,1,53,0,2,3
s5161,2,2,1.3333333333333333,7,2.2,2.8,4,4,5,7,4.5,0,NA,NA,NA,1,30,5,5,4,4,3,mm,bw,0,1,1,53,2,3,3
s5177,1,2,2.3333333333333335,4.5,1,3.6,NA,NA,NA,4.666666666666667,5.25,1,0,0,1,1,20,5,5,3,4,3,ff,bw,1,1,0,49,2,4,5
s5177,2,2,5.333333333333333,2,2,6,4,5,4,4.666666666666667,5.25,1,0,0,1,1,20,5,5,3,4,3,ff,bw,1,1,0,49,6,6,6
s5181,1,2,5.333333333333333,5,3.4,1,NA,NA,NA,3.6666666666666665,4.5,0,1,1,0,1,26,4,3,3,3,2,mf,bw,0,0,0,48,0,3,1
s5181,2,2,6.666666666666667,4.5,5.2,3.2,3,4,4,3.6666666666666665,4.5,0,1,1,0,1,26,4,3,3,3,2,mf,bw,0,0,0,48,4,3,4
s5185,1,2,1,7,1,1.2,NA,NA,NA,5,3,0,0,0,1,1,18,5,5,5,3,0,mf,bw,0,0,0,54,2,1,1
s5185,2,2,5,2.5,1,3.2,5,5,5,5,3,0,0,0,1,1,18,5,5,5,3,0,mf,bw,0,0,0,54,3,3,3
s5199,1,2,1.6666666666666667,6.5,1,3.6,NA,NA,NA,6,7,1,1,0,1,1,30,5,5,5,5,5,mf,bw,0,0,0,51,3,3,6
s5199,2,2,1,5.5,1,5,5,5,5,6,7,1,1,0,1,1,30,5,5,5,5,5,mf,bw,0,0,0,51,5,5,5
s5216,1,2,1,2,1,5,NA,NA,NA,7,7,0,0,0,0,1,25,5,5,4,5,5,mf,bw,0,1,1,34,5,5,5
s5216,2,2,2.6666666666666665,1,2.2,6,5,5,5,7,7,0,0,0,0,1,25,5,5,4,5,5,mf,bw,0,1,1,34,6,6,6
s5232,1,2,1.3333333333333333,7,1,0.6,NA,NA,NA,4,5.25,0,1,0,1,1,23,5,5,5,4,3,mf,bw,1,1,0,52,0,2,1
s5232,2,2,3,6.5,5,5.2,5,5,5,4,5.25,0,1,0,1,1,23,5,5,5,4,3,mf,bw,1,1,0,52,4,4,6
s5233,1,2,5,5,1,4.2,NA,NA,NA,5.333333333333333,4,0,1,1,0,1,2,3,5,1,3,1,mm,bw,0,1,1,49,4,4,6
s5233,2,2,4.333333333333333,6,2.4,6,5,5,5,5.333333333333333,4,0,1,1,0,1,2,3,5,1,3,1,mm,bw,0,1,1,49,6,6,6
s5247,1,2,1,7,1,0,NA,NA,NA,1,1,NA,1,1,0,NA,19,3,3,3,3,3,mm,bw,0,1,1,53,0,0,0
s5247,2,2,3,4,4,6,5,5,5,1,1,NA,1,1,0,NA,19,3,3,3,3,3,mm,bw,0,1,1,53,6,6,6
s5274,1,2,4.333333333333333,5,1,0.2,NA,NA,NA,5,7,0,0,1,0,1,14,5,5,3,4,3,NA,NA,NA,NA,NA,NA,0,0,0
s5274,2,2,2.6666666666666665,5,1,2,4,4,4,5,7,0,0,1,0,1,14,5,5,3,4,3,NA,NA,NA,NA,NA,NA,2,2,2
s5307,1,2,1,2,1.4,1.6,NA,NA,NA,1,1,0,NA,NA,NA,NA,18,5,5,5,5,3,mf,bw,0,1,1,56,0,2,2
s5307,2,2,2,6,2,2,4,4,4,1,1,0,NA,NA,NA,NA,18,5,5,5,5,3,mf,bw,0,1,1,56,2,2,2
s5310,1,2,4,4,4,6,NA,NA,NA,4,4,0,NA,NA,NA,1,18,4,4,4,4,4,mm,bw,0,1,1,31,6,6,6
s5310,2,2,3.6666666666666665,4,3,5,4,3,3,4,4,0,NA,NA,NA,1,18,4,4,4,4,4,mm,bw,0,1,1,31,5,5,5
s5343,1,2,1,7,1,4.6,NA,NA,NA,4.666666666666667,5.25,0,1,0,0,0,3,5,3,2,4,4,mf,bw,0,0,0,54,2,6,6
s5343,2,2,1.6666666666666667,6,1,0.8,4,3,3,4.666666666666667,5.25,0,1,0,0,0,3,5,3,2,4,4,mf,bw,0,0,0,54,1,2,0
s5376,1,2,4.333333333333333,4,1,0,NA,NA,NA,4,4,0,1,1,0,1,3,5,5,5,3,3,mf,bw,0,0,0,53,0,0,0
s5376,2,2,4,4,2.4,1,3,3,2,4,4,0,1,1,0,1,3,5,5,5,3,3,mf,bw,0,0,0,53,1,1,1
s5386,1,2,5.333333333333333,7,1,1.2,NA,NA,NA,6.333333333333333,7,1,1,0,1,1,30,5,5,5,3,1,mf,bw,0,1,1,52,0,1,4
s5386,2,2,6.666666666666667,4.5,2.6,5,5,5,5,6.333333333333333,7,1,1,0,1,1,30,5,5,5,3,1,mf,bw,0,1,1,52,6,4,6
s5388,1,2,3,5.5,4,0.4,NA,NA,NA,4,4,0,0,1,0,1,3,5,4,1,4,3,mm,bw,0,1,1,43,0,2,0
s5388,2,2,4.333333333333333,4,2,1,4,4,4,4,4,0,0,1,0,1,3,5,4,1,4,3,mm,bw,0,1,1,43,3,2,0
s5422,1,2,4.333333333333333,3.5,2.8,1.8,NA,NA,NA,1,5,1,0,0,1,1,21,3,3,2,2,1,mf,bw,0,1,1,47,0,6,3
s5422,2,2,3.6666666666666665,4.5,1.4,6,4,3,4,1,5,1,0,0,1,1,21,3,3,2,2,1,mf,bw,0,1,1,47,6,6,6
s5451,1,2,3.3333333333333335,4,4,6,NA,NA,NA,4,4,0,1,0,0,0,3,5,1,1,3,0,mf,bw,0,1,1,34,6,6,6
s5451,2,2,3,4,3,6,5,5,5,4,4,0,1,0,0,0,3,5,1,1,3,0,mf,bw,0,1,1,34,6,6,6
s5452,1,2,2.3333333333333335,6,2,0,NA,NA,NA,4,4,0,NA,NA,NA,NA,27,3,3,2,2,1,mm,bw,0,1,1,53,0,0,0
s5452,2,2,3,4,3,0,2,2,2,4,4,0,NA,NA,NA,NA,27,3,3,2,2,1,mm,bw,0,1,1,53,0,0,0
s5461,1,2,2,4,4,0.2,NA,NA,NA,4,4,0,1,1,0,1,3,5,4,1,3,3,mf,bw,1,1,0,52,0,1,0
s5461,2,2,4.666666666666667,5.5,4.6,3,5,4,4,4,4,0,1,1,0,1,3,5,4,1,3,3,mf,bw,1,1,0,52,3,3,3
s5498,1,2,4,4,4,0,NA,NA,NA,4,4,0,1,1,0,1,23,4,4,3,3,3,mf,bw,0,0,0,52,0,0,0
s5498,2,2,5,7,4,5,5,4,5,4,4,0,1,1,0,1,23,4,4,3,3,3,mf,bw,0,0,0,52,6,6,6
s5523,1,2,2.3333333333333335,5,4.6,3.4,NA,NA,NA,5.666666666666667,7,0,1,0,1,0,25,5,4,1,3,3,mf,bw,0,1,1,52,3,6,5
s5523,2,2,4.333333333333333,4,1,3,5,3,5,5.666666666666667,7,0,1,0,1,0,25,5,4,1,3,3,mf,bw,0,1,1,52,3,6,3
s5542,1,2,4,3,4,0,NA,NA,NA,4.666666666666667,6.75,0,0,0,1,0,26,5,4,3,3,2,mf,bw,0,1,1,47,0,0,0
s5542,2,2,3,4.5,4,2,4,4,3,4.666666666666667,6.75,0,0,0,1,0,26,5,4,3,3,2,mf,bw,0,1,1,47,2,3,2
s5552,1,2,2.3333333333333335,6,1,0.4,NA,NA,NA,2,5.5,1,1,1,0,1,28,5,5,5,5,2,mf,bw,0,0,0,52,0,1,0
s5552,2,2,4.333333333333333,3,4,2,5,4,3,2,5.5,1,1,1,0,1,28,5,5,5,5,2,mf,bw,0,0,0,52,2,2,2
s5574,1,2,4,4,4,0,NA,NA,NA,4,4,0,NA,NA,NA,0,19,4,3,2,3,2,mf,bw,0,0,0,53,0,0,0
s5574,2,2,4,5,4.4,2.8,3,3,3,4,4,0,NA,NA,NA,0,19,4,3,2,3,2,mf,bw,0,0,0,53,3,2,3
s5584,1,2,5.666666666666667,4,2,2.4,NA,NA,NA,6.333333333333333,7,0,1,0,0,0,28,5,5,4,4,3,mf,bw,0,1,1,52,0,6,0
s5584,2,2,4.666666666666667,4.5,1,3.4,4,3,3,6.333333333333333,7,0,1,0,0,0,28,5,5,4,4,3,mf,bw,0,1,1,52,0,6,5
s5600,1,2,1,7,1,4.8,NA,NA,NA,1,1,0,1,0,0,1,18,5,5,5,5,5,mm,bw,0,1,1,49,0,6,6
s5600,2,2,1,7,1,6,5,4,5,1,1,0,1,0,0,1,18,5,5,5,5,5,mm,bw,0,1,1,49,6,6,6
s5610,1,2,1,7,1,1.6,NA,NA,NA,5,5,NA,NA,NA,NA,1,3,4,4,3,4,4,mf,bw,0,1,1,34,0,3,2
s5610,2,2,1.3333333333333333,7,1,4.2,5,5,5,5,5,NA,NA,NA,NA,1,3,4,4,3,4,4,mf,bw,0,1,1,34,3,4,5
s5635,1,2,2.3333333333333335,3.5,1,3.2,NA,NA,NA,4,5,NA,1,0,0,1,3,4,4,0,2,1,mm,bw,0,1,1,49,3,4,3
s5635,2,2,1,1,1,6,5,5,5,4,5,NA,1,0,0,1,3,4,4,0,2,1,mm,bw,0,1,1,49,6,6,6
s5648,1,2,3.3333333333333335,6.5,2,0.8,NA,NA,NA,2.6666666666666665,3.25,NA,1,0,1,1,23,4,4,1,3,1,mf,bw,0,0,0,52,1,0,2
s5648,2,2,5,5.5,3.2,1.6,3,4,4,2.6666666666666665,3.25,NA,1,0,1,1,23,4,4,1,3,1,mf,bw,0,0,0,52,3,0,2
s5667,1,2,1.3333333333333333,5.5,1,4.6,NA,NA,NA,3,2.75,0,1,0,1,1,2,4,2,0,2,1,mf,bw,0,0,0,38,3,5,5
s5667,2,2,3.6666666666666665,4.5,1,6,5,5,5,3,2.75,0,1,0,1,1,2,4,2,0,2,1,mf,bw,0,0,0,38,6,6,6
s5670,1,2,1,7,1,4.4,NA,NA,NA,7,7,NA,NA,NA,NA,NA,13,4,4,4,4,4,mf,bw,0,1,1,52,0,5,5
s5670,2,2,1,7,1,6,5,5,5,7,7,NA,NA,NA,NA,NA,13,4,4,4,4,4,mf,bw,0,1,1,52,6,6,6
s5671,1,2,1.6666666666666667,4,1,0.2,NA,NA,NA,3,5.75,0,NA,NA,NA,NA,14,4,4,1,2,2,mf,bw,0,1,1,56,0,1,0
s5671,2,2,4,4,1,6,3,3,3,3,5.75,0,NA,NA,NA,NA,14,4,4,1,2,2,mf,bw,0,1,1,56,6,6,6
s5676,1,2,4,4,4,0,NA,NA,NA,4,4,0,1,0,0,0,24,3,3,3,1,1,mf,bw,0,1,1,12,0,0,0
s5676,2,2,5,2.5,2.8,6,4,4,5,4,4,0,1,0,0,0,24,3,3,3,1,1,mf,bw,0,1,1,12,6,6,6
s5690,1,2,4,4,4,3,NA,NA,NA,4,4.25,0,0,0,1,1,14,4,3,1,3,3,mm,bw,0,1,1,43,3,3,3
s5690,2,2,5,3,3,3.2,4,4,4,4,4.25,0,0,0,1,1,14,4,3,1,3,3,mm,bw,0,1,1,43,2,5,3
s5701,1,2,1,7,1,0,NA,NA,NA,4,4,0,1,1,0,1,13,5,3,0,3,0,mf,bw,0,1,1,50,0,0,0
s5701,2,2,4,4,4,6,1,1,1,4,4,0,1,1,0,1,13,5,3,0,3,0,mf,bw,0,1,1,50,6,6,6
s5712,1,2,4,4,4,2,NA,NA,NA,4,7,0,1,1,0,1,2,5,5,2,2,2,mf,ww,0,0,0,47,0,6,1
s5712,2,2,4,4,4,0,2,2,2,4,7,0,1,1,0,1,2,5,5,2,2,2,mf,ww,0,0,0,47,0,0,0
s5749,1,2,2.3333333333333335,3.5,1,1.8,NA,NA,NA,2.6666666666666665,4.75,0,0,1,0,0,2,4,4,1,3,2,mf,bw,0,0,0,54,0,3,2
s5749,2,2,4,4,2,4,4,3,4,2.6666666666666665,4.75,0,0,1,0,0,2,4,4,1,3,2,mf,bw,0,0,0,54,4,4,4
s5752,1,2,1,7,1,0.2,NA,NA,NA,2.6666666666666665,5,0,1,1,0,1,13,5,3,2,2,2,ff,bw,0,1,1,56,0,1,0
s5752,2,2,4,4,4,0,3,3,3,2.6666666666666665,5,0,1,1,0,1,13,5,3,2,2,2,ff,bw,0,1,1,56,0,0,0
s5766,1,2,6.333333333333333,5,1,3.4,NA,NA,NA,5.333333333333333,7,0,0,NA,NA,1,3,5,4,3,3,3,mf,bw,0,1,1,34,0,6,3
s5766,2,2,2,6,1,3.4,5,5,5,5.333333333333333,7,0,0,NA,NA,1,3,5,4,3,3,3,mf,bw,0,1,1,34,0,6,5
s5768,1,2,2,5.5,1,0.2,NA,NA,NA,6,5,0,1,0,0,0,2,5,2,1,2,2,mm,bw,0,1,1,43,0,1,0
s5768,2,2,3,5,3,2.6,4,4,5,6,5,0,1,0,0,0,2,5,2,1,2,2,mm,bw,0,1,1,43,2,4,4
s5787,1,2,3.3333333333333335,3.5,1,3.4,NA,NA,NA,4.333333333333333,4.75,0,1,0,0,1,3,5,5,0,2,2,mf,bw,0,1,1,49,1,5,2
s5787,2,2,4,4.5,1.6,5.8,5,5,4,4.333333333333333,4.75,0,1,0,0,1,3,5,5,0,2,2,mf,bw,0,1,1,49,6,6,6
s5794,1,2,4.666666666666667,3,4,1,NA,NA,NA,4,4.5,0,1,1,0,0,19,5,4,3,4,1,mf,bw,0,1,1,32,1,0,2
s5794,2,2,5.666666666666667,5,4.2,2,5,5,5,4,4.5,0,1,1,0,0,19,5,4,3,4,1,mf,bw,0,1,1,32,2,2,2
s5804,1,2,2,7,1,0,NA,NA,NA,5,7,0,1,1,0,0,26,5,5,1,1,0,ff,bw,0,1,1,56,0,0,0
s5804,2,2,5,3,2,1,3,3,3,5,7,0,1,1,0,0,26,5,5,1,1,0,ff,bw,0,1,1,56,1,1,1
s5820,1,2,2,3.5,1,0,NA,NA,NA,2,4,0,0,NA,NA,1,13,5,5,5,5,5,mf,bw,0,0,0,53,0,0,0
s5820,2,2,2,5,1,1,3,3,3,2,4,0,0,NA,NA,1,13,5,5,5,5,5,mf,bw,0,0,0,53,2,2,0
s5839,1,2,2.3333333333333335,6,2,1,NA,NA,NA,4,4.75,0,1,1,0,0,26,4,4,3,3,1,mm,bw,0,1,1,12,0,2,1
s5839,2,2,4,5,2,1.8,3,4,3,4,4.75,0,1,1,0,0,26,4,4,3,3,1,mm,bw,0,1,1,12,0,5,0
s5859,1,2,2.6666666666666665,4,2,2.8,NA,NA,NA,4,4,0,1,0,0,1,3,3,3,1,3,3,ff,bw,0,1,1,50,5,0,3
s5859,2,2,4.666666666666667,4,3.2,1.2,3,3,3,4,4,0,1,0,0,1,3,3,3,1,3,3,ff,bw,0,1,1,50,1,2,1
s5872,1,2,1,7,1,1.2,NA,NA,NA,7,7,NA,NA,NA,NA,NA,22,5,5,2,1,0,mf,bw,0,0,0,53,0,6,0
s5872,2,2,3.3333333333333335,4,4,0,3,3,3,7,7,NA,NA,NA,NA,NA,22,5,5,2,1,0,mf,bw,0,0,0,53,0,0,0
s5897,1,2,5,3,4,2.4,NA,NA,NA,4,7,0,1,0,0,1,2,4,3,3,4,4,mf,ww,0,0,0,47,2,2,3
s5897,2,2,3.3333333333333335,3,3.8,3.8,4,4,4,4,7,0,1,0,0,1,2,4,3,3,4,4,mf,ww,0,0,0,47,3,5,3
s5898,1,2,4,5,3,1.2,NA,NA,NA,4.666666666666667,5,0,1,1,0,1,3,5,5,1,1,0,mm,bw,0,1,1,43,0,0,6
s5898,2,2,4.333333333333333,4,2.6,0,4,5,4,4.666666666666667,5,0,1,1,0,1,3,5,5,1,1,0,mm,bw,0,1,1,43,0,0,0
s5937,1,2,5.333333333333333,2,5,4.4,NA,NA,NA,4,5.25,0,1,0,1,0,2,5,4,3,3,1,mf,ww,1,1,0,34,2,5,5
s5937,2,2,3,3,5,4.4,5,5,5,4,5.25,0,1,0,1,0,2,5,4,3,3,1,mf,ww,1,1,0,34,2,5,5
s5942,1,2,2.3333333333333335,7,1,1.8,NA,NA,NA,6,5.25,0,0,1,0,1,2,5,3,3,3,3,ff,bw,0,1,1,23,1,5,0
s5942,2,2,3,6,1,3,4,3,3,6,5.25,0,0,1,0,1,2,5,3,3,3,3,ff,bw,0,1,1,23,3,3,3
s5966,1,2,2,4.5,2.8,0.4,NA,NA,NA,3,5,0,0,0,1,1,18,5,5,3,3,3,mf,bw,0,1,1,13,0,1,1
s5966,2,2,2,3.5,2,2,4,3,3,3,5,0,0,0,1,1,18,5,5,3,3,3,mf,bw,0,1,1,13,2,2,2
s5969,1,2,2,2,1,3.2,NA,NA,NA,7,5,0,1,0,1,1,2,3,1,1,1,1,mf,ww,0,0,0,47,0,4,4
s5969,2,2,4,2.5,3,6,5,5,5,7,5,0,1,0,1,1,2,3,1,1,1,1,mf,ww,0,0,0,47,6,6,6
s5971,1,2,3,7,1,1.2,NA,NA,NA,5,7,0,1,1,0,0,23,5,5,5,5,5,mf,bw,0,1,1,47,0,3,1
s5971,2,2,4.666666666666667,3.5,4.6,2.4,3,3,3,5,7,0,1,1,0,0,23,5,5,5,5,5,mf,bw,0,1,1,47,2,3,2
s5992,1,2,1.3333333333333333,6.5,4,0,NA,NA,NA,5.333333333333333,3.25,NA,1,NA,NA,0,15,5,5,5,5,3,mf,bw,0,1,1,10,0,0,0
s5992,2,2,1,4,2.2,6,4,4,4,5.333333333333333,3.25,NA,1,NA,NA,0,15,5,5,5,5,3,mf,bw,0,1,1,10,6,6,6
s5993,1,2,5,3,2,2.6,NA,NA,NA,6,7,0,1,1,0,1,24,5,5,1,1,0,mf,ww,0,0,0,9,1,3,5
s5993,2,2,2,6,1.4,2.2,4,4,3,6,7,0,1,1,0,1,24,5,5,1,1,0,mf,ww,0,0,0,9,2,2,2
s6055,1,2,3.6666666666666665,4.5,1,4,NA,NA,NA,3.3333333333333335,4.75,0,0,0,0,0,2,4,3,2,3,1,mf,bw,0,1,1,49,0,4,6
s6055,2,2,4,4,2.6,3.8,4,4,3,3.3333333333333335,4.75,0,0,0,0,0,2,4,3,2,3,1,mf,bw,0,1,1,49,4,4,4
s6064,1,2,4,7,1,0,NA,NA,NA,4,6.75,NA,0,NA,NA,1,6,4,4,4,4,4,mf,ww,1,1,0,34,0,0,0
s6064,2,2,5.666666666666667,2,4.4,3,4,4,3,4,6.75,NA,0,NA,NA,1,6,4,4,4,4,4,mf,ww,1,1,0,34,3,3,3
s6074,1,2,1,7,1,0.8,NA,NA,NA,4.333333333333333,6,0,0,0,0,1,15,3,3,3,3,3,mf,bw,0,1,1,50,2,0,1
s6074,2,2,4,4,4,1,3,3,3,4.333333333333333,6,0,0,0,0,1,15,3,3,3,3,3,mf,bw,0,1,1,50,1,1,1
s6084,1,2,4,5,1,0.8,NA,NA,NA,3,3,0,1,0,0,0,2,5,4,4,3,2,NA,NA,NA,NA,NA,NA,1,0,3
s6084,2,2,6.666666666666667,2.5,3,2.4,4,4,4,3,3,0,1,0,0,0,2,5,4,4,3,2,NA,NA,NA,NA,NA,NA,3,3,3
s6087,1,2,5,5.5,5.4,5.4,NA,NA,NA,5.333333333333333,6.5,0,0,1,0,1,31,4,4,2,3,1,mf,bw,0,0,0,48,6,6,6
s6087,2,2,6,1.5,4,4,4,3,4,5.333333333333333,6.5,0,0,1,0,1,31,4,4,2,3,1,mf,bw,0,0,0,48,2,6,6
s6107,1,2,2,4,4,2.6,NA,NA,NA,4,4,NA,NA,NA,NA,NA,3,4,3,3,3,2,mf,bw,1,1,0,39,0,4,4
s6107,2,2,4,4,4,3,3,3,3,4,4,NA,NA,NA,NA,NA,3,4,3,3,3,2,mf,bw,1,1,0,39,3,3,3
s6146,1,2,1,7,1,0,NA,NA,NA,3.3333333333333335,2.25,0,NA,NA,NA,0,16,3,3,3,3,3,mm,bw,0,1,1,43,0,0,0
s6146,2,2,3,4,4,0,5,3,2,3.3333333333333335,2.25,0,NA,NA,NA,0,16,3,3,3,3,3,mm,bw,0,1,1,43,0,0,0
