id,time,cohort,strat_know,strat_efficacy,strat_mot,frequency_black,frequency_hispanic,frequency_asian,frequency_gay,frequency_trans,respect,centrality,yearsworked,rank,race_white,race_black,gender_d,knowledge,theories,strategy,biasworry,substitution,perspective,exposure,individuation,mindful
3-13-31-19-sa,1,2,5,5,5,4,3,2,2,1,2.75,2.6666666666666665,23,0,1,0,1,5,3,3,2,3,3,3,3,3
3-13-31-19-sa,3,2,5,5,5,4,3,2,2,1,2.75,2.6666666666666665,23,0,1,0,1,5.333333333333333,6.5,3,3.4,3,3,3,3,3
6-4-20-12-11,1,2,4,5,4,4,3,0,0,0,6,1,21,1,0,1,1,4.666666666666667,2,1.2,1,0,0,0,0,6
6-4-20-12-11,3,2,4,5,4,4,3,0,0,0,6,1,21,1,0,1,1,4,2,0,4,0,0,0,0,0
2-13-8-10-ju,1,2,4,3,4,4,4,4,4,3,7,7,25,0,1,0,1,3,7,0,1,0,0,0,0,0
2-13-8-10-ju,3,2,4,3,4,4,4,4,4,3,7,7,25,0,1,0,1,3,7,2.8,1,0,0,2,6,6
2-16-24-4-kn,1,2,3,3,3,4,4,3,3,3,4,4,26,1,1,0,1,3,7,6,4,6,6,6,6,6
2-16-24-4-kn,3,2,3,3,3,4,4,3,3,3,4,4,26,1,1,0,1,4,4,1,4,1,1,1,1,1
1-11-20-18-ru,1,2,5,4,3,5,3,3,4,3,5.25,4.666666666666667,18,1,0,0,1,3.6666666666666665,6,4.8,4,6,6,0,6,6
1-11-20-18-ru,3,2,5,4,3,5,3,3,4,3,5.25,4.666666666666667,18,1,0,0,1,4,5.5,3.8,1,0,6,1,6,6
3-3-25-13-lo,1,2,5,3,2,5,3,1,5,5,1.25,1.6666666666666667,5,0,1,0,0,2.6666666666666665,6,4.2,2,0,6,3,6,6
3-3-25-13-lo,3,2,5,3,2,5,3,1,5,5,1.25,1.6666666666666667,5,0,1,0,0,3,5,2.8,1,2,6,4,2,0
5-2-25-13-fi,1,2,5,3,5,5,5,5,5,0,4,1,26,0,0,1,1,1,7,2.6,1,2,3,3,3,2
5-2-25-13-fi,3,2,5,3,5,5,5,5,5,0,4,1,26,0,0,1,1,2,5,2.2,1,2,2,3,2,2
2-13-30-13-ch,1,2,5,5,5,5,5,4,5,5,6.5,6.333333333333333,2,0,0,1,0,1.6666666666666667,6,2.8,1,1,6,2,2,3
2-13-30-13-ch,3,2,5,5,5,5,5,4,5,5,6.5,6.333333333333333,2,0,0,1,0,1.6666666666666667,6,3.4,1,3,5,2,2,5
3-16-25-4-pe,1,2,5,4,5,5,3,2,4,3,5,6,3,0,0,1,1,2,4,4,1,4,4,4,4,4
3-16-25-4-pe,3,2,5,4,5,5,3,2,4,3,5,6,3,0,0,1,1,4,3,1.4,1.4,1,3,1,1,1
3-13-10-0-al,1,2,4,4,5,4,4,3,3,1,4,1.6666666666666667,7,0,0,0,0,1.3333333333333333,5,5.4,1,3,6,6,6,6
3-13-10-0-al,3,2,4,4,5,4,4,3,3,1,4,1.6666666666666667,7,0,0,0,0,1.3333333333333333,4.5,2,1,2,2,2,2,2
5-18-27-12-bl,1,2,4,4,5,4,4,3,3,2,4.75,1.6666666666666667,27,1,0,1,1,3,4,2,1,0,4,1,0,5
5-18-27-12-bl,3,2,4,4,5,4,4,3,3,2,4.75,1.6666666666666667,27,1,0,1,1,3,6,1.4,1,0,2,3,2,0
4-3-6-10-ho,1,2,1,1,1,5,2,1,4,4,1,4,2,0,0,1,0,1,4,3.8,1,3,6,2,4,4
4-3-6-10-ho,3,2,1,1,1,5,2,1,4,4,1,4,2,0,0,1,0,1,5,0,1,0,0,0,0,0
5-5-22-16-ut,1,2,3,3,3,5,3,1,1,0,5.25,7,2,0,0,0,1,2.6666666666666665,6,4.6,3.8,3,6,5,4,5
5-5-22-16-ut,3,2,3,3,3,5,3,1,1,0,5.25,7,2,0,0,0,1,3.6666666666666665,7,1.2,1.4,6,0,0,0,0
4-19-13-16-fa,1,2,3,4,4,4,2,1,1,1,5.75,4.666666666666667,22,0,1,0,1,2.3333333333333335,4.5,0.8,2,0,2,0,0,2
4-19-13-16-fa,3,2,3,4,4,4,2,1,1,1,5.75,4.666666666666667,22,0,1,0,1,4,5,0.4,2,0,0,0,0,2
6-1-26-20-ri,1,2,5,5,5,5,2,1,5,4,6.5,5,2,0,0,1,0,1,2.5,1.2,1,0,0,0,0,6
6-1-26-20-ri,3,2,5,5,5,5,2,1,5,4,6.5,5,2,0,0,1,0,1,1.5,1.4,1,0,1,0,0,6
2-11-21-16-mu,1,2,5,1,1,5,5,5,4,2,4.5,5.333333333333333,23,1,NA,NA,NA,1.3333333333333333,7,3.4,1,0,6,3,2,6
2-11-21-16-mu,3,2,5,1,1,5,5,5,4,2,4.5,5.333333333333333,23,1,NA,NA,NA,1.3333333333333333,6.5,2.4,1,0,0,6,0,6
3-23-8-19-sp,1,2,4,4,3,5,4,2,1,0,6.75,3.3333333333333335,28,0,1,0,1,5,3,1.8,1,1,3,0,1,4
3-23-8-19-sp,3,2,4,4,3,5,4,2,1,0,6.75,3.3333333333333335,28,0,1,0,1,3,5,2,1,2,2,2,2,2
3-10-7-8-cu,1,2,4,3,4,4,4,1,1,1,5.5,7,17,0,0,1,1,3.3333333333333335,3,3.2,1,0,6,0,4,6
3-10-7-8-cu,3,2,4,3,4,4,4,1,1,1,5.5,7,17,0,0,1,1,2.6666666666666665,5.5,2.2,1,1,3,2,0,5
3-1-31-3-mo,1,2,4,4,5,4,4,4,4,2,1,5.333333333333333,26,1,1,0,1,4.666666666666667,4,4.2,4,0,6,3,6,6
3-1-31-3-mo,3,2,4,4,5,4,4,4,4,2,1,5.333333333333333,26,1,1,0,1,6.333333333333333,6,3.6,3,0,6,0,6,6
2-20-14-16-un,1,2,4,4,4,5,5,5,5,5,7,3,19,0,1,0,1,1,7,0,1,0,0,0,0,0
2-20-14-16-un,3,2,4,4,4,5,5,5,5,5,7,3,19,0,1,0,1,2,6,1,1,1,1,1,1,1
1-13-24-0-di,1,2,4,4,4,4,4,1,1,1,2.5,1.3333333333333333,28,0,0,0,1,2,6.5,0,1,0,0,0,0,0
1-13-24-0-di,3,2,4,4,4,4,4,1,1,1,2.5,1.3333333333333333,28,0,0,0,1,3.6666666666666665,6,4.8,1,6,6,0,6,6
3-12-29-10-eq,1,2,4,3,3,5,5,3,4,4,3.75,2,3,0,1,0,NA,6.666666666666667,6.5,2.4,6,2,4,2,3,1
3-12-29-10-eq,3,2,4,3,3,5,5,3,4,4,3.75,2,3,0,1,0,NA,7,4.5,0.8,5.2,0,2,2,0,0
1-5-1-23-ro,1,2,1,1,1,5,3,1,2,1,3.5,4.666666666666667,22,1,1,0,1,1.3333333333333333,6.5,0.2,1,0,1,0,0,0
1-5-1-23-ro,3,2,1,1,1,5,3,1,2,1,3.5,4.666666666666667,22,1,1,0,1,1,7,0,1,0,0,0,0,0
1-7-14-13-sc,1,2,4,3,4,5,5,5,5,1,1.5,4,26,1,NA,NA,1,3,5,1.4,1,0,3,0,0,4
1-7-14-13-sc,3,2,4,3,4,5,5,5,5,1,1.5,4,26,1,NA,NA,1,4,5.5,1,1,0,2,3,0,0
4-5-16-20-ki,1,2,3,2,3,4,4,4,3,1,7,4.666666666666667,20,NA,NA,NA,NA,4.666666666666667,3,1,3,0,2,1,1,1
4-5-16-20-ki,3,2,3,2,3,4,4,4,3,1,7,4.666666666666667,20,NA,NA,NA,NA,4.666666666666667,4,0.8,4,0,2,0,1,1
1-13-26-23-ma,1,2,4,4,2,3,3,3,3,3,4,4,15,NA,NA,NA,NA,4,4,0,4,0,0,0,0,0
1-13-26-23-ma,3,2,4,4,2,3,3,3,3,3,4,4,15,NA,NA,NA,NA,1,4,0,1,0,0,0,0,0
1-2-10-10-ri,1,2,5,5,5,4,3,2,2,2,7,7,3,NA,NA,NA,1,2.6666666666666665,7,1.8,1,0,0,3,3,3
1-2-10-10-ri,3,2,5,5,5,4,3,2,2,2,7,7,3,NA,NA,NA,1,2,5,3.4,1,0,6,2,6,3
3-10-20-0-bl,1,2,5,4,5,4,2,1,2,2,7,5,14,NA,NA,NA,NA,5,3,1.8,4,1,2,1,2,3
3-10-20-0-bl,3,2,5,4,5,4,2,1,2,2,7,5,14,NA,NA,NA,NA,4.333333333333333,6,3,2,2,6,2,2,3
9-13-26-1-ho,1,2,3,2,3,4,4,4,2,1,6,4.666666666666667,27,1,1,0,1,2.6666666666666665,3.5,3.2,2,3,3,3,4,3
9-13-26-1-ho,3,2,3,2,3,4,4,4,2,1,6,4.666666666666667,27,1,1,0,1,3,6,1.2,1,1,1,0,2,2
3-20-25-12-mo,1,2,3,3,3,3,3,3,3,3,1,1,10,0,0,0,1,1,7,4.4,1,6,6,4,3,3
3-20-25-12-mo,3,2,3,3,3,3,3,3,3,3,1,1,10,0,0,0,1,4,4,3,4,3,3,3,3,3
3-13-13-18-ke,1,2,5,5,5,5,5,2,3,2,5,5.666666666666667,27,1,0,0,1,3,7,0,1,0,0,0,0,0
3-13-13-18-ke,3,2,5,5,5,5,5,2,3,2,5,5.666666666666667,27,1,0,0,1,1,4.5,0,1.4,0,0,0,0,0
2-11-5-1-sp,1,2,3,3,3,5,5,5,5,5,5.25,4,24,0,NA,NA,NA,3,4,2,1,2,2,2,2,2
2-11-5-1-sp,3,2,3,3,3,5,5,5,5,5,5.25,4,24,0,NA,NA,NA,3.3333333333333335,4,3.2,4,4,3,3,3,3
1-16-23-12-je,1,2,4,3,2,5,1,0,1,1,5.5,2,15,0,NA,NA,NA,2.6666666666666665,5.5,0.6,3.2,0,1,1,1,0
1-16-23-12-je,3,2,4,3,2,5,1,0,1,1,5.5,2,15,0,NA,NA,NA,4.333333333333333,3,0,1,0,0,0,0,0
4-10-22-1-mc,1,2,2,2,2,5,5,0,4,3,5.75,2.6666666666666665,2,0,1,0,1,2,6,2.6,2,0,4,0,4,5
4-10-22-1-mc,3,2,2,2,2,5,5,0,4,3,5.75,2.6666666666666665,2,0,1,0,1,4.666666666666667,5,0.4,1,0,1,0,0,1
3-13-25-13-ra,1,2,5,5,5,5,5,5,4,1,6.25,1,21,0,1,0,0,2,6,3.6,1,0,6,0,6,6
3-13-25-13-ra,3,2,5,5,5,5,5,5,4,1,6.25,1,21,0,1,0,0,4.666666666666667,4.5,6,1.6,6,6,6,6,6
0-13-18-13-ja,1,2,4,4,4,5,4,3,5,4,4,4,4,NA,NA,NA,NA,4,4,2.6,4,2,4,2,2,3
0-13-18-13-ja,3,2,4,4,4,5,4,3,5,4,4,4,4,NA,NA,NA,NA,4.666666666666667,5,3.6,4,4,5,3,3,3
1-14-15-19-el,1,2,4,3,4,4,4,4,4,3,4,4,18,1,1,0,1,1.6666666666666667,6,0,1,0,0,0,0,0
1-14-15-19-el,3,2,4,3,4,4,4,4,4,3,4,4,18,1,1,0,1,3,5,0.6,1,0,0,1,1,1
3-13-30-3-sp,1,2,5,5,5,5,5,3,3,2,4,7,25,0,0,0,1,2,7,3.4,1,4,5,3,1,4
3-13-30-3-sp,3,2,5,5,5,5,5,3,3,2,4,7,25,0,0,0,1,3,7,1.6,1,3,2,1,1,1
1-3-19-10-wi,1,2,5,5,5,5,5,2,5,3,7,1,23,1,0,1,0,4,5.5,4.4,4,0,6,6,5,5
1-3-19-10-wi,3,2,5,5,5,5,5,2,5,3,7,1,23,1,0,1,0,6,4,3,2,3,3,3,3,3
3-8-22-1-na,1,2,5,5,5,3,3,3,3,3,4,4,19,0,NA,NA,NA,4,4,0,4,0,0,0,0,0
3-8-22-1-na,3,2,5,5,5,3,3,3,3,3,4,4,19,0,NA,NA,NA,4,4,0,4,0,0,0,0,0
5-11-21-10-lu,1,2,3,3,3,4,4,4,4,4,6.75,4.333333333333333,19,0,NA,NA,1,1.6666666666666667,4,1.2,1,0,2,2,2,0
5-11-21-10-lu,3,2,3,3,3,4,4,4,4,4,6.75,4.333333333333333,19,0,NA,NA,1,2.3333333333333335,4,1,1,1,1,1,1,1
2-19-2-20-au,1,2,5,5,3,3,3,3,3,3,4,4,15,0,1,0,1,2,6,1.8,4,0,0,3,3,3
2-19-2-20-au,3,2,5,5,3,3,3,3,3,3,4,4,15,0,1,0,1,1.3333333333333333,7,3.6,1,0,0,6,6,6
4-13-3-22-80,1,2,3,3,3,3,3,3,3,3,4,4,25,NA,NA,NA,NA,4,4,3,4,3,3,3,3,3
4-13-3-22-80,3,2,3,3,3,3,3,3,3,3,4,4,25,NA,NA,NA,NA,4,4,1.8,1,0,0,0,6,3
6-4-29-10-eb,1,2,5,5,5,4,4,3,3,3,6.75,6.333333333333333,25,0,0,1,1,1.6666666666666667,3.5,1.6,1,0,4,2,1,1
6-4-29-10-eb,3,2,5,5,5,4,4,3,3,3,6.75,6.333333333333333,25,0,0,1,1,2.3333333333333335,2.5,0.6,1,0,2,0,0,1
9-18-24-0-tr,1,2,5,1,5,5,2,2,2,1,1,5,7,0,0,0,1,1,5.5,2.2,1,2,1,1,3,4
9-18-24-0-tr,3,2,5,1,5,5,2,2,2,1,1,5,7,0,0,0,1,1,6,4.6,1,0,6,5,6,6
1-16-18-14-24,1,2,1,1,1,0,0,0,0,0,4,4,29,0,1,0,1,4,4,0,4,0,0,0,0,0
1-16-18-14-24,3,2,1,1,1,0,0,0,0,0,4,4,29,0,1,0,1,3,4,0,4,0,0,0,0,0
1-10-22-18-be,1,2,1,1,1,5,5,1,2,2,7,4.666666666666667,3,0,NA,NA,NA,3.3333333333333335,7,6,1,6,6,6,6,6
1-10-22-18-be,3,2,1,1,1,5,5,1,2,2,7,4.666666666666667,3,0,NA,NA,NA,2,6,0,1,0,0,0,0,0
3-8-17-13-ke,1,2,3,3,3,3,3,3,3,3,4,4,23,1,NA,NA,NA,4,4,1,4,2,2,0,0,1
3-8-17-13-ke,3,2,3,3,3,3,3,3,3,3,4,4,23,1,NA,NA,NA,4,6,2,4,2,2,2,2,2
3-13-31-2-sl,1,2,2,2,2,5,5,2,3,1,7,7,28,0,0,0,1,5,2,2.8,2,0,6,3,0,5
3-13-31-2-sl,3,2,2,2,2,5,5,2,3,1,7,7,28,0,0,0,1,2,6,0,2,0,0,0,0,0
4-1-2-13-mi,1,2,3,3,1,5,5,3,3,2,5.5,1.3333333333333333,26,0,0,1,0,1,7,0,1,0,0,0,0,0
4-1-2-13-mi,3,2,3,3,1,5,5,3,3,2,5.5,1.3333333333333333,26,0,0,1,0,3,5,0,1,0,0,0,0,0
2-1-21-10-mo,1,2,3,4,4,4,4,4,2,2,3.75,5.666666666666667,28,0,1,0,1,1,7,2.6,1,3,4,0,3,3
2-1-21-10-mo,3,2,3,4,4,4,4,4,2,2,3.75,5.666666666666667,28,0,1,0,1,1.3333333333333333,7,2.6,1,3,4,0,3,3
1-3-30-0-da,1,2,4,3,3,5,5,3,4,4,4,1.6666666666666667,13,NA,NA,NA,NA,1,7,2,1,0,0,4,3,3
1-3-30-0-da,3,2,4,3,3,5,5,3,4,4,4,1.6666666666666667,13,NA,NA,NA,NA,4.333333333333333,3,2.6,1,2,2,3,3,3
7-1-31-0-mo,1,2,3,4,4,3,3,3,3,3,3.5,4.666666666666667,15,1,0,0,1,1.3333333333333333,5,0.8,4,0,2,0,0,2
7-1-31-0-mo,3,2,3,4,4,3,3,3,3,3,3.5,4.666666666666667,15,1,0,0,1,3.6666666666666665,4,1.8,3,2,2,2,1,2
3-12-4-0-pa,1,2,5,5,5,3,3,3,3,3,4,4,3,NA,NA,NA,NA,4,4,6,4,6,6,6,6,6
3-12-4-0-pa,3,2,5,5,5,3,3,3,3,3,4,4,3,NA,NA,NA,NA,4,4,6,4,6,6,6,6,6
0-1-31-1-ab,1,2,5,3,3,5,5,5,5,5,4,4,10,NA,NA,NA,NA,4,4,3.6,4,6,0,6,0,6
0-1-31-1-ab,3,2,5,3,3,5,5,5,5,5,4,4,10,NA,NA,NA,NA,4,4.5,0.8,3,0,2,1,0,1
2-13-20-12-75,1,2,3,3,4,4,4,1,3,1,1.75,5,23,1,0,1,1,4,3,2.2,2.4,3,2,3,3,0
2-13-20-12-75,3,2,3,3,4,4,4,1,3,1,1.75,5,23,1,0,1,1,3.3333333333333335,4.5,2.6,2.8,0,3,3,4,3
1-22-24-22-pl,1,2,4,4,4,4,3,3,3,2,5.5,3.3333333333333335,28,1,0,1,1,6,2,2,6,2,2,2,2,2
1-22-24-22-pl,3,2,4,4,4,4,3,3,3,2,5.5,3.3333333333333335,28,1,0,1,1,1,6.5,1,6.4,1,1,1,1,1
0-1-26-0-aa,1,2,4,4,5,3,3,3,3,3,4,4,0,0,NA,NA,NA,4,4,0,4,0,0,0,0,0
0-1-26-0-aa,3,2,4,4,5,3,3,3,3,3,4,4,0,0,NA,NA,NA,3.6666666666666665,5,1,3,2,1,0,1,1
1-14-30-19-sa,1,2,3,3,3,5,5,5,5,5,1,2,16,0,0,0,0,1,4,5.4,1,3,6,6,6,6
1-14-30-19-sa,3,2,3,3,3,5,5,5,5,5,1,2,16,0,0,0,0,1.3333333333333333,4,2,1,0,3,1,3,3
1-19-24-1-ha,1,2,3,2,3,5,5,4,4,4,6.75,5,20,0,NA,NA,1,6.666666666666667,4.5,1.8,2.2,0,0,0,3,6
1-19-24-1-ha,3,2,3,2,3,5,5,4,4,4,6.75,5,20,0,NA,NA,1,4,4,0.8,4,0,1,0,1,2
1-2-12-12-ma,1,2,5,4,3,5,4,4,3,2,4,1.6666666666666667,22,0,0,1,1,2,4,2.8,1.4,0,2,4,4,4
1-2-12-12-ma,3,2,5,4,3,5,4,4,3,2,4,1.6666666666666667,22,0,0,1,1,5,3,0,3,0,0,0,0,0
5-12-1-3-13,1,2,5,5,5,4,5,3,4,3,4.75,2.3333333333333335,3,0,0,0,0,1,7,2,1,0,3,1,3,3
5-12-1-3-13,3,2,5,5,5,4,5,3,4,3,4.75,2.3333333333333335,3,0,0,0,0,3.6666666666666665,5,2.8,1,4,6,2,0,2
3-4-11-16-br,1,2,1,1,1,5,5,3,3,3,5.75,3.6666666666666665,23,0,0,0,1,1,7,0,1,0,0,0,0,0
3-4-11-16-br,3,2,1,1,1,5,5,3,3,3,5.75,3.6666666666666665,23,0,0,0,1,1,7,0,1,0,0,0,0,0
4-3-10-0-la,1,2,5,5,5,5,5,5,5,5,5,6.666666666666667,11,0,0,0,0,1.6666666666666667,3.5,5.2,1,6,6,5,5,4
4-3-10-0-la,3,2,5,5,5,5,5,5,5,5,5,6.666666666666667,11,0,0,0,0,1,6,0,1,0,0,0,0,0
3-10-14-0-25,1,2,3,2,3,5,4,1,1,2,5.75,6.333333333333333,34,0,0,1,1,2,3,1.6,1,0,4,4,0,0
3-10-14-0-25,3,2,3,2,3,5,4,1,1,2,5.75,6.333333333333333,34,0,0,1,1,4,4,0,1.6,0,0,0,0,0
6-5-28-13-hu,1,2,3,3,3,5,5,5,5,5,1,1,21,0,1,0,1,1,4,0,1,0,0,0,0,0
6-5-28-13-hu,3,2,3,3,3,5,5,5,5,5,1,1,21,0,1,0,1,1,6,0,1,0,0,0,0,0
3-16-10-12-em,1,2,5,4,5,5,2,1,3,3,4,4,2,0,1,0,1,1,7,2,1,2,3,1,2,2
3-16-10-12-em,3,2,5,4,5,5,2,1,3,3,4,4,2,0,1,0,1,1.3333333333333333,7,2.4,1,1,3,0,6,2
0-4-11-12-lo,1,2,3,3,3,3,3,3,3,3,4,4,20,0,0,1,1,4,4,6,4,6,6,6,6,6
0-4-11-12-lo,3,2,3,3,3,3,3,3,3,3,4,4,20,0,0,1,1,4.333333333333333,2.5,1.4,1,2,2,2,1,0
3-13-6-0-m,1,2,5,4,5,3,3,3,3,3,4.75,4,3,NA,0,0,1,1,4,6,1,6,6,6,6,6
3-13-6-0-m,3,2,5,4,5,3,3,3,3,3,4.75,4,3,NA,0,0,1,4.666666666666667,6,2.6,2,2,2,3,3,3
3-10-24-4-se,1,2,4,5,5,5,5,5,3,1,7,6.333333333333333,30,1,0,1,1,5.333333333333333,7,1.2,1,0,1,1,0,4
3-10-24-4-se,3,2,4,5,5,5,5,5,3,1,7,6.333333333333333,30,1,0,1,1,3.6666666666666665,4.5,1.6,1,2,0,0,2,4
1-5-13-5-as,1,2,5,5,5,5,5,4,4,3,7,6.333333333333333,28,0,0,0,1,5.666666666666667,4,2.4,2,0,6,3,3,0
1-5-13-5-as,3,2,5,5,5,5,5,4,4,3,7,6.333333333333333,28,0,0,0,1,5.666666666666667,7,1.8,1,0,4,0,0,5
3-18-21-0-sa,1,2,4,3,3,3,3,3,2,2,4,1,24,0,0,0,1,2,5,2.4,1,0,3,3,3,3
3-18-21-0-sa,3,2,4,3,3,3,3,3,2,2,4,1,24,0,0,0,1,4,4,0,4,0,0,0,0,0
3-5-3-0-se,1,2,3,3,3,3,3,3,3,3,4,4,29,NA,NA,NA,NA,4,4,0,4,0,0,0,0,0
3-5-3-0-se,3,2,3,3,3,3,3,3,3,3,4,4,29,NA,NA,NA,NA,4,4,1,4,1,1,1,1,1
0-13-21-1-pa,1,2,3,3,3,3,3,3,3,3,7,4,4,0,NA,NA,NA,1,7,0,1,0,0,0,0,0
0-13-21-1-pa,3,2,3,3,3,3,3,3,3,3,7,4,4,0,NA,NA,NA,4,4,0,4,0,0,0,0,0
2-6-9-13-me,1,2,3,2,2,5,5,1,1,0,5,4.666666666666667,3,0,1,0,1,4,5,1.2,3,0,0,0,0,6
2-6-9-13-me,3,2,3,2,2,5,5,1,1,0,5,4.666666666666667,3,0,1,0,1,4.666666666666667,3,0,2.6,0,0,0,0,0
1-5-30-2-la,1,2,5,5,4,5,5,2,5,3,5.5,6.333333333333333,24,0,0,1,1,1.3333333333333333,4.5,1.4,1,1,1,0,0,5
1-5-30-2-la,3,2,5,5,4,5,5,2,5,3,5.5,6.333333333333333,24,0,0,1,1,1.6666666666666667,6.5,0.8,1,2,0,0,0,2
2-13-25-20-ei,1,2,5,5,5,3,3,3,3,3,4,4,10,NA,NA,NA,NA,4,4,3,4,3,3,3,3,3
2-13-25-20-ei,3,2,5,5,5,3,3,3,3,3,4,4,10,NA,NA,NA,NA,6,4,4,5,3,6,3,2,6
3-12-2-1-ju,1,2,3,3,3,5,5,5,5,5,4,4,4,NA,NA,NA,NA,4,4,0,4,0,0,0,0,0
3-12-2-1-ju,3,2,3,3,3,5,5,5,5,5,4,4,4,NA,NA,NA,NA,4,4,2,4,2,2,2,2,2
