id,cohort,knowledge.t1,theories.t1,biasworry.t1,strategy_use,knowledge.t2,theories.t2,biasworry.t2,strategy_intend,strat.t2,centrality,respect,rank,gender_d,race,race_white,race_black,education,education_ba,yearsworked,yearsworked_5y,yearsworked_10y,frequency_white,frequency_black,frequency_asian,frequency_hispanic,frequency_gay,frequency_trans,facilduo_gender,facilduo_race,facilduo_le,facilduo_relatedle,facilduo_relatedle_nole,attendance,session_year,session_month,session_day,substitution_use,perspective_use,exposure_use,individuation_use,mindful_use,substitution_intend,perspective_intend,exposure_intend,individuation_intend,mindful_intend,knowledge_bias.t1,knowledge_race.t1,knowledge_culture.t1,theories1.t1,theories2.t1,knowledge_bias.t2,knowledge_race.t2,knowledge_culture.t2,theories1.t2,theories2.t2,biasworry_white.t1,biasworry_black.t1,biasworry_asian.t1,biasworry_hispanic.t1,biasworry_lgb.t1,biasworry_trans.t1,biasworry_white.t2,biasworry_black.t2,biasworry_asian.t2,biasworry_hispanic.t2,biasworry_lgb.t2,biasworry_trans.t2,strat_know.t2,strat_efficacy.t2,strat_mot.t2,centrality1,centrality2,centrality3,respect1,respect2,respect3,respect4
s4713,2,1.6666666666666667,4,1,1.4,3,4.5,1,1.8,3.3333333333333335,5.333333333333333,3,NA,1,hispanic,0,0,Bachelors degree,1,2,0,0,2,5,1,5,2,2,mm,bw,0,1,1,43,2020,10,23,0,4,0,1,2,2,2,2,1,2,3,1,1,4,4,2,1,6,5,4,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,4,6,6,3,3,3,3
s4728,2,1,7,1,3.4,4.666666666666667,7,2,6,5,5,5.5,0,1,black,0,1,Associates degree,0,13,1,1,3,5,2,3,3,3,ff,bw,1,1,0,49,2020,11,24,0,6,4,3,4,6,6,6,6,6,1,1,1,7,7,7,1,6,7,7,1,1,1,1,1,1,5,2,2,2,2,2,5,5,5,6,2,7,7,7,7,1
s4757,2,1,4,1,1.6,4,2,3,2,3,6,6,0,1,asian,0,0,Bachelors degree,1,3,0,0,4,4,3,4,3,3,mm,bw,0,1,1,43,2020,10,23,2,1,3,0,2,2,2,2,2,2,1,1,1,4,4,4,4,4,2,2,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6
s4762,2,4,4,2,3,3.3333333333333335,5.5,1.6,3.6,4.333333333333333,4,6,0,1,white,1,0,Bachelors degree,1,3,0,0,1,5,1,2,2,1,ff,bw,1,1,0,49,2020,11,24,3,3,3,3,3,4,6,2,2,4,5,3,4,3,5,4,3,3,5,6,2,2,2,2,2,2,1,2,2,2,1,1,5,4,4,3,4,5,6,6,7,5
s4770,2,1,5,1,5.2,4,4,1,4.4,5,7,4,0,1,white,1,0,Associates degree,0,1,0,0,3,4,3,5,3,3,mf,bw,0,1,1,13,2020,12,22,4,6,6,4,6,3,4,6,3,6,1,1,1,4,6,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,7,7,7,4,4,4,4
s4784,2,1,7,1,3.6,3,3,2,2.4,3.6666666666666665,5,5.5,0,1,white,1,0,Associates degree,0,2,0,0,3,5,1,4,1,1,mm,bw,0,1,1,43,2020,10,23,3,4,4,3,4,0,3,2,3,4,1,1,1,7,7,4,2,3,2,4,1,1,1,1,1,1,2,2,2,2,2,2,4,4,3,6,5,4,5,6,5,6
s4795,2,4,4,2,2.4,4,4,4,2.8,4.333333333333333,4.333333333333333,6,0,NA,NA,NA,NA,NA,NA,2,0,0,4,5,1,5,3,2,mf,bw,0,0,0,53,2020,11,11,0,3,3,2,4,3,3,2,3,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,4,4,4,4,4,4,5,4,4,4,5,4,6,6,6,6
s4810,2,4,5.5,4,4.4,2.6666666666666665,6,1,5,5,1,7,1,0,black,0,1,Bachelors degree,1,23,1,1,5,5,2,5,5,3,mm,bw,0,1,1,49,2020,10,27,0,6,6,5,5,6,6,1,6,6,5,2,5,5,6,1,2,5,6,6,4,4,4,4,4,4,1,1,1,1,1,1,5,5,5,1,1,1,7,7,7,7
s4812,2,4,4,4,0,4.333333333333333,5.5,3.4,6,5,4,4,NA,NA,NA,NA,NA,NA,NA,19,1,1,0,0,0,0,0,0,mm,bw,0,1,1,49,2020,10,27,0,0,0,0,0,6,6,6,6,6,4,4,4,4,4,5,5,3,6,5,4,4,4,4,4,4,3,3,3,3,3,5,5,5,5,4,4,4,4,4,4,4
s4817,2,2.3333333333333335,3,1,0,3.6666666666666665,3,1,1.6,3.6666666666666665,5,6,0,1,hispanic,0,0,Some college,0,16,1,1,1,4,0,3,3,1,ff,bw,1,1,0,49,2020,11,24,0,0,0,0,0,0,2,2,2,2,5,1,1,3,3,4,3,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,5,5,5,6,6,6,6
s4821,2,1,7,3.4,0,3.6666666666666665,4,4,0,3,4.666666666666667,4.25,0,1,white,1,0,Some college,0,24,1,1,1,5,0,1,1,1,mf,bw,0,0,0,53,2020,11,11,0,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,2,5,4,4,1,1,5,1,5,5,4,4,4,4,4,4,3,3,3,2,7,5,4,4,3,6
s4842,2,5,3.5,5,1.2,5.333333333333333,4,3.8,0,2,6,7,1,1,white,1,0,Graduate degree,1,21,1,1,3,5,2,4,3,0,mm,bw,0,1,1,43,2020,10,23,0,1,0,1,4,0,0,0,0,0,5,5,5,2,5,6,5,5,3,5,2,5,5,5,5,5,5,5,3,3,3,5,2,2,2,6,6,6,7,7,7,7
s4851,2,4,4,4,4.2,4.333333333333333,4,4,3,3,4,4,1,NA,NA,NA,NA,NA,NA,22,1,1,5,5,5,5,4,3,mm,bw,0,1,1,53,2020,11,25,6,6,3,3,3,3,3,3,3,3,4,4,4,4,4,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4
s4858,2,6.333333333333333,6,2.8,0.8,6,4,3,6,3.3333333333333335,2.3333333333333335,3.5,0,0,black,0,1,Graduate degree,1,10,1,0,4,4,3,4,3,2,mf,bw,1,1,0,52,2020,11,4,0,0,2,0,2,6,6,6,6,6,6,6,7,6,6,6,6,6,2,6,2,5,2,5,1,1,3,3,3,3,3,3,3,3,4,4,2,1,3,4,5,2
s4871,2,2.6666666666666665,4.5,1,0.4,3.6666666666666665,3.5,4,3.4,3.3333333333333335,5.333333333333333,5.75,1,1,white,1,0,Bachelors degree,1,20,1,1,4,4,3,4,4,1,mf,bw,0,1,1,56,2020,11,9,0,0,0,1,1,3,3,4,4,3,2,1,5,3,6,2,5,4,4,3,1,1,1,1,1,1,5,5,4,5,4,2,3,3,4,5,6,5,5,7,6,5
s4878,2,1,7,1.6,0.4,2.6666666666666665,7,1.4,0.6,3.6666666666666665,5.666666666666667,6.75,0,1,hispanic,0,0,Some college,0,28,1,1,4,4,3,4,3,2,mf,ww,1,1,0,34,2020,12,15,0,2,0,0,0,0,0,3,0,0,1,1,1,7,7,2,1,5,7,7,1,1,1,1,1,4,1,1,1,1,1,3,4,4,3,7,5,5,7,7,6,7
s4889,2,3,3.5,3,2.4,3.3333333333333335,6.5,3,3,3,6.333333333333333,5.25,1,NA,NA,NA,NA,Bachelors degree,1,28,1,1,3,4,3,4,4,3,mm,bw,0,1,1,43,2020,10,23,4,2,0,4,2,3,3,3,3,3,2,2,5,3,4,2,3,5,7,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,7,6,5,7,6,3
s4901,2,4,4,4,0,1.6666666666666667,3,1,3.6,5,4,4,0,1,black,0,1,Some college,0,16,1,1,3,3,3,3,3,3,mm,bw,0,1,1,49,2020,10,27,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,2,1,2,2,4,4,4,4,4,4,4,1,1,1,1,1,1,5,5,5,4,4,4,4,4,4,4
s4909,2,3,3,4,1.4,2,3,1,3.4,5,3,4.75,NA,0,NA,NA,NA,Bachelors degree,1,3,0,0,4,4,1,4,3,0,mf,bw,0,1,1,10,2021,1,8,0,6,1,0,0,4,3,3,3,4,4,1,4,3,3,4,1,1,2,4,6,4,4,4,4,4,2,1,1,1,1,1,5,5,5,1,4,4,5,4,6,4
s4926,2,4,6,1.4,0.4,5.666666666666667,6,2.4,1,3.3333333333333335,2.6666666666666665,4.25,0,1,black,0,1,Bachelors degree,1,26,1,1,5,5,3,4,3,1,ff,bw,0,0,0,55,2020,11,18,0,1,0,0,1,2,1,0,1,1,5,3,4,6,6,6,6,5,6,6,1,1,1,1,2,2,2,2,2,2,2,4,4,3,3,2,4,2,5,5,4,3
s4943,2,4,6,4,1,3,7,1,0,3.3333333333333335,4.666666666666667,5.5,1,1,asian,0,0,Graduate degree,1,29,1,1,4,5,2,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,3,0,0,0,0,0,4,4,4,6,6,2,3,4,7,7,4,4,4,4,4,4,1,1,1,1,1,1,5,3,2,4,6,4,6,6,4,6
s4955,2,1,7,1,0,2,4,1,0,2,2,6.75,NA,NA,NA,NA,NA,NA,NA,28,1,1,3,3,3,3,3,3,mf,bw,0,1,1,49,2020,10,26,0,0,0,0,0,0,0,0,0,0,1,1,1,7,7,2,2,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,4,1,6,7,7,7
s4966,2,1,7,1,1.4,5,7,4,1.4,3,5,4,0,1,white,1,0,Some college,0,16,1,1,3,5,2,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,1,0,0,0,6,1,0,0,1,1,1,7,7,5,5,5,7,7,1,1,1,1,1,1,4,4,4,4,4,4,3,3,3,5,5,5,4,4,4,4
s4982,2,1,7,1,3,2,7,1,5.2,5,6,5,0,1,hispanic,0,0,Associates degree,0,3,0,0,4,4,3,4,4,3,mm,bw,0,1,1,43,2020,10,23,0,6,3,0,6,2,6,6,6,6,1,1,1,7,7,4,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,7,7,4,5,5,5,5
s4985,2,6,5,5,2.2,2.6666666666666665,7,5,2.6,3,4.666666666666667,7,0,0,black,0,1,Bachelors degree,1,20,1,1,5,5,5,5,5,5,mm,bw,0,1,1,43,2020,10,23,0,4,0,3,4,4,3,2,2,2,7,5,6,5,5,2,3,3,7,7,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,5,4,5,7,7,7,7
s5000,2,3.6666666666666665,6.5,1,1.2,5,6,3,4.6,4,4,5.75,0,1,black,0,1,Bachelors degree,1,30,1,1,4,5,3,4,3,3,mf,bw,0,1,1,7,2021,1,12,0,0,0,0,6,5,5,4,4,5,5,1,5,6,7,5,5,5,6,6,1,1,1,1,1,1,3,3,3,3,3,3,4,4,4,4,4,4,6,6,5,6
s5006,2,2,5,1,0,3,6,5,2,3.3333333333333335,4,4,NA,NA,NA,NA,NA,NA,NA,27,1,1,4,4,3,4,4,3,mf,bw,0,0,0,38,2020,12,2,0,0,0,0,0,2,4,0,2,2,1,1,4,3,7,1,2,6,6,6,1,1,1,1,1,1,5,5,5,5,5,5,4,3,3,4,4,4,4,4,4,4
s5007,2,2,5,2,0.6,5,3,4,1,4,6,6,0,1,white,1,0,Some college,0,26,1,1,4,4,4,4,4,3,ff,bw,0,1,1,50,2020,10,30,0,1,0,1,1,1,1,1,1,1,2,2,2,5,5,5,5,5,3,3,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6
s5013,2,2,4,4,3.8,4,5,5,1,3.3333333333333335,4.333333333333333,5.5,0,1,NA,NA,NA,Associates degree,0,26,1,1,4,4,3,4,3,3,mf,bw,0,1,1,31,2020,12,11,0,6,6,1,6,1,1,1,1,1,4,1,1,4,4,2,5,5,5,5,4,4,4,4,4,4,4,5,5,5,5,5,4,3,3,4,4,5,5,7,6,4
s5018,2,1,2.5,1,4.8,2.6666666666666665,2.5,4,0,4.666666666666667,7,1,0,1,hispanic,0,0,Associates degree,0,2,0,0,5,5,5,5,4,0,mf,bw,0,1,1,34,2020,12,9,4,4,6,6,4,0,0,0,0,0,1,1,1,2,3,6,1,1,2,3,1,1,1,1,1,1,4,4,4,4,4,4,5,5,4,7,7,7,1,1,1,1
s5020,2,5.333333333333333,3.5,1.2,3.8,5,3,4.6,4.8,4,2,1.75,0,1,hispanic,0,0,Bachelors degree,1,2,0,0,1,5,0,4,2,1,mf,bw,1,1,0,52,2020,11,4,3,6,2,2,6,3,6,6,3,6,4,5,7,3,4,5,4,6,2,4,1,2,1,1,1,1,5,5,4,5,4,5,4,4,4,1,4,1,2,3,1,1
s5028,2,2,4,1,4.4,4,4,4,6,5,3,4,0,1,hispanic,0,0,Associates degree,0,3,0,0,3,5,1,4,3,3,ff,bw,0,0,0,55,2020,11,18,0,6,6,6,4,6,6,6,6,6,4,1,1,4,4,4,4,4,4,4,1,1,1,1,1,1,4,4,4,4,4,4,5,5,5,4,4,1,4,4,4,4
s5029,2,2,4,2,2,4,4,4,0,1,3.3333333333333335,4.25,0,1,NA,NA,NA,NA,NA,24,1,1,4,4,2,4,3,2,mf,bw,0,1,1,50,2020,11,6,2,2,2,2,2,0,0,0,0,0,2,2,2,4,4,4,4,4,4,4,2,2,2,2,2,2,4,4,4,4,4,4,1,1,1,2,4,4,4,5,5,3
s5040,2,1.6666666666666667,2,2.4,5.4,3,5.5,4,6,5,5.333333333333333,6,NA,NA,NA,NA,NA,Graduate degree,1,34,1,1,4,4,4,4,3,2,mf,bw,0,1,1,34,2020,12,9,6,5,5,5,6,6,6,6,6,6,2,1,2,2,2,3,4,2,6,5,3,1,1,1,4,5,2,5,3,3,3,6,5,5,5,5,6,5,6,6,6,6
s5042,2,3,3.5,1,2,4.333333333333333,5,1,3,4,6,5,NA,1,white,1,0,Bachelors degree,1,3,0,0,1,5,0,4,2,2,mm,bw,0,1,1,35,2020,12,3,3,2,0,3,2,3,3,3,3,3,3,2,4,3,4,4,4,5,5,5,1,1,1,1,1,1,3,1,1,1,1,1,4,4,4,6,6,6,5,5,5,5
s5045,2,4.666666666666667,5.5,4.6,4,6.333333333333333,4,4,3.6,3.6666666666666665,1,2,1,0,white,1,0,Graduate degree,1,23,1,1,4,4,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,4,3,3,5,1,6,3,5,5,4,5,6,7,6,6,1,7,5,5,5,5,4,4,3,6,5,5,2,2,4,3,4,1,1,1,1,3,2,2
s5052,2,2,6,1,3.2,3.6666666666666665,5.5,2,2,4,4,6.75,1,1,white,1,0,Bachelors degree,1,26,1,1,5,5,5,5,3,2,mf,bw,0,1,1,50,2020,11,6,0,6,2,2,6,2,2,2,2,2,1,1,4,6,6,4,2,5,5,6,1,1,1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,6,7,7,7
s5062,2,5.333333333333333,5,1,5,5.333333333333333,7,1,6,5,3.3333333333333335,7,0,0,black,0,1,Graduate degree,1,19,1,1,4,4,2,3,4,1,ff,bw,0,1,1,50,2020,10,30,6,6,1,6,6,6,6,6,6,6,6,5,5,5,5,6,5,5,7,7,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,2,4,7,7,7,7
s5076,2,1,7,1,4.8,4,4,1,3,3.3333333333333335,6,4,1,0,multi,0,0,Graduate degree,1,28,1,1,5,5,4,5,5,2,mf,bw,0,0,0,48,2020,11,12,0,6,6,6,6,1,6,1,1,6,1,1,1,7,7,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,6,7,5,4,4,4,4
s5080,2,1,7,1,2,4,4,4,1.2,3,7,7,1,1,white,1,0,Bachelors degree,1,22,1,1,3,3,3,3,3,3,ff,bw,1,1,0,49,2020,11,24,0,3,3,0,4,0,0,2,2,2,1,1,1,7,7,4,4,4,4,4,1,1,1,1,1,1,4,4,4,4,4,4,3,3,3,7,7,7,7,7,7,7
s5124,2,1,4,1,3,4,3,4,3,4,6.333333333333333,6,0,0,hispanic,0,0,Bachelors degree,1,14,1,1,3,4,3,4,3,3,ff,bw,0,0,0,55,2020,11,18,3,3,3,3,3,3,3,3,3,3,1,1,1,4,4,4,4,4,3,3,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,7,6,6,6,6,6,6
s5135,2,1.3333333333333333,4.5,1,3.6,1.6666666666666667,5.5,1,2.8,1.3333333333333333,6,6.75,0,1,hispanic,0,0,Associates degree,0,3,0,0,4,5,1,5,2,1,mf,bw,0,1,1,50,2020,11,6,0,6,0,6,6,0,6,2,0,6,2,1,1,2,7,1,1,3,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,5,6,6,7,7,7
s5156,2,1,3.5,1,2.4,3.3333333333333335,7,1,1.2,5,5.666666666666667,7,NA,NA,NA,NA,NA,NA,NA,28,1,1,5,5,5,5,5,3,mf,bw,0,1,1,50,2020,11,6,0,0,5,2,5,1,1,2,1,1,1,1,1,3,4,1,4,5,7,7,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,6,6,5,7,7,7,7
s5161,2,5.666666666666667,5.5,5.4,1.6,1.3333333333333333,7,2.2,2.8,4.333333333333333,7,4.5,0,NA,NA,NA,NA,Graduate degree,1,30,1,1,5,5,4,5,4,3,mm,bw,0,1,1,53,2020,11,25,0,2,1,2,3,2,3,3,3,3,5,5,7,6,5,2,1,1,7,7,1,5,5,5,6,6,1,4,1,2,3,1,4,4,5,7,7,7,5,5,3,5
s5177,2,2.3333333333333335,4.5,1,3.6,5.333333333333333,2,2,6,4.333333333333333,4.666666666666667,5.25,1,0,black,0,1,Graduate degree,1,20,1,1,5,5,3,5,4,3,ff,bw,1,1,0,49,2020,11,24,2,4,5,2,5,6,6,6,6,6,2,2,3,3,6,5,5,6,1,3,1,1,1,1,1,1,2,2,2,2,2,2,4,5,4,4,5,5,6,5,5,5
s5181,2,5.333333333333333,5,3.4,1,6.666666666666667,4.5,5.2,3.2,3.6666666666666665,3.6666666666666665,4.5,0,1,white,1,0,Bachelors degree,1,26,1,1,4,4,3,3,3,2,mf,bw,0,0,0,48,2020,11,12,0,3,1,0,1,4,3,2,3,4,6,5,5,5,5,6,7,7,3,6,5,6,3,3,2,3,5,5,6,5,5,5,3,4,4,2,4,5,3,5,5,5
s5185,2,1,7,1,1.2,5,2.5,1,3.2,5,5,3,0,0,black,0,1,Graduate degree,1,18,1,1,5,5,5,5,3,0,mf,bw,0,0,0,54,2020,10,28,2,1,1,1,1,3,3,3,4,3,1,1,1,7,7,4,7,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,3,1,3
s5199,2,1.6666666666666667,6.5,1,3.6,1,5.5,1,5,5,6,7,1,1,black,0,1,Graduate degree,1,30,1,1,5,5,5,5,5,5,mf,bw,0,0,0,51,2020,11,20,3,3,4,2,6,5,5,5,5,5,1,1,3,6,7,1,1,1,5,6,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,6,7,7,7,7,7
s5216,2,1,2,1,5,2.6666666666666665,1,2.2,6,5,7,7,0,0,hispanic,0,0,Graduate degree,1,25,1,1,5,5,4,5,5,5,mf,bw,0,1,1,34,2020,12,9,5,5,5,5,5,6,6,6,6,6,1,1,1,2,2,6,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,5,5,5,7,7,7,7,7,7,7
s5232,2,1.3333333333333333,7,1,0.6,3,6.5,5,5.2,5,4,5.25,0,1,black,0,1,Graduate degree,1,23,1,1,5,5,5,5,4,3,mf,bw,1,1,0,52,2020,11,4,0,2,0,0,1,4,4,6,6,6,2,1,1,7,7,1,3,5,7,6,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,4,4,4,4,6,7,4
s5233,2,5,5,1,4.2,4.333333333333333,6,2.4,6,5,5.333333333333333,4,0,1,white,1,0,Bachelors degree,1,2,0,0,3,3,1,5,3,1,mm,bw,0,1,1,49,2020,10,27,4,4,1,6,6,6,6,6,6,6,5,5,5,5,5,4,4,5,6,6,1,1,1,1,1,1,2,3,2,3,2,2,5,5,5,6,5,5,4,4,4,4
s5247,2,1,7,1,0,3,4,4,6,5,1,1,NA,1,white,1,0,NA,NA,19,1,1,3,3,3,3,3,3,mm,bw,0,1,1,53,2020,11,25,0,0,0,0,0,6,6,6,6,6,1,1,1,7,7,1,4,4,4,4,1,1,1,1,1,1,4,4,4,4,4,4,5,5,5,1,1,1,1,1,1,1
s5274,2,4.333333333333333,5,1,0.2,2.6666666666666665,5,1,2,4,5,7,0,0,white,1,0,Graduate degree,1,14,1,1,5,5,3,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,2,2,2,2,2,4,2,7,5,5,3,1,4,5,5,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,6,5,7,7,7,7
s5307,2,1,2,1.4,1.6,2,6,2,2,4,1,1,0,NA,NA,NA,NA,NA,NA,18,1,1,5,5,5,5,5,3,mf,bw,0,1,1,56,2020,11,9,0,2,3,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,6,6,1,1,1,1,3,1,2,2,2,2,2,2,4,4,4,1,1,1,1,1,1,1
s5310,2,4,4,4,6,3.6666666666666665,4,3,5,3.3333333333333335,4,4,0,NA,NA,NA,NA,Graduate degree,1,18,1,1,4,4,4,4,4,4,mm,bw,0,1,1,31,2020,12,21,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,3,3,5,4,4,4,4,4,4,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4
s5343,2,1,7,1,4.6,1.6666666666666667,6,1,0.8,3.3333333333333335,4.666666666666667,5.25,0,1,hispanic,0,0,Associates degree,0,3,0,0,3,5,2,3,4,4,mf,bw,0,0,0,54,2020,10,28,2,6,3,6,6,1,2,1,0,0,1,1,1,7,7,2,1,2,6,6,1,1,1,1,1,1,2,1,1,1,1,1,4,3,3,6,6,2,2,6,6,7
s5376,2,4.333333333333333,4,1,0,4,4,2.4,1,2.6666666666666665,4,4,0,1,white,1,0,Bachelors degree,1,3,0,0,5,5,5,5,3,3,mf,bw,0,0,0,53,2020,11,11,0,0,0,0,0,1,1,1,1,1,4,4,5,4,4,4,4,4,4,4,1,1,1,1,1,1,3,2,3,2,3,2,3,3,2,4,4,4,4,4,4,4
s5386,2,5.333333333333333,7,1,1.2,6.666666666666667,4.5,2.6,5,5,6.333333333333333,7,1,1,black,0,1,Graduate degree,1,30,1,1,5,5,5,5,3,1,mf,bw,0,1,1,52,2020,11,13,0,1,1,0,4,6,4,3,6,6,5,6,5,7,7,7,7,6,2,7,1,1,1,1,1,1,7,5,1,5,1,1,5,5,5,6,6,7,7,7,7,7
s5388,2,3,5.5,4,0.4,4.333333333333333,4,2,1,4,4,4,0,0,white,1,0,Bachelors degree,1,3,0,0,1,5,1,4,4,3,mm,bw,0,1,1,43,2020,10,23,0,2,0,0,0,3,2,0,0,0,4,2,3,5,6,4,6,3,4,4,4,4,4,4,4,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4
s5422,2,4.333333333333333,3.5,2.8,1.8,3.6666666666666665,4.5,1.4,6,3.6666666666666665,1,5,1,0,black,0,1,Graduate degree,1,21,1,1,3,3,2,3,2,1,mf,bw,0,1,1,47,2020,11,16,0,6,0,0,3,6,6,6,6,6,5,5,3,2,5,5,2,4,3,6,1,4,1,5,2,2,1,1,1,1,1,3,4,3,4,1,1,1,6,6,4,4
s5451,2,3.3333333333333335,4,4,6,3,4,3,6,5,4,4,0,1,multi,0,0,Associates degree,0,3,0,0,2,5,1,1,3,0,mf,bw,0,1,1,34,2020,12,9,6,6,6,6,6,6,6,6,6,6,2,1,7,4,4,4,2,3,4,4,4,4,4,4,4,4,5,5,2,4,3,1,5,5,5,4,4,4,4,4,4,4
s5452,2,2.3333333333333335,6,2,0,3,4,3,0,2,4,4,0,NA,NA,NA,NA,NA,NA,27,1,1,3,3,2,3,2,1,mm,bw,0,1,1,53,2020,11,25,0,0,0,0,0,0,0,0,0,0,3,1,3,6,6,3,3,3,4,4,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,4,4,4,4,4,4,4
s5461,2,2,4,4,0.2,4.666666666666667,5.5,4.6,3,4.333333333333333,4,4,0,1,white,1,0,Bachelors degree,1,3,0,0,1,5,1,4,3,3,mf,bw,1,1,0,52,2020,11,4,0,1,0,0,0,3,3,3,3,3,2,3,1,4,4,5,5,4,6,5,4,4,4,4,4,4,2,5,3,5,4,6,5,4,4,4,4,4,4,4,4,4
s5498,2,4,4,4,0,5,7,4,5,4.666666666666667,4,4,0,1,white,1,0,Bachelors degree,1,23,1,1,4,4,3,4,3,3,mf,bw,0,0,0,52,2020,11,5,0,0,0,0,0,6,6,1,6,6,4,4,4,4,4,5,5,5,7,7,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4
s5523,2,2.3333333333333335,5,4.6,3.4,4.333333333333333,4,1,3,4.333333333333333,5.666666666666667,7,0,1,black,0,1,Associates degree,0,25,1,1,4,5,1,4,3,3,mf,bw,0,1,1,52,2020,11,13,3,6,0,3,5,3,6,0,3,3,2,4,1,5,5,6,1,6,4,4,5,6,4,5,4,4,1,1,1,1,1,1,5,3,5,7,6,4,7,7,7,7
s5542,2,4,3,4,0,3,4.5,4,2,3.6666666666666665,4.666666666666667,6.75,0,0,black,0,1,Some college,0,26,1,1,4,5,3,4,3,2,mf,bw,0,1,1,47,2020,11,16,0,0,0,0,0,2,3,0,3,2,4,4,4,3,3,4,1,4,4,5,1,4,4,4,4,4,2,4,4,4,4,4,4,4,3,6,5,3,7,7,7,6
s5552,2,2.3333333333333335,6,1,0.4,4.333333333333333,3,4,2,4,2,5.5,1,1,white,1,0,Bachelors degree,1,28,1,1,5,5,5,5,5,2,mf,bw,0,0,0,52,2020,11,5,0,1,1,0,0,2,2,2,2,2,2,1,4,6,6,3,5,5,3,3,1,1,1,1,1,1,3,4,4,4,4,4,5,4,3,2,2,2,5,6,6,5
s5574,2,4,4,4,0,4,5,4.4,2.8,3,4,4,0,NA,NA,NA,NA,Associates degree,0,19,1,1,3,4,2,3,3,2,mf,bw,0,0,0,53,2020,11,11,0,0,0,0,0,3,2,4,2,3,4,4,4,4,4,5,3,4,5,5,4,4,4,4,4,4,4,5,5,4,4,4,3,3,3,4,4,4,4,4,4,4
s5584,2,5.666666666666667,4,2,2.4,4.666666666666667,4.5,1,3.4,3.3333333333333335,6.333333333333333,7,0,1,hispanic,0,0,Some college,0,28,1,1,5,5,4,5,4,3,mf,bw,0,1,1,52,2020,11,13,0,6,3,3,0,0,6,0,6,5,5,5,7,3,5,7,1,6,2,7,2,2,2,2,2,2,1,1,1,1,1,1,4,3,3,7,7,5,7,7,7,7
s5600,2,1,7,1,4.8,1,7,1,6,4.666666666666667,1,1,0,1,hispanic,0,0,Bachelors degree,1,18,1,1,5,5,5,5,5,5,mm,bw,0,1,1,49,2020,10,27,0,6,6,6,6,6,6,6,6,6,1,1,1,7,7,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,1,1,1,1,1,1,1
s5610,2,1,7,1,1.6,1.3333333333333333,7,1,4.2,5,5,5,NA,NA,NA,NA,NA,Bachelors degree,1,3,0,0,4,4,3,4,4,4,mf,bw,0,1,1,34,2020,12,9,0,3,1,2,2,3,4,5,4,5,1,1,1,7,7,2,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,2,6,7,5,5,5,5
s5635,2,2.3333333333333335,3.5,1,3.2,1,1,1,6,5,4,5,NA,1,hispanic,0,0,Bachelors degree,1,3,0,0,1,4,0,4,2,1,mm,bw,0,1,1,49,2020,10,27,3,4,3,3,3,6,6,6,6,6,4,2,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,3,4,5,3,6,6,5
